Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Office of the Chief Executive,Supplies and Services,"Printing, Stationery etc",41232908,1,201806,ACORN WEB OFFSET LTD,10423.44,2018-09-20
Office of the Chief Executive,Supplies and Services,Comms & Computing,44007842,0,201806,PEOPLE MATTERS NETWORK LTD,7500,2018-09-05
Office of the Chief Executive,Employees,Indirect Employee Expenses,44007696,0,201806,GOSS INTERACTIVE LIMITED,4950,2018-09-04
Corporate Resources,Third Party Payments,Third Party Payments,41232264,1,201806,CREDITSAFE BUSINESS SOLUTIONS LTD,455,2018-09-05
Corporate Resources,Supplies and Services,Comms & Computing,41232831,1,201806,QUICKTHINK CLOUD LIMITED,1310.29,2018-09-10
Corporate Resources,Supplies and Services,Comms & Computing,41232832,1,201806,QUICKTHINK CLOUD LIMITED,3038.8,2018-09-10
Corporate Resources,Employees,Indirect Employee Expenses,148028532,1,201806,TYNE & WEAR PENSION FUND,108569,2018-09-10
Corporate Resources,Supplies and Services,Comms & Computing,41233088,1,201806,VIRGIN MEDIA PAYMENTS LTD,865.66,2018-09-13
Corporate Resources,Supplies and Services,Comms & Computing,41233090,1,201806,CRITIQOM,476.31,2018-09-13
Corporate Resources,Supplies and Services,Comms & Computing,41233091,1,201806,CRITIQOM,681.84,2018-09-13
Corporate Resources,Supplies and Services,Comms & Computing,41233092,1,201806,CRITIQOM,857.78,2018-09-13
Corporate Resources,Supplies and Services,Comms & Computing,41233093,1,201806,CRITIQOM,1132.88,2018-09-13
Corporate Resources,Supplies and Services,Comms & Computing,41233094,1,201806,CRITIQOM,506.82,2018-09-13
Corporate Resources,Supplies and Services,Comms & Computing,41233096,1,201806,CRITIQOM,995.76,2018-09-13
Corporate Resources,Supplies and Services,Comms & Computing,148028497,7,201806,ROYAL MAIL,327.57,2018-09-04
Corporate Resources,Supplies and Services,Comms & Computing,148028651,7,201806,ROYAL MAIL,165.27,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028652,7,201806,ROYAL MAIL,424.16,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028653,7,201806,ROYAL MAIL,178.8,2018-09-24
Corporate Resources,Supplies and Services,Other Running Costs,148028504,2,201806,ROSSENDALES COLLECT LTD,222.96,2018-09-05
Corporate Resources,Supplies and Services,Comms & Computing,148028497,1,201806,ROYAL MAIL,465.22,2018-09-04
Corporate Resources,Supplies and Services,Comms & Computing,148028497,2,201806,ROYAL MAIL,890.88,2018-09-04
Corporate Resources,Supplies and Services,Comms & Computing,148028651,1,201806,ROYAL MAIL,66.54,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028651,2,201806,ROYAL MAIL,466.06,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028652,1,201806,ROYAL MAIL,109.28,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028652,2,201806,ROYAL MAIL,811.25,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028653,1,201806,ROYAL MAIL,87.44,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028653,2,201806,ROYAL MAIL,648,2018-09-24
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41232480,1,201806,TEAM NETSOL,800,2018-09-03
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41233275,1,201806,PREPAID FINANCIAL SERVICES LTD,1066.96,2018-09-14
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41233275,2,201806,PREPAID FINANCIAL SERVICES LTD,1754.06,2018-09-14
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41233275,3,201806,PREPAID FINANCIAL SERVICES LTD,2498.35,2018-09-14
Corporate Resources,Supplies and Services,Comms & Computing,148028512,1,201806,MHR INTERNATIONAL UK LTD,3959,2018-09-07
Corporate Resources,Supplies and Services,Comms & Computing,148028497,6,201806,ROYAL MAIL,89.59,2018-09-04
Corporate Resources,Supplies and Services,Comms & Computing,148028651,6,201806,ROYAL MAIL,30,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028652,6,201806,ROYAL MAIL,34.56,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028653,6,201806,ROYAL MAIL,30.8,2018-09-24
Corporate Resources,Transport,Public Transport and Taxi Fares,41234099,1,201806,CLICK TRAVEL LTD,594.17,2018-09-26
Corporate Resources,Transport,Public Transport and Taxi Fares,41234099,2,201806,CLICK TRAVEL LTD,3506.28,2018-09-26
Corporate Resources,Transport,Public Transport and Taxi Fares,41234100,1,201806,CLICK TRAVEL LTD,2418.2,2018-09-26
Corporate Resources,Transport,Public Transport and Taxi Fares,41234100,2,201806,CLICK TRAVEL LTD,335.22,2018-09-26
Corporate Resources,Transport,Public Transport and Taxi Fares,41234102,1,201806,CLICK TRAVEL LTD,151.05,2018-09-26
Corporate Resources,Transport,Public Transport and Taxi Fares,41234102,2,201806,CLICK TRAVEL LTD,3381.95,2018-09-26
Corporate Resources,Supplies and Services,Comms & Computing,148028497,3,201806,ROYAL MAIL,66.88,2018-09-04
Corporate Resources,Supplies and Services,Comms & Computing,148028497,4,201806,ROYAL MAIL,217.23,2018-09-04
Corporate Resources,Supplies and Services,Comms & Computing,148028651,3,201806,ROYAL MAIL,130.12,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028651,4,201806,ROYAL MAIL,113.78,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028652,3,201806,ROYAL MAIL,172.46,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028652,4,201806,ROYAL MAIL,198.38,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028653,3,201806,ROYAL MAIL,175.2,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028653,4,201806,ROYAL MAIL,120.4,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028497,5,201806,ROYAL MAIL,166.93,2018-09-04
Corporate Resources,Supplies and Services,Comms & Computing,148028651,5,201806,ROYAL MAIL,15.14,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028652,5,201806,ROYAL MAIL,12.3,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028653,5,201806,ROYAL MAIL,19.6,2018-09-24
Corporate Resources,Employees,Indirect Employee Expenses,41232743,1,201806,N.E. REGIONAL EMPLOYERS ORGANISATION,10918.5,2018-09-14
Corporate Resources,Employees,Indirect Employee Expenses,44010798,0,201806,TOTALJOBS GROUP,650,2018-09-25
Corporate Resources,Supplies and Services,Comms & Computing,148028497,8,201806,ROYAL MAIL,16.11,2018-09-04
Corporate Resources,Supplies and Services,Comms & Computing,148028651,8,201806,ROYAL MAIL,74.48,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028652,8,201806,ROYAL MAIL,41.82,2018-09-24
Corporate Resources,Supplies and Services,Comms & Computing,148028653,8,201806,ROYAL MAIL,24.5,2018-09-24
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41231876,1,201806,DISCLOSURE & BARRING SERVICE,6216,2018-09-03
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41233433,1,201806,DISCLOSURE & BARRING SERVICE,7304,2018-09-24
Corporate Resources,Employees,Indirect Employee Expenses,44009218,0,201806,QA LTD,1086.72,2018-09-20
