Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Office of the Chief Executive,Transport,Public Transport and Taxi Fares,300001281,13,201906,CLICK TRAVEL LTD,20.1,2019-09-18
Office of the Chief Executive,Transport,Public Transport and Taxi Fares,300001281,17,201906,CLICK TRAVEL LTD,38.6,2019-09-18
Office of the Chief Executive,Transport,Public Transport and Taxi Fares,300001289,24,201906,CLICK TRAVEL LTD,330,2019-09-25
Office of the Chief Executive,Supplies and Services,"Printing, Stationery etc",41260000,1,201906,ACORN WEB OFFSET LTD,8166.93,2019-09-24
Office of the Chief Executive,Supplies and Services,Comms & Computing,44051616,0,201906,PEOPLE MATTERS NETWORK LTD,7500,2019-09-27
Office of the Chief Executive,Supplies and Services,Advertising,41259300,1,201906,GLOBAL RADIO SERVICES LTD,525,2019-09-12
Corporate Resources,Transport,Public Transport and Taxi Fares,300001265,3,201906,CLICK TRAVEL LTD,25.2,2019-09-11
Corporate Resources,Transport,Public Transport and Taxi Fares,300001265,5,201906,CLICK TRAVEL LTD,11.7,2019-09-11
Corporate Resources,Transport,Public Transport and Taxi Fares,300001265,7,201906,CLICK TRAVEL LTD,18.4,2019-09-11
Corporate Resources,Transport,Public Transport and Taxi Fares,300001265,9,201906,CLICK TRAVEL LTD,8.8,2019-09-11
Corporate Resources,Transport,Public Transport and Taxi Fares,300001265,13,201906,CLICK TRAVEL LTD,18.4,2019-09-11
Corporate Resources,Transport,Public Transport and Taxi Fares,300001265,19,201906,CLICK TRAVEL LTD,25.2,2019-09-11
Corporate Resources,Transport,Public Transport and Taxi Fares,300001289,3,201906,CLICK TRAVEL LTD,12.3,2019-09-25
Corporate Resources,Transport,Public Transport and Taxi Fares,300001289,18,201906,CLICK TRAVEL LTD,7.55,2019-09-25
Corporate Resources,Supplies and Services,Comms & Computing,41259722,1,201906,QUICKTHINK CLOUD LIMITED,1354.12,2019-09-18
Corporate Resources,Supplies and Services,Comms & Computing,41259727,1,201906,QUICKTHINK CLOUD LIMITED,3132.66,2019-09-18
Corporate Resources,Supplies and Services,Comms & Computing,44051218,0,201906,ZIAAS LIMITED,536,2019-09-25
Corporate Resources,Supplies and Services,Comms & Computing,41259346,1,201906,CRITIQOM,609.25,2019-09-13
Corporate Resources,Supplies and Services,Comms & Computing,41259349,1,201906,CRITIQOM,1645.04,2019-09-13
Corporate Resources,Supplies and Services,Comms & Computing,41259350,1,201906,CRITIQOM,1871.9,2019-09-13
Corporate Resources,Supplies and Services,Comms & Computing,41260447,1,201906,CRITIQOM,1479.21,2019-09-27
Corporate Resources,Supplies and Services,Comms & Computing,41260449,1,201906,CRITIQOM,1162.07,2019-09-27
Corporate Resources,Supplies and Services,Comms & Computing,41260452,1,201906,CRITIQOM,1260.42,2019-09-27
Corporate Resources,Supplies and Services,Comms & Computing,148032700,7,201906,ROYAL MAIL,374.26,2019-09-18
Corporate Resources,Supplies and Services,Comms & Computing,148032799,7,201906,ROYAL MAIL,321.65,2019-09-25
Corporate Resources,Supplies and Services,Comms & Computing,148032831,7,201906,ROYAL MAIL,185.18,2019-09-30
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44051467,0,201906,TOTAL ID,300,2019-09-27
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44051467,1,201906,TOTAL ID,609.95,2019-09-27
Corporate Resources,Supplies and Services,Comms & Computing,44050444,0,201906,VERINT SYSTEMS UK LIMITED,43512.11,2019-09-24
Corporate Resources,Transport,Public Transport and Taxi Fares,300001265,0,201906,CLICK TRAVEL LTD,165.9,2019-09-11
Corporate Resources,Transport,Public Transport and Taxi Fares,300001265,16,201906,CLICK TRAVEL LTD,165.9,2019-09-11
Corporate Resources,Supplies and Services,Comms & Computing,148032700,1,201906,ROYAL MAIL,224.74,2019-09-18
