Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Communities & Enviroment,Supplies and Services,Comms & Computing,148013043,22,201408,O2 (UK) LTD,4.04,2014-11-18
Communities & Enviroment,Supplies and Services,Comms & Computing,148013056,22,201408,O2 (UK) LTD,4.50,2014-11-19
Communities & Enviroment,Supplies and Services,Comms & Computing,148013149,24,201408,O2 (UK) LTD,4.29,2014-11-26
Communities & Enviroment,Supplies and Services,"Licenses, Housing, Fees",43823004,0,201408,NORTHERN ROOTS,471.67,2014-11-25
Communities & Enviroment,Supplies and Services,"Licenses, Housing, Fees",43823005,0,201408,NORTHERN ROOTS,845.00,2014-11-25
Communities & Enviroment,Supplies and Services,"Licenses, Housing, Fees",41092580,1,201408,ALAN FAIRBAIRN MARQUEE HIRE,852.00,2014-11-28
Communities & Enviroment,Supplies and Services,"Licenses, Housing, Fees",43818067,0,201408,SPLINTERS WOODWORKS,900.00,2014-11-04
Communities & Enviroment,Supplies and Services,"Licenses, Housing, Fees",43818069,0,201408,MUDDY FINGERS POTTERY,600.00,2014-11-04
Communities & Enviroment,Supplies and Services,Comms & Computing,148013043,23,201408,O2 (UK) LTD,4.50,2014-11-18
Communities & Enviroment,Supplies and Services,Comms & Computing,148013056,23,201408,O2 (UK) LTD,4.50,2014-11-19
Communities & Enviroment,Supplies and Services,Comms & Computing,148013149,25,201408,O2 (UK) LTD,4.50,2014-11-26
Communities & Enviroment,Supplies and Services,"Licenses, Housing, Fees",41094372,1,201408,REDACTED - Personal Information,1800.00,2014-11-28
Communities & Enviroment,Supplies and Services,"Licenses, Housing, Fees",43821171,0,201408,HEARTHSIDE TALES,1200.00,2014-11-14
Communities & Enviroment,Supplies and Services,"Licenses, Housing, Fees",43821172,0,201408,HEARTHSIDE TALES,2400.00,2014-11-14
Communities & Enviroment,Third Party Payments,Third Party Payments,41090893,1,201408,BALTIC FLOUR MILLS VISUAL ARTS TRUST,81894.50,2014-11-14
Communities & Enviroment,Supplies and Services,Comms & Computing,148013043,28,201408,O2 (UK) LTD,45.00,2014-11-18
Communities & Enviroment,Supplies and Services,Comms & Computing,148013056,27,201408,O2 (UK) LTD,49.50,2014-11-19
Communities & Enviroment,Supplies and Services,Comms & Computing,148013149,30,201408,O2 (UK) LTD,45.00,2014-11-26
Communities & Enviroment,Transport,Contract Hire,43822362,0,201408,JOHN NIXON LTD,525.00,2014-11-24
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43821180,0,201408,AV WORKS LTD,2585.00,2014-11-17
Communities & Enviroment,Supplies and Services,"Licenses, Housing, Fees",41091984,1,201408,REDACTED - Personal Information,750.00,2014-11-12
Communities & Enviroment,Supplies and Services,Comms & Computing,148013043,29,201408,O2 (UK) LTD,15.65,2014-11-18
Communities & Enviroment,Supplies and Services,Comms & Computing,148013056,28,201408,O2 (UK) LTD,13.50,2014-11-19
Communities & Enviroment,Supplies and Services,Comms & Computing,148013149,31,201408,O2 (UK) LTD,16.00,2014-11-26
Communities & Enviroment,Supplies and Services,"Licenses, Housing, Fees",41090038,1,201408,REDACTED - Personal Information,1000.00,2014-11-03
Communities & Enviroment,Supplies and Services,"Furn, Equip & Mats",43822617,0,201408,ALBERT ATKINSON SKIP HIRE & WASTE MANAGEMENT SERVI,1984.17,2014-11-25
Communities & Enviroment,Supplies and Services,Comms & Computing,148013043,30,201408,O2 (UK) LTD,47.04,2014-11-18
Communities & Enviroment,Supplies and Services,Comms & Computing,148013056,29,201408,O2 (UK) LTD,45.22,2014-11-19
Communities & Enviroment,Supplies and Services,Comms & Computing,148013149,32,201408,O2 (UK) LTD,47.54,2014-11-26
Communities & Enviroment,Supplies and Services,Comms & Computing,148013043,31,201408,O2 (UK) LTD,31.95,2014-11-18
Communities & Enviroment,Supplies and Services,Comms & Computing,148013056,30,201408,O2 (UK) LTD,32.47,2014-11-19
Communities & Enviroment,Supplies and Services,Comms & Computing,148013149,33,201408,O2 (UK) LTD,34.51,2014-11-26
Communities & Enviroment,Supplies and Services,Comms & Computing,148013043,32,201408,O2 (UK) LTD,49.22,2014-11-18
Communities & Enviroment,Supplies and Services,Comms & Computing,148013056,31,201408,O2 (UK) LTD,51.77,2014-11-19
Communities & Enviroment,Supplies and Services,Comms & Computing,148013149,34,201408,O2 (UK) LTD,53.37,2014-11-26
Communities & Enviroment,Transport,Public Transport and Taxi Fares,148013180,2,201408,CLICK TRAVEL LTD,110.90,2014-11-28
Communities & Enviroment,Transport,Public Transport and Taxi Fares,148013180,34,201408,CLICK TRAVEL LTD,0.41,2014-11-28
