Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Office of the Chief Executive,Supplies and Services,"Furn, Equip & Mats",43963861,0,201705,RENWICK FRAMING,774.00,2017-08-11
Office of the Chief Executive,Transport,Public Transport and Taxi Fares,300000129,16,201705,CLICK TRAVEL LTD,13.12,2017-08-31
Office of the Chief Executive,Transport,Public Transport and Taxi Fares,300000129,18,201705,CLICK TRAVEL LTD,31.32,2017-08-31
Office of the Chief Executive,Transport,Public Transport and Taxi Fares,300000129,24,201705,CLICK TRAVEL LTD,13.12,2017-08-31
Office of the Chief Executive,Transport,Public Transport and Taxi Fares,300000129,27,201705,CLICK TRAVEL LTD,31.32,2017-08-31
Office of the Chief Executive,Transport,Car Allowances,148025212,1,201705,CO - WHEELS CARCLUB CIC,3.51,2017-08-17
Office of the Chief Executive,Supplies and Services,"Furn, Equip & Mats",43963066,0,201705,RNIB ENTERPRISES LTD,573.80,2017-08-07
Office of the Chief Executive,Supplies and Services,"Printing, Stationery etc",43963223,0,201705,ACORN WEB OFFSET LTD,7721.75,2017-08-08
Office of the Chief Executive,Supplies and Services,Comms & Computing,43963293,0,201705,BLUESKY INTERNATIONAL LTD,1382.00,2017-08-07
Office of the Chief Executive,Supplies and Services,"Licenses, Housing, Fees",43962832,0,201705,ANGHARD MEDIA,1054.64,2017-08-03
Office of the Chief Executive,Supplies and Services,"Licenses, Housing, Fees",43963840,0,201705,GOSS INTERACTIVE LIMITED,2490.00,2017-08-11
Corporate Resources,Employees,Indirect Employee Expenses,41204899,1,201705,CIPFA,2120.00,2017-08-15
Corporate Resources,Employees,Indirect Employee Expenses,41204900,1,201705,CIPFA,2120.00,2017-08-15
Corporate Resources,Employees,Indirect Employee Expenses,43964141,0,201705,INSTITUTE OF RISK MANAGMENT,1995.00,2017-08-16
Corporate Resources,Transport,Public Transport and Taxi Fares,300000129,20,201705,CLICK TRAVEL LTD,44.36,2017-08-31
