Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Community Based Services,Transport,Public Transport and Taxi Fares,148012051,23,201406,CENTRAL TAXIS OF GATESHEAD LIMITED,24.00,2014-09-12
Community Based Services,Transport,Public Transport and Taxi Fares,148012052,7,201406,STREETCARS,48.00,2014-09-12
Community Based Services,Transport,Public Transport and Taxi Fares,148011950,15,201406,CLICK TRAVEL LTD,156.52,2014-09-04
Community Based Services,Transport,Public Transport and Taxi Fares,148011950,16,201406,CLICK TRAVEL LTD,43.30,2014-09-04
Community Based Services,Transport,Public Transport and Taxi Fares,148011950,17,201406,CLICK TRAVEL LTD,43.30,2014-09-04
Community Based Services,Transport,Car Allowances,148012152,10,201406,COMMONWHEELS CIC,16.95,2014-09-18
Community Based Services,Transport,Car Allowances,148012152,39,201406,COMMONWHEELS CIC,99.07,2014-09-18
Community Based Services,Supplies and Services,Comms & Computing,41083386,1,201406,TROJAN CONSULTANTS LTD,2895.00,2014-09-17
Community Based Services,Supplies and Services,Comms & Computing,148011963,112,201406,O2 (UK) LTD,18.00,2014-09-05
Community Based Services,Supplies and Services,Comms & Computing,148012202,138,201406,O2 (UK) LTD,56.88,2014-09-24
Community Based Services,Supplies and Services,Comms & Computing,148012274,137,201406,O2 (UK) LTD,48.00,2014-09-26
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41080941,1,201406,WINLATON CENTRE,650.00,2014-09-04
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41080943,1,201406,WINLATON CENTRE,650.00,2014-09-04
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41084692,1,201406,WINLATON CENTRE,600.00,2014-09-15
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41084693,1,201406,WINLATON CENTRE,600.00,2014-09-15
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",148011950,5,201406,CLICK TRAVEL LTD,101.68,2014-09-04
Community Based Services,Supplies and Services,Comms & Computing,148012202,130,201406,O2 (UK) LTD,15.00,2014-09-24
Community Based Services,Supplies and Services,Comms & Computing,148012274,129,201406,O2 (UK) LTD,15.00,2014-09-26
Community Based Services,Supplies and Services,Comms & Computing,148011963,105,201406,O2 (UK) LTD,4.50,2014-09-05
Community Based Services,Supplies and Services,Comms & Computing,148012202,131,201406,O2 (UK) LTD,4.50,2014-09-24
Community Based Services,Supplies and Services,Comms & Computing,148012274,130,201406,O2 (UK) LTD,4.50,2014-09-26
Community Based Services,Employees,Agency Staff,60091075,35,201406,COMENSURA LTD,665.68,2014-09-08
Community Based Services,Employees,Agency Staff,60091076,3,201406,COMENSURA LTD,832.10,2014-09-10
Community Based Services,Supplies and Services,Comms & Computing,148011963,106,201406,O2 (UK) LTD,4.50,2014-09-05
Community Based Services,Supplies and Services,Comms & Computing,148012202,132,201406,O2 (UK) LTD,4.50,2014-09-24
Community Based Services,Supplies and Services,Comms & Computing,148012274,131,201406,O2 (UK) LTD,4.50,2014-09-26
Community Based Services,Third Party Payments,Third Party Payments,147009589,3,201406,ALLPAY LTD,250.00,2014-09-25
Community Based Services,Supplies and Services,Comms & Computing,148011963,107,201406,O2 (UK) LTD,4.50,2014-09-05
