Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Office of the Chief Executive,Transport,Public Transport and Taxi Fares,300000348,16,201710,CLICK TRAVEL LTD,2000.6,2018-01-17
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,374,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,378,201710,O2 (UK) LTD,11.5,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,394,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,2017,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,"Licenses, Housing, Fees",41216782,2,201710,NEWCASTLEGATESHEAD INITIATIVE,6000,2018-01-23
Office of the Chief Executive,Supplies and Services,"Printing, Stationery etc",43980355,0,201710,ACORN WEB OFFSET LTD,15615.57,2018-01-12
Office of the Chief Executive,Supplies and Services,Comms & Computing,43980379,0,201710,DAVID CASEY DISPLAYS LTD,760,2018-01-09
Office of the Chief Executive,Supplies and Services,Comms & Computing,43980721,1,201710,NATIONAL LEAFLET COMPANY,5582.7,2018-01-31
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,739,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,850,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,1227,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,1376,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,1783,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,1952,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,2050,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,"Licenses, Housing, Fees",43982125,0,201710,ANGHARD MEDIA,1054.64,2018-01-19
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,102,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,457,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,458,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,495,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,501,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,502,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,562,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,583,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,587,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,590,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,603,201710,O2 (UK) LTD,10,2018-01-15
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600012,715,201710,O2 (UK) LTD,10,2018-01-15
