Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Community Based Services,Transport,Car Allowances,148009494,6,201401,COMMONWHEELS CIC,4.50,2014-04-23
Community Based Services,Transport,Car Allowances,148009494,7,201401,COMMONWHEELS CIC,23.19,2014-04-23
Community Based Services,Transport,Car Allowances,148009494,37,201401,COMMONWHEELS CIC,247.67,2014-04-23
Community Based Services,Employees,Agency Staff,60091057,37,201401,COMENSURA LTD,457.98,2014-04-30
Community Based Services,Third Party Payments,Third Party Payments,41063287,1,201401,VICTIM SUPPORT NORTHUMBRIA,7634.25,2014-04-11
Community Based Services,Transport,Public Transport and Taxi Fares,148009604,7,201401,CLICK TRAVEL LTD,205.50,2014-04-29
Community Based Services,Supplies and Services,"Printing, Stationery etc",147005121,6,201401,INTERCHANGE NEWS,29.76,2014-04-02
Community Based Services,Transport,Public Transport and Taxi Fares,148009268,24,201401,STREETCARS,32.00,2014-04-04
Community Based Services,Third Party Payments,Third Party Payments,41063239,1,201401,GATESHEAD OLDER PEOPLE'S ASSEMBLY,7850.50,2014-04-09
Community Based Services,Third Party Payments,Third Party Payments,41063286,1,201401,TYNESIDE WOMENS HEALTH PROJECT,9021.75,2014-04-09
Community Based Services,Third Party Payments,Third Party Payments,41063225,1,201401,AGE UK GATESHEAD,5516.75,2014-04-09
Community Based Services,Third Party Payments,Third Party Payments,41063227,1,201401,AGE UK GATESHEAD,14725.00,2014-04-09
Community Based Services,Third Party Payments,Third Party Payments,41063228,1,201401,ALZHEIMERS DISEASE SOCIETY,7093.50,2014-04-09
Community Based Services,Third Party Payments,Third Party Payments,41063229,1,201401,ALZHEIMERS DISEASE SOCIETY,14583.50,2014-04-09
Community Based Services,Third Party Payments,Third Party Payments,41063230,1,201401,ALZHEIMERS DISEASE SOCIETY,19179.75,2014-04-09
Community Based Services,Third Party Payments,Third Party Payments,41063235,1,201401,CROSSROADS CARE,97500.00,2014-04-09
Community Based Services,Third Party Payments,Third Party Payments,41063237,1,201401,GATESHEAD JEWISH FAMILY SERV.,8165.25,2014-04-09
