Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Community Based Services,Transport,Public Transport and Taxi Fares,148011677,32,201405,STREETCARS,32.00,2014-08-11
Community Based Services,Transport,Public Transport and Taxi Fares,148011656,8,201405,CLICK TRAVEL LTD,90.88,2014-08-07
Community Based Services,Transport,Public Transport and Taxi Fares,148011656,9,201405,CLICK TRAVEL LTD,90.88,2014-08-07
Community Based Services,Transport,Car Allowances,148011874,9,201405,COMMONWHEELS CIC,7.44,2014-08-22
Community Based Services,Transport,Car Allowances,148011874,10,201405,COMMONWHEELS CIC,10.71,2014-08-22
Community Based Services,Transport,Car Allowances,148011874,44,201405,COMMONWHEELS CIC,123.83,2014-08-22
Community Based Services,Transport,Car Allowances,148011874,45,201405,COMMONWHEELS CIC,123.84,2014-08-22
Community Based Services,Supplies and Services,Comms & Computing,148011634,138,201405,O2 (UK) LTD,33.00,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011820,114,201405,O2 (UK) LTD,18.00,2014-08-20
Community Based Services,Transport,Public Transport and Taxi Fares,148011717,46,201405,CENTRAL TAXIS OF GATESHEAD LIMITED,40.00,2014-08-18
Community Based Services,Supplies and Services,Comms & Computing,148011634,130,201405,O2 (UK) LTD,15.00,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,131,201405,O2 (UK) LTD,4.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011820,107,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Employees,Agency Staff,60091073,27,201405,COMENSURA LTD,821.01,2014-08-26
Community Based Services,Employees,Agency Staff,60091074,15,201405,COMENSURA LTD,832.10,2014-08-27
Community Based Services,Supplies and Services,Comms & Computing,148011634,132,201405,O2 (UK) LTD,4.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011820,108,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41079284,1,201405,SOCIAL LANDLORDS CRIME,698.00,2014-08-01
Community Based Services,Supplies and Services,Comms & Computing,148011634,133,201405,O2 (UK) LTD,4.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011820,109,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011634,134,201405,O2 (UK) LTD,9.00,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011820,110,201405,O2 (UK) LTD,4.93,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011634,140,201405,O2 (UK) LTD,15.00,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,177,201405,O2 (UK) LTD,30.00,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,139,201405,O2 (UK) LTD,73.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011820,115,201405,O2 (UK) LTD,13.48,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011634,176,201405,O2 (UK) LTD,15.00,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,135,201405,O2 (UK) LTD,14.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011820,111,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41077362,1,201405,REDACTED - Personal Information,430.00,2014-08-01
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147008471,1,201405,FRIENDS OF CHASE PARK,1423.00,2014-08-01
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147008927,1,201405,JAZZ IN BIRTLEY SOCIETY,500.00,2014-08-11
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147008928,1,201405,RYTON COMMUNITY LIBRARY VOLUNTEER ASSOCIATION,450.00,2014-08-11
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147008930,1,201405,SOUTH TYNESIDE ASSOCIATION OF RESIDENTS (S.T.A.R),500.00,2014-08-11
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147008969,1,201405,GATESHEAD OLDER PEOPLE'S ASSEMBLY,500.00,2014-08-20
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147008969,2,201405,GATESHEAD OLDER PEOPLE'S ASSEMBLY,500.00,2014-08-20
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147008969,3,201405,GATESHEAD OLDER PEOPLE'S ASSEMBLY,500.00,2014-08-20
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147008970,1,201405,TEAMS COMMUNITY FESTIVAL,1371.47,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011634,136,201405,O2 (UK) LTD,219.02,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011820,112,201405,O2 (UK) LTD,51.25,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011634,137,201405,O2 (UK) LTD,4.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011820,113,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Premises,Cleaning,41081781,1,201405,PHS GROUP PLC,539.84,2014-08-20
Community Based Services,Premises,Energy,41080695,1,201405,N POWER,1062.37,2014-08-11
Community Based Services,Premises,Fixtures & Fittings,41081894,1,201405,LOW FELL REMOVALS LTD,379.98,2014-08-21
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43806080,0,201405,FURNISHING SERVICE LTD,577.00,2014-08-12
Community Based Services,Supplies and Services,Comms & Computing,148011634,181,201405,O2 (UK) LTD,13.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011820,151,201405,O2 (UK) LTD,13.50,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,41082224,1,201405,VIRGIN MEDIA PAYMENTS LTD,355.00,2014-08-22
Community Based Services,Supplies and Services,Comms & Computing,41079926,1,201405,VODAFONE CORPORATE LTD,190.47,2014-08-05
Community Based Services,Supplies and Services,Comms & Computing,148011634,182,201405,O2 (UK) LTD,14.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,183,201405,O2 (UK) LTD,14.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,184,201405,O2 (UK) LTD,14.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,185,201405,O2 (UK) LTD,64.81,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,186,201405,O2 (UK) LTD,14.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,187,201405,O2 (UK) LTD,14.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,188,201405,O2 (UK) LTD,14.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,189,201405,O2 (UK) LTD,14.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,190,201405,O2 (UK) LTD,14.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,191,201405,O2 (UK) LTD,14.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011820,152,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011820,153,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011820,154,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011820,155,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011820,156,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011820,157,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011820,158,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011820,159,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011820,160,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011820,161,201405,O2 (UK) LTD,9.00,2014-08-20
Community Based Services,Premises,Rep & Maint,41078605,2,201405,NORTHERN HOUSING CONSORTIUM LTD,1750.00,2014-08-05
Community Based Services,Supplies and Services,Comms & Computing,148011536,12,201405,BRITISH TELECOM,1287.00,2014-08-01
Community Based Services,Supplies and Services,Comms & Computing,148011916,1,201405,VIRGIN MEDIA PAYMENTS LTD,1665.00,2014-08-29
Community Based Services,Premises,Rep & Maint,41080178,1,201405,THERMAL PERSPECTIVE LTD,750.00,2014-08-07
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,41079892,1,201405,CELL:CM CHARTERED SURVEYORS,435.00,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,192,201405,O2 (UK) LTD,20.37,2014-08-06
Community Based Services,Employees,Indirect Employee Expenses,41081206,1,201405,GLASGOW CLYDE COLLEGE,1600.00,2014-08-15
Community Based Services,Transport,Car Allowances,148011874,12,201405,COMMONWHEELS CIC,3.15,2014-08-22
Community Based Services,Transport,Car Allowances,148011874,47,201405,COMMONWHEELS CIC,123.84,2014-08-22
Community Based Services,Supplies and Services,Comms & Computing,148011634,193,201405,O2 (UK) LTD,4.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,194,201405,O2 (UK) LTD,4.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011634,195,201405,O2 (UK) LTD,4.50,2014-08-06
Community Based Services,Supplies and Services,Comms & Computing,148011820,162,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Supplies and Services,Comms & Computing,148011820,163,201405,O2 (UK) LTD,4.50,2014-08-20
Community Based Services,Supplies and Services,Other Running Costs,148011694,1,201405,MARSH LTD,28162.83,2014-08-12
Community Based Services,Transport,Public Transport and Taxi Fares,148011846,24,201405,CLICK TRAVEL LTD,18.66,2014-08-21
Community Based Services,Transport,Public Transport and Taxi Fares,148011846,25,201405,CLICK TRAVEL LTD,18.66,2014-08-21
Community Based Services,Transport,Public Transport and Taxi Fares,148011846,26,201405,CLICK TRAVEL LTD,18.66,2014-08-21
Community Based Services,Transport,Public Transport and Taxi Fares,148011846,27,201405,CLICK TRAVEL LTD,21.69,2014-08-21
Community Based Services,Transport,Public Transport and Taxi Fares,148011846,28,201405,CLICK TRAVEL LTD,21.69,2014-08-21
