Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Office of the Chief Executive,Supplies and Services,"Printing, Stationery etc",43968950,1,201707,ACORN WEB OFFSET LTD,9699.68,2017-10-05
Office of the Chief Executive,Supplies and Services,Comms & Computing,43968703,0,201707,DAVID CASEY DISPLAYS LTD,760,2017-10-05
Office of the Chief Executive,Supplies and Services,"Licenses, Housing, Fees",43971183,0,201707,ANGHARD MEDIA,1054.64,2017-10-17
Office of the Chief Executive,Supplies and Services,"Licenses, Housing, Fees",43971213,1,201707,N.E. REGIONAL EMPLOYERS ORGANISATION,4234.41,2017-10-17
Office of the Chief Executive,Supplies and Services,"Licenses, Housing, Fees",43971213,2,201707,N.E. REGIONAL EMPLOYERS ORGANISATION,470.49,2017-10-17
Office of the Chief Executive,Supplies and Services,Comms & Computing,43971907,0,201707,GOSS INTERACTIVE LIMITED,19750,2017-10-24
Office of the Chief Executive,Supplies and Services,Comms & Computing,43971908,0,201707,GOSS INTERACTIVE LIMITED,8900,2017-10-24
Office of the Chief Executive,Employees,Indirect Employee Expenses,41208702,1,201707,GOSS INTERACTIVE LIMITED,1392,2017-10-10
Office of the Chief Executive,Supplies and Services,Comms & Computing,43971097,0,201707,INSIGHT DIRECT UK LTD,2392.44,2017-10-18
Corporate Resources,Employees,Agency Staff,60091240,35,201707,DE POEL MANAGED SERVICES LIMITED,529.74,2017-10-03
Corporate Resources,Employees,Agency Staff,60091241,29,201707,DE POEL MANAGED SERVICES LIMITED,706.32,2017-10-11
Corporate Resources,Employees,Agency Staff,60091242,22,201707,DE POEL MANAGED SERVICES LIMITED,706.32,2017-10-18
Corporate Resources,Employees,Agency Staff,60091243,20,201707,DE POEL MANAGED SERVICES LIMITED,573.89,2017-10-24
Corporate Resources,Employees,Agency Staff,60091244,34,201707,DE POEL MANAGED SERVICES LIMITED,554.27,2017-10-31
Corporate Resources,Employees,Indirect Employee Expenses,41208575,1,201707,CIPFA,1945,2017-10-05
Corporate Resources,Employees,Indirect Employee Expenses,41208576,1,201707,CIPFA,1945,2017-10-05
Corporate Resources,Employees,Indirect Employee Expenses,41210127,1,201707,CIPFA,744,2017-10-26
Corporate Resources,Employees,Indirect Employee Expenses,43969073,0,201707,KAPLAN FINANCIAL,821.65,2017-10-04
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,3,201707,CLICK TRAVEL LTD,9.61,2017-10-04
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,4,201707,CLICK TRAVEL LTD,12.11,2017-10-04
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,12,201707,CLICK TRAVEL LTD,79.15,2017-10-04
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,17,201707,CLICK TRAVEL LTD,52.65,2017-10-04
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,18,201707,CLICK TRAVEL LTD,52.65,2017-10-04
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,20,201707,CLICK TRAVEL LTD,79.15,2017-10-04
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,28,201707,CLICK TRAVEL LTD,21.11,2017-10-04
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,42,201707,CLICK TRAVEL LTD,21.11,2017-10-04
Corporate Resources,Supplies and Services,Comms & Computing,43970932,0,201707,INSIGHT DIRECT UK LTD,440,2017-10-16
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41208728,1,201707,AON HEWITT LIMITED,1170,2017-10-09
Corporate Resources,Income: Internal Recharges,Internal Recharges (inc),148025800,2,201707,MARSH LTD,8227.05,2017-10-19
Corporate Resources,Income: Internal Recharges,Internal Recharges (inc),148025801,2,201707,MARSH LTD,6476.6,2017-10-19
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,38,201707,CLICK TRAVEL LTD,6.56,2017-10-04
Corporate Resources,Supplies and Services,Comms & Computing,41209813,1,201707,QUICKTHINK CLOUD LIMITED,1293.36,2017-10-23
Corporate Resources,Transport,Public Transport and Taxi Fares,300000204,48,201707,CLICK TRAVEL LTD,113.32,2017-10-18
Corporate Resources,Transport,Public Transport and Taxi Fares,300000204,50,201707,CLICK TRAVEL LTD,52.82,2017-10-18
Corporate Resources,Transport,Public Transport and Taxi Fares,300000216,41,201707,CLICK TRAVEL LTD,112.62,2017-10-27
Corporate Resources,Supplies and Services,Comms & Computing,148025573,7,201707,ROYAL MAIL,1024.18,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025574,7,201707,ROYAL MAIL,1298.88,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025722,7,201707,ROYAL MAIL,1280.62,2017-10-11
Corporate Resources,Supplies and Services,Comms & Computing,148025870,7,201707,ROYAL MAIL,1326,2017-10-25
Corporate Resources,Supplies and Services,Comms & Computing,148025874,7,201707,ROYAL MAIL,1036.13,2017-10-26
Corporate Resources,Supplies and Services,Comms & Computing,41209377,1,201707,VIRGIN MEDIA PAYMENTS LTD,809.89,2017-10-17
Corporate Resources,Supplies and Services,Comms & Computing,43969962,0,201707,CAPITA BUSINESS SERVICES LTD,1800,2017-10-11
Corporate Resources,Transport,Public Transport and Taxi Fares,300000204,15,201707,CLICK TRAVEL LTD,58.98,2017-10-18
Corporate Resources,Transport,Public Transport and Taxi Fares,300000216,49,201707,CLICK TRAVEL LTD,37.37,2017-10-27
Corporate Resources,Transport,Public Transport and Taxi Fares,300000216,53,201707,CLICK TRAVEL LTD,37.37,2017-10-27
Corporate Resources,Transport,Public Transport and Taxi Fares,300000216,55,201707,CLICK TRAVEL LTD,37.37,2017-10-27
Corporate Resources,Transport,Public Transport and Taxi Fares,300000216,56,201707,CLICK TRAVEL LTD,37.37,2017-10-27
Corporate Resources,Supplies and Services,Comms & Computing,148025573,1,201707,ROYAL MAIL,69.17,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025573,2,201707,ROYAL MAIL,940.05,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025574,1,201707,ROYAL MAIL,537.08,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025574,2,201707,ROYAL MAIL,923.59,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025722,1,201707,ROYAL MAIL,64.51,2017-10-11
Corporate Resources,Supplies and Services,Comms & Computing,148025722,2,201707,ROYAL MAIL,963.57,2017-10-11
Corporate Resources,Supplies and Services,Comms & Computing,148025870,1,201707,ROYAL MAIL,97.82,2017-10-25
Corporate Resources,Supplies and Services,Comms & Computing,148025870,2,201707,ROYAL MAIL,832.21,2017-10-25
Corporate Resources,Supplies and Services,Comms & Computing,148025874,1,201707,ROYAL MAIL,68.65,2017-10-26
Corporate Resources,Supplies and Services,Comms & Computing,148025874,2,201707,ROYAL MAIL,889.57,2017-10-26
Corporate Resources,Third Party Payments,Third Party Payments,41209021,1,201707,COMMUNITY TRANSPORT,517.5,2017-10-12
Corporate Resources,Third Party Payments,Third Party Payments,147038086,2,201707,PAYPOINT PLC,94,2017-10-05
Corporate Resources,Third Party Payments,Third Party Payments,147038155,2,201707,PAYPOINT PLC,160,2017-10-05
Corporate Resources,Third Party Payments,Third Party Payments,147038240,2,201707,PAYPOINT PLC,170,2017-10-11
Corporate Resources,Transport,Public Transport and Taxi Fares,300000204,20,201707,CLICK TRAVEL LTD,6.6,2017-10-18
Corporate Resources,Transport,Public Transport and Taxi Fares,300000204,22,201707,CLICK TRAVEL LTD,14.5,2017-10-18
Corporate Resources,Transport,Public Transport and Taxi Fares,300000204,23,201707,CLICK TRAVEL LTD,14.5,2017-10-18
Corporate Resources,Transport,Public Transport and Taxi Fares,300000204,25,201707,CLICK TRAVEL LTD,6.6,2017-10-18
Corporate Resources,Transport,Public Transport and Taxi Fares,300000216,9,201707,CLICK TRAVEL LTD,112.62,2017-10-27
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,30,201707,CLICK TRAVEL LTD,6.6,2017-10-04
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,32,201707,CLICK TRAVEL LTD,14.5,2017-10-04
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,33,201707,CLICK TRAVEL LTD,14.5,2017-10-04
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,37,201707,CLICK TRAVEL LTD,6.6,2017-10-04
Corporate Resources,Supplies and Services,Comms & Computing,148025725,1,201707,MIDLAND SOFTWARE LTD,3880,2017-10-11
Corporate Resources,Supplies and Services,Comms & Computing,148025724,1,201707,MIDLAND SOFTWARE LTD,3000,2017-10-11
Corporate Resources,Supplies and Services,Comms & Computing,148025573,6,201707,ROYAL MAIL,73.29,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025574,6,201707,ROYAL MAIL,55.09,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025722,6,201707,ROYAL MAIL,26.52,2017-10-11
Corporate Resources,Supplies and Services,Comms & Computing,148025870,6,201707,ROYAL MAIL,30.59,2017-10-25
Corporate Resources,Supplies and Services,Comms & Computing,148025874,6,201707,ROYAL MAIL,90.11,2017-10-26
Corporate Resources,Transport,Public Transport and Taxi Fares,300000216,34,201707,CLICK TRAVEL LTD,40.04,2017-10-27
Corporate Resources,Transport,Public Transport and Taxi Fares,300000216,51,201707,CLICK TRAVEL LTD,28.74,2017-10-27
Corporate Resources,Supplies and Services,Comms & Computing,148025573,3,201707,ROYAL MAIL,126.38,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025573,4,201707,ROYAL MAIL,287.55,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025574,3,201707,ROYAL MAIL,120.97,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025574,4,201707,ROYAL MAIL,155.46,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025722,3,201707,ROYAL MAIL,161.68,2017-10-11
Corporate Resources,Supplies and Services,Comms & Computing,148025722,4,201707,ROYAL MAIL,170.85,2017-10-11
Corporate Resources,Supplies and Services,Comms & Computing,148025870,3,201707,ROYAL MAIL,184.85,2017-10-25
Corporate Resources,Supplies and Services,Comms & Computing,148025870,4,201707,ROYAL MAIL,496.41,2017-10-25
Corporate Resources,Supplies and Services,Comms & Computing,148025874,3,201707,ROYAL MAIL,269.6,2017-10-26
Corporate Resources,Supplies and Services,Comms & Computing,148025874,4,201707,ROYAL MAIL,211.26,2017-10-26
Corporate Resources,Supplies and Services,Comms & Computing,148025573,5,201707,ROYAL MAIL,17.57,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025574,5,201707,ROYAL MAIL,20.75,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025722,5,201707,ROYAL MAIL,13.43,2017-10-11
Corporate Resources,Supplies and Services,Comms & Computing,148025870,5,201707,ROYAL MAIL,11.64,2017-10-25
Corporate Resources,Supplies and Services,Comms & Computing,148025874,5,201707,ROYAL MAIL,8.97,2017-10-26
Corporate Resources,Employees,Indirect Employee Expenses,43971864,0,201707,TES GLOBAL LIMITED,975,2017-10-23
Corporate Resources,Employees,Indirect Employee Expenses,148025812,1,201707,TYNE & WEAR PENSION FUND,43599,2017-10-19
Corporate Resources,Supplies and Services,Comms & Computing,148025573,8,201707,ROYAL MAIL,3.74,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025574,8,201707,ROYAL MAIL,21.66,2017-10-02
Corporate Resources,Supplies and Services,Comms & Computing,148025722,8,201707,ROYAL MAIL,20.2,2017-10-11
Corporate Resources,Supplies and Services,Comms & Computing,148025870,8,201707,ROYAL MAIL,10.46,2017-10-25
Corporate Resources,Supplies and Services,Comms & Computing,148025874,8,201707,ROYAL MAIL,60.57,2017-10-26
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41209030,1,201707,DISCLOSURE & BARRING SERVICE,5024,2017-10-20
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,13,201707,CLICK TRAVEL LTD,6.58,2017-10-04
Corporate Resources,Transport,Public Transport and Taxi Fares,300000184,39,201707,CLICK TRAVEL LTD,9.58,2017-10-04
Corporate Resources,Transport,Public Transport and Taxi Fares,300000190,5,201707,CLICK TRAVEL LTD,16.12,2017-10-10
Corporate Resources,Transport,Public Transport and Taxi Fares,300000190,8,201707,CLICK TRAVEL LTD,29.32,2017-10-10
Corporate Resources,Transport,Public Transport and Taxi Fares,300000190,28,201707,CLICK TRAVEL LTD,29.32,2017-10-10
Corporate Resources,Transport,Public Transport and Taxi Fares,300000190,30,201707,CLICK TRAVEL LTD,16.12,2017-10-10
