Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,2022-03-01,5105802917,507.00,Eagle Containers Ltd
Manchester City Council,Manchester Leisure,Professional fees,2022-03-01,5105802922,2780.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,I T Provision,2022-03-01,5105802946,15906.29,Lorensbergs Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2022-03-01,5105802937,1800.00,Peter Douglass Platforms
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2022-03-01,5105802936,1300.00,Peter Douglass Platforms
Manchester City Council,Childrens & Education Services,Agency staff provision,2022-03-01,5105802914,5260.00,Staff Resources Ltd
Manchester City Council,Childrens & Education Services,Agency staff provision,2022-03-01,5105802915,5225.00,Staff Resources Ltd
Manchester City Council,Childrens & Education Services,Agency staff provision,2022-03-01,5105802912,3411.70,Staff Resources Ltd
Manchester City Council,Childrens & Education Services,Agency staff provision,2022-03-01,5105802913,3390.39,Staff Resources Ltd
Manchester City Council,Childrens & Education Services,Training and Development,2022-03-01,5105802906,9842.00,One Education Ltd
Manchester City Council,Childrens & Education Services,Transport Taxis,2022-03-01,1907555614,1098.79,Cresta Car Hire
Manchester City Council,Childrens & Education Services,Transport Coach Hire,2022-03-01,5105802926,2280.00,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Transport Coach Hire,2022-03-01,5105802904,2235.00,Middleton Cars Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,2022-03-01,5105802889,1800.00,Middleton Cars Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,2022-03-01,5105802903,960.00,Middleton Cars Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,2022-03-01,5105802902,774.00,Middleton Cars Ltd
Manchester City Council,Childrens & Education Services,Professional fees,2022-03-01,5105802888,1106.67,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,2022-03-01,5105802885,750.00,Prospero Teaching
Manchester City Council,Childrens & Education Services,Professional fees,2022-03-01,5105802883,700.00,Prospero Teaching
Manchester City Council,Childrens & Education Services,Payments for services,2022-03-01,5105802870,15873.44,North Lakes Children's Services Ltd
Manchester City Council,Childrens & Education Services,Payments for services,2022-03-01,5105802882,6280.67,SOL Christian Academy
Manchester City Council,Adult Social Care,Rents,2022-03-01,5105802961,79988.29,Accommodation Links Ltd
Manchester City Council,Adult Social Care,Rents,2022-03-01,5105802907,12449.69,K L Properties
Manchester City Council,Adult Social Care,Security,2022-03-01,5105802962,1377.00,UNIQUE SPECIALIST SERVICES
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,2022-03-01,5105802925,39934.50,Redacted Personal Information
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,2022-03-01,5105802930,3760.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,2022-03-01,5105802944,2895.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,2022-03-01,5105802927,2360.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2022-03-01,5105802955,4410.82,Houses4Homes 4U Ltd
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,2022-03-01,5105802890,-2385.00,Jacobs UK Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,2022-03-01,5105802942,646.00,Life Environmental Services
Manchester City Council,Chief Executives,Training and Development,2022-03-01,5105802935,1895.00,Salford Professional Development
Manchester City Council,Chief Executives,Professional fees,2022-03-01,5105802838,7735.50,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,2022-03-01,5105802895,4296.47,Russell & Russell Solicitors LLP
Manchester City Council,Chief Executives,Professional fees,2022-03-01,5105802898,2760.00,Russell & Russell Solicitors LLP
Manchester City Council,Chief Executives,Professional fees,2022-03-01,5105802916,2648.25,Russell & Russell Solicitors LLP
Manchester City Council,Chief Executives,Legal Fees,2022-03-01,5105802911,1625.00,Redacted Personal Information
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,2022-03-01,5105802794,695.00,BAT Fabrications
Manchester City Council,Regeneration Finance,Taxi Vehicle Materia,2022-03-01,5105802928,3452.43,VIP-System Ltd
Manchester City Council,Regeneration Finance,Taxi Vehicle Materia,2022-03-01,5105802929,731.60,VIP-System Ltd
Manchester City Council,Regeneration Finance,Furniture,2022-03-01,5105802833,1224.97,Data Space Limited
Manchester City Council,Regeneration Finance,Furniture,2022-03-01,5105802834,-1224.97,Data Space Limited
Manchester City Council,Regeneration Finance,I T Provision,2022-03-01,5105802920,3216.00,Tribal Education
Manchester City Council,Highways Services,Payments to Sub-Contractors,2022-03-01,5105802905,930.00,Rosgal Ltd
Manchester City Council,Collection Fund,Ctax - Preceptor Payments,2022-03-01,1907213010,1638337.00,GMCA
Manchester City Council,Collection Fund,Business Rates - Preceptor Payments,2022-03-01,1907213010,270060.00,GMCA
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,2022-03-01,5105802953,3632.07,DeepStore
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,2022-03-01,5105802950,625.32,DeepStore
Manchester City Council,Manchester Leisure,Internal Repairs and Maintenance for buildings,2022-03-02,5105803011,999.50,City Electrical Factors
Manchester City Council,Manchester Leisure,Refuse Collection,2022-03-02,5105802986,631.78,Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Equipment,2022-03-02,1907559160,3505.00,Kesslers
Manchester City Council,Manchester Leisure,Equipment,2022-03-02,5105803040,1630.00,Groundwork Landscapes Ltd
Manchester City Council,Manchester Leisure,Professional fees,2022-03-02,1907559184,930.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Professional fees,2022-03-02,1907559107,500.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Computer Licenses,2022-03-02,5105803123,2192.48,Trustmarque Solutions Ltd
Manchester City Council,Manchester Leisure,Library Materials Acquisition,2022-03-02,1907561483,3282.40,Peters Bookselling Services
Manchester City Council,Manchester Leisure,Library Materials Acquisition,2022-03-02,1907561482,1800.63,Peters Bookselling Services
Manchester City Council,Manchester Leisure,Library Materials Acquisition,2022-03-02,1907561414,815.84,Askews and Holts
Manchester City Council,Manchester Leisure,Library Materials Acquisition,2022-03-02,1907561456,703.95,Askews and Holts
Manchester City Council,Manchester Leisure,Library Materials Acquisition,2022-03-02,1907561410,687.19,Askews and Holts
Manchester City Council,Manchester Leisure,Special Event,2022-03-02,1907559159,1395.00,The Printed Film Co Ltd
Manchester City Council,Hospitality + Trading Services,External repairs and maintenance for buildings,2022-03-02,5105803018,1995.00,Redacted Personal Information
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,2022-03-02,5105803002,15221.89,Standard Fuels Oils
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,2022-03-02,5105803001,9404.62,Standard Fuels Oils
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,2022-03-02,5105803003,545.80,Standard Fuels Oils
Manchester City Council,Hospitality + Trading Services,Insurance,2022-03-02,1907559161,2050.16,Zurich Municipal
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2022-03-02,5105802980,980.00,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2022-03-02,5105802978,900.00,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2022-03-02,5105802983,780.00,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,2022-03-02,5105803252,8890.50,Fast Hire UK
Manchester City Council,Hospitality + Trading Services,Machinery and equipment repairs,2022-03-02,5105803251,1271.43,Fast Hire UK
Manchester City Council,Environment and Operations,Construction Works,2022-03-02,5105802981,35428.96,Balfour Beatty Living Places Ltd
Manchester City Council,Environment and Operations,Construction Works,2022-03-02,5105802976,30361.43,Balfour Beatty Living Places Ltd
Manchester City Council,Environment and Operations,Construction Works,2022-03-02,5105803024,7524.00,Waterman Aspen Ltd
Manchester City Council,Environment and Operations,Construction Works,2022-03-02,5105802979,2817.47,Balfour Beatty Living Places Ltd
Manchester City Council,Childrens & Education Services,Training and Development,2022-03-02,5105802997,874.50,Wythenshawe Community Initiative
Manchester City Council,Childrens & Education Services,Professional fees,2022-03-02,5105803058,3182.27,Warwickshire County Council
