Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Adult Social Care,Training and Development,2014-04-01,5100711448,1461.76,Essential Papers Ltd
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,2014-04-01,5100711356,1000.00,Sanctuary Housing Association
Manchester City Council,Adult Social Care,Supporting People Payments,2014-04-01,5100711404,1989.40,Barnardos Manchester Leaving Care S
Manchester City Council,Manchester Leisure,Grounds Maintenance,2014-04-01,5100711383,1425.00,Clean-Up UK Limited
Manchester City Council,Manchester Leisure,Grounds Maintenance,2014-04-01,5100711443,1425.00,Clean-Up UK Limited
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,2014-04-01,5100711350,1520.48,Riverside ECHG
Manchester City Council,Adult Social Care,Rents,2014-04-01,5100711350,7557.52,Riverside ECHG
Manchester City Council,Adult Social Care,Furniture,2014-04-01,5100711414,745.00,Stockport Domestic Appliance Servic
Manchester City Council,Childrens Services,Supported Accommodation,2014-04-01,5100711418,673.35,St.Vincent'S Housing Association
Manchester City Council,Libraries and Theatres,Proffesional fees,2014-04-01,5100711458,3920.00,Oldham Borough Council
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2014-04-01,5100711463,1821.17,Better Choices Ltd
Manchester City Council,Childrens Services,Supported Accommodation,2014-04-01,5100711431,500.00,Bedspace Resource Ltd
Manchester City Council,Chief Executives,Proffesional fees,2014-04-01,5100711470,2500.00,Buttress Fuller Alsop Williams Ltd
Manchester City Council,Chief Executives,Signers/Interpreters,2014-04-01,5100711471,1160.40,Interpreter Booking Services
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,2014-04-01,5100711327,4113.44,Manchester Dogs Home
Manchester City Council,Chief Executives,Advertising,2014-04-01,5100711413,6563.70,TSL Education Ltd
Manchester City Council,Chief Executives,Advertising,2014-04-01,5100711415,2157.30,TSL Education Ltd
Manchester City Council,Hospitality + Trading Services,ClothsUniformLaundry,2014-04-01,5100711444,3041.30,E & E Workwear
Manchester City Council,Childrens Services,Supported Accommodation,2014-04-01,5100711326,1214.96,Fresh Start Independence Project
Manchester City Council,Manchester Leisure,Equipment,2014-04-01,5100711412,590.58,Wessex Pictures
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,2014-04-01,5100711426,2000.00,Manchester Digital Laboratory
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,2014-04-01,5100711428,2000.00,Manchester Digital Laboratory
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,2014-04-01,5100711401,1054.00,Furnace Construction Cremators Ltd
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,2014-04-01,5100711407,829.80,Furnace Construction Cremators Ltd
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,2014-04-01,5100711584,1296.70,Furnace Construction Cremators Ltd
Manchester City Council,Adult Social Care,Funeral and coroner related services,2014-04-01,5100711402,2746.00,Funeral Prtnrs t/a Michael Kennedy
Manchester City Council,Childrens Services,Grant and subscriptions awarded,2014-04-01,5100711425,694.81,Manchester Congolese Organisation
Manchester City Council,Childrens Services,Storage Costs,2014-04-02,5100711491,1466.86,Iron Mountain
Manchester City Council,Childrens Services,Storage Costs,2014-04-02,5100711505,720.30,Iron Mountain
Manchester City Council,Adult Social Care,Furniture,2014-04-02,5100711885,1048.15,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-04-02,5100711881,668.12,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-04-02,5100711882,586.33,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-04-02,5100711900,508.79,The Furnishing Service Ltd
Manchester City Council,Childrens Services,"Consumable items eg Toilet rolls, soap etc",2014-04-02,5100711907,541.20,The Furnishing Service Ltd
Manchester City Council,Childrens Services,Training and Development,2014-04-02,5100711741,686.55,Assessment & Qualifications Allianc
Manchester City Council,Hospitality + Trading Services,Vehicle Parts/Spares,2014-04-02,5100711871,516.47,Dennis Eagle Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2014-04-02,5100711839,949.20,Wolseley Util Ltd T/A Burdens
Manchester City Council,Hospitality + Trading Services,Payments to Contractors,2014-04-02,5100711618,44300.34,NSL Ltd
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,2014-04-02,5100711539,593.00,Teleshore (Uk) Ltd
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,2014-04-02,5100711575,650.00,The Manchester College
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,2014-04-02,5100711582,650.00,The Manchester College
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,2014-04-02,5100711588,650.00,The Manchester College
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,2014-04-02,5100711590,650.00,The Manchester College
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,2014-04-02,5100711503,1870.00,Kensite Services Ltd
Manchester City Council,Manchester Leisure,Grounds Maintenance,2014-04-02,5100711445,1425.00,Clean-Up UK Limited
Manchester City Council,Manchester Leisure,Grounds Maintenance,2014-04-02,5100711867,1175.00,Clean-Up UK Limited
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,2014-04-02,5100711382,1425.00,Clean-Up UK Limited
Manchester City Council,Hospitality + Trading Services,Cash Collection,2014-04-02,5100711520,1495.64,G4S Cash Services (Uk) Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-04-02,1904087496,1019.23,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-04-02,1904087548,779.80,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-04-02,1904087571,776.01,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-04-02,1904087444,656.71,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-04-02,1904087410,622.54,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2014-04-02,5100711579,2210.00,Asd Metal Services
Manchester City Council,Chief Executives,Stationery,2014-04-02,5100711712,1059.75,Banner Business Services Ltd
Manchester City Council,Adult Social Care,Legal Fees,2014-04-02,5100711691,1125.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Payments for services,2014-04-02,5100711610,820.00,Caritas Diocese of Salford
Manchester City Council,Chief Executives,Printing,2014-04-02,5100711373,3685.00,Astra Signs
Manchester City Council,Chief Executives,Printing,2014-04-02,5100711707,750.00,Astra Signs
Manchester City Council,Chief Executives,Printing,2014-04-02,5100711705,550.00,Astra Signs
Manchester City Council,Housing Revenue Account,Proffesional fees,2014-04-02,5100711670,4651.79,Valuation Office Agency
Manchester City Council,Corporate Services,Travel Season TLS,2014-04-02,5100711541,646.00,Transport for Greater Manchester
Manchester City Council,GMIST (Greater Mcr Integrated),Payments for services,2014-04-02,5100711606,10966.41,Salford City Council
Manchester City Council,Childrens Services,Rents,2014-04-02,5100711563,2266.66,4CT Limited
Manchester City Council,Regeneration Finance,Equipment,2014-04-02,5100711873,1086.75,Egan Reid Stationery Co Ltd
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,2014-04-02,5100711687,59764.50,The Big Life Company
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,2014-04-02,5100711723,20108.13,The Big Life Company
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,2014-04-02,5100711724,11809.02,The Big Life Company
Manchester City Council,Chief Executives,I T Provision,2014-04-02,5100711695,1245.75,Computerland Uk Ltd
Manchester City Council,Chief Executives,ICT Sup & Maintnance,2014-04-02,5100711380,23652.00,Computerland Uk Ltd
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,2014-04-02,5100711529,1468.50,Big Life Families
