Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Training and Development,2022-04-01,5105809977,2514.60,Break into Business Ltd
Manchester City Council,Manchester Leisure,Refuse Collection,2022-04-01,5105809949,7952.94,Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Refuse Collection,2022-04-01,5105809950,-7952.94,Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,2022-04-01,5105809949,3757.19,Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,2022-04-01,5105809950,-3757.19,Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,2022-04-01,5105809937,2100.00,The Conservation Volunteers
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2022-04-01,1907451631,1200.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2022-04-01,1700132419,-1200.00,Redacted Personal Information
Manchester City Council,Libraries and Theatres,Hire of Premises,2022-04-01,5105809975,6595.00,Customer First Venue Services
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2022-04-01,5105809967,1800.00,Peter Douglass Platforms
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,2022-04-01,5105809942,2856.00,Albert Jones Memorials
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,2022-04-01,5105809944,1784.40,Albert Jones Memorials
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,2022-04-01,5105809943,-2141.28,Albert Jones Memorials
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,2022-04-01,5105809941,-3427.60,Albert Jones Memorials
Manchester City Council,Hospitality + Trading Services,Management Fee Inc,2022-04-01,1907598549,97540.00,The Barlow R.C. High School
Manchester City Council,Hospitality + Trading Services,Management Fee Inc,2022-04-01,1907598548,26616.53,The Barlow R.C. High School
Manchester City Council,Environment and Operations,Vehicle Plant Furniture and Equipment,2022-04-01,5105809945,1450000.00,Biffa Municipal Limited
Manchester City Council,Environment and Operations,Construction Works,2022-04-01,5105810012,75346.74,Dowhigh Ltd
Manchester City Council,Environment and Operations,Construction Works,2022-04-01,5105810013,11707.30,Dowhigh Ltd
Manchester City Council,Environment and Operations,Construction Works,2022-04-01,5105809980,7108.72,Dowhigh Ltd
Manchester City Council,Childrens & Education Services,Contract Cleaning External,2022-04-01,5105810076,1170.00,Superkids Levenshulme Ltd
Manchester City Council,Childrens & Education Services,Professional fees,2022-04-01,1907575515,610.00,Kenworthy's Chambers
