Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Childrens Services,Refuse Collection,2012-08-01,5100570111,1365.58,PHS Group
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2012-08-01,5100570136,1833.33,Barlow Moor Community Association
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2012-08-01,5100570116,2166.67,People First Housing Association
Manchester City Council,Childrens Services,Training and Development,2012-08-01,5100570172,855.40,Essential Papers Ltd
Manchester City Council,Childrens Services,Training and Development,2012-08-01,5100570174,647.61,Essential Papers Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2012-08-01,5100570119,1185.87,Indian Senior Citizens Centre
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2012-08-01,5100570069,585.58,Indian Senior Citizens Centre
Manchester City Council,Chief Executives,Postage,2012-08-01,5100569889,1028.00,Royal Mail Group Plc
Manchester City Council,Chief Executives,Postage,2012-08-01,5100569887,1005.55,Royal Mail Group Plc
Manchester City Council,Hospitality + Trading Services,Postage,2012-08-01,5100570090,1902.67,Royal Mail Group Ltd
Manchester City Council,Chief Executives,Training and Development,2012-08-01,5100570014,1050.00,North West Employers Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2012-08-01,5100570094,2235.33,Willow Park Housing Trust
Manchester City Council,Childrens Services,Consultants Fees,2012-08-01,5100569896,1500.00,Edmond Shipway
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,2012-08-01,5100569853,1600.00,Marshalls Mono Ltd
Manchester City Council,Chief Executives,Advertising,2012-08-01,5100570102,1540.00,AllAboutAudiences
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2012-08-01,5100569838,1229.00,AllAboutAudiences
Manchester City Council,Hospitality + Trading Services,Equipment,2012-08-01,5100570036,3760.00,Hobart U.K.
Manchester City Council,Hospitality + Trading Services,I T Provision,2012-08-01,5100569983,1135.94,Digital ID Ltd
Manchester City Council,Hospitality + Trading Services,Proffesional fees,2012-08-01,5100570114,24146.00,Cb Richard Ellis Ltd
Manchester City Council,Hospitality + Trading Services,Proffesional fees,2012-08-01,5100570118,24146.00,Cb Richard Ellis Ltd
