Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Childrens Services,Catering Provisions,2012-01-03,5100513612,734.5,3663 (Bfs Group Ltd)
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2012-01-03,5100513531,54534.00,Addiction Dependency Solutions
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2012-01-03,5100513573,1445.47,Afro Carribean Care Group
Manchester City Council,Chief Executives,Coroners witness sum,2012-01-03,5100513597,1565.00,Anglo European Private Detectives L
Manchester City Council,Childrens Services,Transport Coach Hire,2012-01-03,5100513584,960,B Curbishley Ltd
Manchester City Council,Childrens Services,Foster Payments,2012-01-03,1902948857,4200.85,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Foster Payments,2012-01-03,1902948858,3292.20,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Fixtures and Fitting,2012-01-03,1902948857,2901.00,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Foster Payments,2012-01-03,1902948843,1889.40,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Personal needs of client,2012-01-03,1902948872,1808.00,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Proffesional fees,2012-01-03,1902948857,1151.90,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Rents,2012-01-03,1902948839,962.1,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Personal needs of client,2012-01-03,1902948839,904,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Proffesional fees,2012-01-03,1902948839,683.8,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Proffesional fees,2012-01-03,1902948872,584.75,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Supported Accommodation,2012-01-03,5100513472,1663.00,Bedspace Resource Ltd
Manchester City Council,Chief Executives,Agency staff provision,2012-01-03,5100513618,3264.51,Bennett Staff Bureau
Manchester City Council,Learning Disabilities PB,Residential Care Homes Payments,2012-01-03,5100513499,3201.00,Brookvale
Manchester City Council,Chief Executives,Agency staff provision,2012-01-03,5100513552,9883.65,Bs Project Services Ltd T/A
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2012-01-03,1902942668,3197.80,Burnage Community Association.
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2012-01-03,1902942666,500,Burnage Community Association.
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,2012-01-03,5100513461,592.12,Care Shop
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,2012-01-03,5100513519,1385.10,Crown Oil
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,2012-01-03,5100513518,846.45,Crown Oil
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,2012-01-03,5100513522,552.65,Crown Oil
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,2012-01-03,5100513530,552.65,Crown Oil
Manchester City Council,Housing Revenue Account,Compensation Payments,2012-01-03,1902941961,2181.00,Department For Work & Pensions
Manchester City Council,Highways Services,Compensation Payments,2012-01-03,1902941963,585,Department For Work & Pensions
Manchester City Council,Housing Revenue Account,Compensation Payments,2012-01-03,1902941962,547,Department For Work & Pensions
Manchester City Council,Housing Revenue Account,Heating Repairs,2012-01-03,5100513504,1326.62,ENER-G Switch 2 Ltd
Manchester City Council,Highways Services,Compensation Payments,2012-01-03,1902942728,5830.40,Fentons Solicitors LLP
Manchester City Council,Housing General Fund,Surplus property Acquisitions,2012-01-03,1902937746,934.83,Higsons (Manchester) Limited
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2012-01-03,1902942662,1713.75,Irish World Heritage Centre
Manchester City Council,Chief Executives,Funeral and coroner related services,2012-01-03,1902941928,560,Johnston Brothers Funeral Service
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,2012-01-03,5100513515,800,LDS Motor Bodies Ltd
