Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Adult Social Care,Agency staff provision,2015-05-01,5100790101,839.30,Semester Recruitment Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-01,5100790180,1900.00,A P Broome Landscapes Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-01,5100790190,1885.00,A P Broome Landscapes Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-01,5100790177,1850.00,A P Broome Landscapes Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-01,5100790182,1435.00,A P Broome Landscapes Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-01,5100790184,1028.00,A P Broome Landscapes Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-01,5100790187,850.00,A P Broome Landscapes Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-01,5100790170,850.00,A P Broome Landscapes Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-01,5100790167,1028.00,A P Broome Landscapes Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-01,5100790164,1435.00,A P Broome Landscapes Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-01,5100790155,1850.00,A P Broome Landscapes Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-01,5100790173,1885.00,A P Broome Landscapes Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-01,5100790161,1900.00,A P Broome Landscapes Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-05-01,1904617002,1398.16,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-05-01,1904617001,576.52,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-05-01,1904616971,560.95,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-05-01,1904616977,501.15,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-05-01,1904616999,575.76,Chicken Joes Limited
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-05-01,1904616974,559.86,Chicken Joes Limited
Manchester City Council,Hospitality + Trading Services,Compensation Payments,2015-05-01,1904610287,585.00,Department For Work & Pensions
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2015-05-01,5100790174,1006.95,Manchester Working Ltd
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,2015-05-01,5100790186,1842.00,A P Broome Landscapes Ltd
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,2015-05-01,5100790169,1842.00,A P Broome Landscapes Ltd
Manchester City Council,Corporate Services,Fees,2015-05-01,1904616183,1650.00,Marston Group Limited
Manchester City Council,Corporate Services,Fees,2015-05-01,1904616155,25734.90,Equita Ltd
Manchester City Council,Corporate Services,Fees,2015-05-01,1904616178,3416.80,Equita Ltd
Manchester City Council,Corporate Services,Fees,2015-05-01,1904616176,949.75,Equita Ltd
Manchester City Council,Corporate Services,Fees,2015-05-01,1904615059,670.65,Bristow & Sutor
Manchester City Council,Corporate Services,Fees,2015-05-01,1904616176,949.75,Equita Ltd
Manchester City Council,Corporate Services,Fees,2015-05-01,1904616178,3416.80,Equita Ltd
Manchester City Council,Corporate Services,Fees,2015-05-01,1904616155,25734.90,Equita Ltd
Manchester City Council,Corporate Services,Fees,2015-05-01,1904615059,670.65,Bristow & Sutor
Manchester City Council,Adult Social Care,Gas,2015-05-01,5100790142,12757.08,Manchester School Services Limited
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,2015-05-01,5100790208,627.00,Thomas Group (Marble & Granite) Ltd
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,2015-05-01,5100790199,1000.00,Parish of The Good Shepherd
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,2015-05-01,1904615432,910.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Grounds Maintenance,2015-05-01,5100790153,1758.00,Manchester Youth Academy
Manchester City Council,Insurance Fund,Insurance,2015-05-01,1904610590,3000.00,Fentons Solicitors Part of
Manchester City Council,Insurance Fund,Insurance,2015-05-01,1904610604,4946.46,Department For Work & Pensions
Manchester City Council,Insurance Fund,Insurance,2015-05-01,1904610447,879.00,Silverbeck Rymer Solicitors
Manchester City Council,Insurance Fund,Insurance,2015-05-01,1904610449,720.00,Silverbeck Rymer Solicitors
Manchester City Council,Adult Social Care,Payments for services,2015-05-01,5100790185,1194.00,Faith in Families
Manchester City Council,Adult Social Care,Payments for services,2015-05-01,5100790189,750.00,Faith in Families
Manchester City Council,Manchester Leisure,Professional fees,2015-05-01,5100790081,955.50,Wigan Metropolitan Borough Council
Manchester City Council,Environment and Operations,Refuse Collection,2015-05-01,5100790118,2000.00,The Helping Hand Company Ltd
Manchester City Council,Environment and Operations,Refuse Collection,2015-05-01,5100790119,2000.00,The Helping Hand Company Ltd
Manchester City Council,Environment and Operations,Refuse Collection,2015-05-01,5100790115,1968.75,The Helping Hand Company Ltd
Manchester City Council,Environment and Operations,Refuse Collection,2015-05-01,5100790117,1968.75,The Helping Hand Company Ltd
Manchester City Council,Manchester Leisure,Rents,2015-05-01,5100790228,5430.07,Wythenshawe Forum Trust Ltd
Manchester City Council,Corporate Services,Training and Development,2015-05-01,5100790232,700.00,NNCEE
Manchester City Council,Corporate Services,Usable Capital Rec,2015-05-01,1904617309,487772.72,DCLG
Manchester City Council,Environment and Operations,Legal Fees,2015-05-01,1904601114,600.00,Redacted Personal Information
Manchester City Council,Chief Executives,Compensation Payments,2015-05-01,5100790202,18435.00,11KBW
Manchester City Council,Chief Executives,Compensation Payments,2015-05-01,5100790212,7000.00,11KBW
Manchester City Council,Chief Executives,Advertising,2015-05-05,5100789966,1795.50,Reed Business Information Ltd
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2015-05-05,5100790428,671.20,Hays Personnel
Manchester City Council,Environment and Operations,Agency staff provision,2015-05-05,5100790438,860.30,Hays Personnel
Manchester City Council,Chief Executives,Agency staff provision,2015-05-05,5100790442,4029.05,Hays Personnel
Manchester City Council,Regeneration Finance,Agency staff provision,2015-05-05,5100790423,594.00,Hays Personnel
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-05,5100790411,1006.80,Brentwood Moss Nurseries
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-05,5100790407,679.30,Brentwood Moss Nurseries
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-05-05,5100790217,997.85,Landscape Supply Company
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2015-05-05,1904619395,646.40,Ecomix Concrete Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-05-05,1904618391,748.52,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-05-05,1904619400,39395.35,Ralph Livesey Ltd
Manchester City Council,Adult Social Care,Childrens Allowances,2015-05-05,1904610538,1261.70,Barnardos Manchester Leaving Care S
Manchester City Council,Adult Social Care,Childrens Allowances,2015-05-05,1904610445,694.80,Barnardos Manchester Leaving Care S
Manchester City Council,Adult Social Care,Compensation Payments,2015-05-05,1904610591,13750.00,Abney Garsden Mcdonald
Manchester City Council,Adult Social Care,Compensation Payments,2015-05-05,1904617303,7150.00,Abney Garsden Mcdonald
Manchester City Council,Adult Social Care,Compensation Payments,2015-05-05,1904616184,6050.00,Abney Garsden Mcdonald
Manchester City Council,Adult Social Care,Compensation Payments,2015-05-05,1904615075,4400.00,Abney Garsden Mcdonald
Manchester City Council,Adult Social Care,Compensation Payments,2015-05-05,1904610609,1100.00,Abney Garsden Mcdonald
Manchester City Council,Environment and Operations,Compensation Payments,2015-05-05,1904610600,617.35,Redacted Personal Information
Manchester City Council,Environment and Operations,Compensation Payments,2015-05-05,1904615040,5000.00,Slater & Gordon (UK) LLP
Manchester City Council,Chief Executives,Data Links,2015-05-05,1904601260,26104.60,BT PLC
Manchester City Council,Chief Executives,Data Links,2015-05-05,1904601266,8004.00,BT PLC
Manchester City Council,Adult Social Care,Equipment,2015-05-05,5100790178,1634.00,Deaf Alerter Plc
Manchester City Council,Environment and Operations,Equipment,2015-05-05,5100790285,590.00,Massey & Harris (Engrg) Ltd
Manchester City Council,Environment and Operations,Equipment,2015-05-05,5100790274,590.00,Massey & Harris (Engrg) Ltd
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,2015-05-05,5100790281,4950.00,The Fountain Company Ltd
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,2015-05-05,5100790273,4950.00,The Fountain Company Ltd
Manchester City Council,Hospitality + Trading Services,External repairs and maintenance for buildings,2015-05-05,5100790464,3557.01,Manchester Working Ltd
Manchester City Council,Corporate Services,External repairs and maintenance for buildings,2015-05-05,5100790215,1491.00,Manchester Working Ltd
Manchester City Council,Adult Social Care,Fixtures and Fitting,2015-05-05,1904610445,1349.45,Barnardos Manchester Leaving Care S
Manchester City Council,Adult Social Care,Fixtures and Fitting,2015-05-05,1904610538,600.00,Barnardos Manchester Leaving Care S
Manchester City Council,Chief Executives,Funeral and coroner related services,2015-05-05,1904617025,650.31,Redacted Personal Information
Manchester City Council,Chief Executives,Funeral and coroner related services,2015-05-05,1904617030,640.51,Redacted Personal Information
Manchester City Council,Chief Executives,Funeral and coroner related services,2015-05-05,1904617294,636.81,Redacted Personal Information
Manchester City Council,Chief Executives,Funeral and coroner related services,2015-05-05,1904617028,551.28,Redacted Personal Information
