Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Adult Social Care,Compensation Payments,2011-10-03,1902818715,660,Redacted Personal Information
Manchester City Council,Adult Social Care,Day Care Payments,2011-10-03,5100487120,3001.90,Alexian Brothers Care Centre
Manchester City Council,Environment and Operations,Training and Development,2011-10-03,1902817980,2950.00,APAC
Manchester City Council,Adult Social Care,Landline Telephone,2011-10-03,1902817072,2389.68,BT PLC
Manchester City Council,Regeneration Finance,Landline Telephone,2011-10-03,1902798003,511.2,BT PLC
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2011-10-03,5100487300,695.9,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2011-10-03,5100487301,594.38,Cemex (Uk) Shared Service Centre
Manchester City Council,Childrens Services,Transport Coach Hire,2011-10-03,5100487299,1218.00,Community Transport
Manchester City Council,Childrens Services,Transport Coach Hire,2011-10-03,5100487292,1218.00,Community Transport
Manchester City Council,Childrens Services,Transport Taxis,2011-10-03,5100487123,1475.10,Cresta Car Hire
Manchester City Council,Childrens Services,Transport Taxis,2011-10-03,5100487121,921.8,Cresta Car Hire
Manchester City Council,Childrens Services,Transport Taxis,2011-10-03,5100487122,829.4,Cresta Car Hire
Manchester City Council,Childrens Services,Transport Taxis,2011-10-03,5100487262,929.5,Cresta Car Hire
Manchester City Council,Chief Executives,Agency staff provision,2011-10-03,5100487617,27706.49,Eden Brown Ltd
Manchester City Council,Chief Executives,Agency staff provision,2011-10-03,5100487596,3559.75,Eden Brown Ltd
Manchester City Council,Chief Executives,Agency staff provision,2011-10-03,5100487604,3480.63,Eden Brown Ltd
Manchester City Council,Chief Executives,Agency staff provision,2011-10-03,5100487608,2218.17,Eden Brown Ltd
Manchester City Council,Chief Executives,Agency staff provision,2011-10-03,5100487600,2194.72,Eden Brown Ltd
Manchester City Council,Chief Executives,Agency staff provision,2011-10-03,5100487598,1793.40,Eden Brown Ltd
Manchester City Council,Chief Executives,Agency staff provision,2011-10-03,5100487595,1362.75,Eden Brown Ltd
Manchester City Council,Corporate Services,Delapidations Costs,2011-10-03,1902821316,36085.00,Emerson Management Services
Manchester City Council,Environment and Operations,Refuse Collection,2011-10-03,5100487294,869294.94,Enterprise Manchester Partnership
Manchester City Council,Adult Social Care,Rents,2011-10-03,5100487139,7141.00,Grail Property
Manchester City Council,Childrens Services,Payments for services,2011-10-03,5100487269,554.13,Intact Project Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2011-10-03,5100487289,4212.00,John Martin Devine Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2011-10-03,5100487285,677,John Martin Devine Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2011-10-03,5100487287,574,John Martin Devine Ltd
Manchester City Council,Manchester Leisure,Equipment,2011-10-03,5100487242,509.1,Lancashire Assessement Centre Ltd
Manchester City Council,Chief Executives,Advertising,2011-10-03,5100487273,988,Martin Austen Publishing Ltd
Manchester City Council,Manchester Leisure,Advertising,2011-10-03,1902796973,900,Morris Visitor Publications
Manchester City Council,Childrens Services,Proffesional fees,2011-10-03,5100487261,13861.74,National Autistic Society
Manchester City Council,Childrens Services,Proffesional fees,2011-10-03,5100487265,2587.00,National Autistic Society
Manchester City Council,Corporate Services,Car Parking Permits,2011-10-03,5100487252,678.26,National Car Parks Ltd Season Ticke
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2011-10-03,5100487244,9653.00,Proper Job Theatre company
Manchester City Council,Environment and Operations,Compensation Payments,2011-10-03,1902818725,2446.00,Ralli Solicitors
Manchester City Council,Childrens Services,Catering Provisions,2011-10-03,1902808992,642.41,Redacted Personal Information
Manchester City Council,Corporate Services,Postage,2011-10-03,5100487270,4002.17,Royal Mail Group Plc
Manchester City Council,Corporate Services,Postage,2011-10-03,5100487267,2205.83,Royal Mail Group Plc
Manchester City Council,Mersey Valley Joint Committee,Grounds Maintenance,2011-10-03,5100487136,784,SGM (Uk) Limited
Manchester City Council,Chief Executives,Proffesional fees,2011-10-03,1902818723,920,STM UK Ltd
Manchester City Council,Childrens Services,Building Works,2011-10-03,5100487276,1500.00,W T Partnership
Manchester City Council,Childrens Services,Building Works,2011-10-03,5100487277,833,W T Partnership
Manchester City Council,Libraries and Theatres,Publicity,2011-10-04,5100487415,656.05,121 Direct Mail Ltd
Manchester City Council,Libraries and Theatres,Publicity,2011-10-04,5100487414,4274.10,121 Direct Mail Ltd
Manchester City Council,Childrens Services,Catering Provisions,2011-10-04,5100487434,680.76,3663 (Bfs Group Ltd)
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,2011-10-04,5100487783,1091.00,Advanced Vehicle Technicians Ltd
Manchester City Council,Adult Social Care,Equipment,2011-10-04,5100487722,708.1,Aidapt Bathrooms Ltd
Manchester City Council,Learning Disabilities PB,Supported Accommodation,2011-10-04,5100487647,4914.16,Alternative Futures Group Ltd
Manchester City Council,Environment and Operations,Payments to Contractors,2011-10-04,5100487721,909.09,Animal Wardens Ltd
Manchester City Council,Environment and Operations,Payments to Contractors,2011-10-04,5100487718,909.09,Animal Wardens Ltd
Manchester City Council,Manchester Leisure,Payments for services,2011-10-04,5100487636,22935.00,Ashalls Coaches
Manchester City Council,Chief Executives,Agency staff provision,2011-10-04,5100487358,4557.46,Ashberry Recruitment Ltd
Manchester City Council,Libraries and Theatres,Equipment,2011-10-04,5100487614,16094.00,Axiell Ltd
Manchester City Council,Libraries and Theatres,Equipment,2011-10-04,5100487616,8047.00,Axiell Ltd
Manchester City Council,Libraries and Theatres,Equipment,2011-10-04,5100487618,8047.00,Axiell Ltd
Manchester City Council,Libraries and Theatres,Equipment,2011-10-04,5100487622,8047.00,Axiell Ltd
Manchester City Council,Libraries and Theatres,Equipment,2011-10-04,5100487626,8047.00,Axiell Ltd
Manchester City Council,Childrens Services,Supported Accommodation,2011-10-04,5100487700,653.45,Bedspace Resource Ltd
Manchester City Council,Childrens Services,Supported Accommodation,2011-10-04,5100487703,653.45,Bedspace Resource Ltd
Manchester City Council,Childrens Services,Supported Accommodation,2011-10-04,5100487695,526.85,Bedspace Resource Ltd
Manchester City Council,Childrens Services,Supported Accommodation,2011-10-04,5100487697,526.85,Bedspace Resource Ltd
Manchester City Council,Childrens Services,Supported Accommodation,2011-10-04,5100487708,680,Bedspace Resource Ltd
Manchester City Council,Childrens Services,Supported Accommodation,2011-10-04,5100487701,600,Bedspace Resource Ltd
Manchester City Council,Childrens Services,Supported Accommodation,2011-10-04,5100487706,600,Bedspace Resource Ltd
Manchester City Council,Childrens Services,Grant and subscriptions awarded,2011-10-04,5100456340,16554.00,Black Health Agency
Manchester City Council,Childrens Services,Licences Purchase,2011-10-04,5100487823,4254.18,British Assoc. For Adoption &
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2011-10-04,5100487929,7653.80,Burdens Ltd
Manchester City Council,Corporate Services,Training and Development,2011-10-04,5100487250,2250.00,Cadassist
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2011-10-04,5100487337,571.97,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2011-10-04,5100487340,562.27,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2011-10-04,5100487397,562.27,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2011-10-04,5100487400,571.97,Cemex (Uk) Shared Service Centre
Manchester City Council,Childrens Services,Payments for services,2011-10-04,5100487446,1400.32,City Care Partnership Ltd
Manchester City Council,Childrens Services,Payments for services,2011-10-04,5100487692,1885.00,City Care Partnership Ltd
Manchester City Council,Adult Social Care,Rents,2011-10-04,5100487368,11835.00,Coleman Investments Ltd
Manchester City Council,Adult Social Care,Rents,2011-10-04,5100487713,11835.00,Coleman Investments Ltd
Manchester City Council,Hospitality + Trading Services,Proffesional fees,2011-10-04,5100487417,572,Criminal Records Bureau
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,2011-10-04,5100487632,715.5,Cygnet Springside
Manchester City Council,Housing Revenue Account,Proffesional fees,2011-10-04,5100487742,25000.30,Deloitte Mcs Ltd
Manchester City Council,Insurance Fund,Compensation Payments,2011-10-04,1902819724,12624.70,Department For Work & Pensions
Manchester City Council,Regeneration Finance,Proffesional fees,2011-10-04,5100487743,3931.66,Development & Construction Solution
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2011-10-04,5100487788,2000.00,Edmond Shipway
Manchester City Council,Childrens Services,Payments for services,2011-10-04,5100487690,6074.28,European Wellcare Education Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,2011-10-04,5100488010,2944.00,Fast Hire UK
Manchester City Council,Childrens Services,Payments for services,2011-10-04,5100487443,2600.00,FC United of Manchester
Manchester City Council,Childrens Services,Payments for services,2011-10-04,5100487443,1596.50,FC United of Manchester
Manchester City Council,Childrens Services,Training and Development,2011-10-04,5100487342,566.22,Findel Education Ltd
Manchester City Council,Adult Social Care,Funeral and coroner related services,2011-10-04,5100487731,937,Funeral Prtnrs t/a Michael Kennedy
Manchester City Council,Childrens Services,Proffesional fees,2011-10-04,5100487631,1732.20,Greater Manchester West
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,2011-10-04,5100487634,394455.70,Grove Village Ltd
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,2011-10-04,5100487865,394455.70,Grove Village Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2011-10-04,5100487583,53012.00,Harry Fairclough Limited
Manchester City Council,Childrens Services,Compensation Payments,2011-10-04,1902821444,4525.00,HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Compensation Payments,2011-10-04,1902821441,2600.00,HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Compensation Payments,2011-10-04,1902821420,2225.00,HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Compensation Payments,2011-10-04,1902821420,4450.00,HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Compensation Payments,2011-10-04,1902821444,2925.00,HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Compensation Payments,2011-10-04,1902821440,2170.00,HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Compensation Payments,2011-10-04,1902821441,2100.00,HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Compensation Payments,2011-10-04,1902821420,2225.00,HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Compensation Payments,2011-10-04,1902821440,1900.00,HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Compensation Payments,2011-10-04,1902821444,560,HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Compensation Payments,2011-10-04,1902821420,2225.00,HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Compensation Payments,2011-10-04,1902821440,1900.00,HMCTS (Manchester County Court)
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2011-10-04,5100487801,1248.00,House Of Ethnic Foods Ltd
Manchester City Council,Adult Social Care,Payments for services,2011-10-04,5100487511,1286.67,Illy Computer Systems Ltd
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2011-10-04,5100487454,700,Imperial War Museum Trading Company
