Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Equipment,2013-11-01,5100677196,4234.00,Kerry Taylor Auctions
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2013-11-01,5100677223,539.22,Proactive Personnel Ltd
Manchester City Council,Environment and Operations,Agency staff provision,2013-11-01,5100677223,1116.99,Proactive Personnel Ltd
Manchester City Council,Environment and Operations,Construction Works,2013-11-01,5100677238,29700.00,Gaist Solutions Ltd
Manchester City Council,Environment and Operations,Construction Works,2013-11-01,5100677230,27000.00,Gaist Solutions Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-11-01,5100677182,894.95,Reed Employment Plc
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,2013-11-01,1903883246,500.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,2013-11-01,1903883644,500.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,2013-11-01,1903883653,500.00,Homemove Northwest
Manchester City Council,Adult Social Care,Proffesional fees,2013-11-01,5100677237,1619.50,Matthews & Goodman
Manchester City Council,Adult Social Care,Payments for services,2013-11-01,5100677263,3200.00,Cais Ltd
Manchester City Council,Adult Social Care,Supporting People Payments,2013-11-01,5100677209,20954.10,The Carr-Gomm Society Ltd
Manchester City Council,Adult Social Care,Supporting People Payments,2013-11-01,5100677209,10745.44,The Carr-Gomm Society Ltd
Manchester City Council,Adult Social Care,Supporting People Payments,2013-11-01,5100677209,4835.56,The Carr-Gomm Society Ltd
Manchester City Council,Adult Social Care,Supporting People Payments,2013-11-01,5100677209,4566.94,The Carr-Gomm Society Ltd
Manchester City Council,Adult Social Care,Supporting People Payments,2013-11-01,5100677210,4566.94,The Carr-Gomm Society Ltd
Manchester City Council,Adult Social Care,Supporting People Payments,2013-11-01,5100677210,4835.56,The Carr-Gomm Society Ltd
Manchester City Council,Adult Social Care,Supporting People Payments,2013-11-01,5100677210,10745.44,The Carr-Gomm Society Ltd
Manchester City Council,Adult Social Care,Supporting People Payments,2013-11-01,5100677210,20954.10,The Carr-Gomm Society Ltd
Manchester City Council,Childrens Services,Transport Taxis,2013-11-01,1903867338,586.96,Cresta Car Hire
Manchester City Council,Childrens Services,Transport Taxis,2013-11-01,1903876505,537.08,Cresta Car Hire
Manchester City Council,Childrens Services,Training and Development,2013-11-01,1903876571,2534.40,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Training and Development,2013-11-01,1903876592,1401.00,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Proffesional fees,2013-11-01,1903876493,1564.75,Applied Psychology Services
Manchester City Council,Childrens Services,Proffesional fees,2013-11-01,1903636510,1538.38,Temperley Taylor LLP
Manchester City Council,Childrens Services,Proffesional fees,2013-11-01,1903876492,1085.83,Redacted Personal Information
Manchester City Council,Childrens Services,Proffesional fees,2013-11-01,1903876603,780.00,Stockport Psychology Services
Manchester City Council,Childrens Services,Proffesional fees,2013-11-01,1903867351,579.75,Redacted Personal Information
Manchester City Council,Childrens Services,Grant and subscriptions awarded,2013-11-01,5100677271,1920.50,Moston Methodist Church Playgroup
Manchester City Council,Childrens Services,Grant and subscriptions awarded,2013-11-01,5100677269,1530.75,Bristowe Street Playgroup
Manchester City Council,Childrens Services,Grant and subscriptions awarded,2013-11-01,5100677267,1276.89,Slade Lane Playscheme
Manchester City Council,Childrens Services,Grant and subscriptions awarded,2013-11-01,5100677255,1138.70,Wythenshawe Community Initiative
Manchester City Council,Childrens Services,Grant and subscriptions awarded,2013-11-01,5100677266,1033.50,Anson Cabin Project
Manchester City Council,Childrens Services,Grant and subscriptions awarded,2013-11-01,5100677264,806.25,Vine Playgroup
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,2013-11-01,5100677227,2250.00,Education Counts
Manchester City Council,Childrens Services,Payments for services,2013-11-01,5100677139,9025.00,Aquarius Community Centre
Manchester City Council,Childrens Services,Payments for services,2013-11-01,5100677141,7659.00,Ladybarn Community Association
Manchester City Council,Childrens Services,Payments for services,2013-11-01,5100677140,4869.50,Albert Kennedy Trust
Manchester City Council,Childrens Services,Payments for services,2013-11-01,5100677186,1485.25,Central Manchester University Hosp
Manchester City Council,Childrens Services,CAMC/Not assigned,2013-11-01,5100677229,6026.42,4CT Limited
Manchester City Council,Childrens Services,CAMC/Not assigned,2013-11-01,5100677182,921.02,Reed Employment Plc
Manchester City Council,Childrens Services,CAMC/Not assigned,2013-11-01,5100672078,535.50,H.G. Care Services Ltd
Manchester City Council,Childrens Services,Legal Fees,2013-11-01,1903867335,500.00,Avr Transcription Ltd
Manchester City Council,Childrens Services,Compensation Payments,2013-11-01,1903876555,7439.00,Abney Garsden Mcdonald
Manchester City Council,Corporate Services,Grant and subscriptions awarded,2013-11-01,5100646233,1175.00,Thomas Telford Training Ltd (NEC)
Manchester City Council,Chief Executives,Agency staff provision,2013-11-01,5100677223,2697.83,Proactive Personnel Ltd
Manchester City Council,Chief Executives,Agency staff provision,2013-11-01,5100677182,1998.73,Reed Employment Plc
