Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2015-01-02,5100765432,1833.34,Tube Uk Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2015-01-02,5100765428,1728.00,Tube Uk Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2015-01-02,5100765430,1612.80,Tube Uk Ltd
Manchester City Council,Childrens Services,Foster Payments,2015-01-02,1904457335,568.32,Redacted Personal Information
Manchester City Council,Childrens Services,Transport Taxis,2015-01-02,5100765435,12991.74,MCR Blackcab Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2015-01-05,1904458530,12040.00,H M Revenues and Customs
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2015-01-05,1904458531,2100.00,H M Revenues and Customs
Manchester City Council,Chief Executives,Data Links,2015-01-06,1904454829,220172.78,BT PLC
Manchester City Council,Housing General Fund,Surplus property Acquisitions,2015-01-06,1904458654,72000.00,Redacted Personal Information
Manchester City Council,Chief Executives,Mobilephone Charges,2015-01-06,1904458527,46085.89,T-Mobile (UK) Ltd
Manchester City Council,Childrens Services,Payments for services,2015-01-06,5100765449,29017.00,Xaverian College
Manchester City Council,Adult Social Care,Supporting People Payments,2015-01-06,5100765505,22535.91,Nacro
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-01-06,5100765512,17029.66,Breakthrough Uk Ltd
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,2015-01-06,5100765506,15822.00,Remedi
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765545,14142.86,Next Step Care Management Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2015-01-06,5100758605,11686.30,William G.Search Ltd
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,2015-01-06,5100765455,11087.00,Mack 4 Limited
Manchester City Council,Adult Social Care,Supporting People Payments,2015-01-06,5100765505,10675.00,Nacro
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-01-06,5100765490,10658.33,Greater Manchester Immigration Aid
Manchester City Council,Hospitality + Trading Services,Insurance,2015-01-06,1904430230,10595.23,Zurich Municipal
Manchester City Council,Childrens Services,Payments for services,2015-01-06,5100765447,9900.00,Victoria Middlehurst Limited
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765549,9521.43,Transitional Plus Care CIC Limited
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-01-06,5100765494,9500.00,Barnardo's North West
Manchester City Council,Chief Executives,Postage,2015-01-06,5100762872,8210.44,Royal Mail Group Plc
Manchester City Council,Hospitality + Trading Services,Compensation Payments,2015-01-06,1904449482,6500.00,Oxley and Coward Solicitors
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,2015-01-06,5100765539,6343.56,G & A Taylor Hotels Ltd
Manchester City Council,Adult Social Care,Supporting People Payments,2015-01-06,5100765505,6268.13,Nacro
Manchester City Council,Adult Social Care,Supporting People Payments,2015-01-06,5100765505,6268.13,Nacro
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765544,5541.49,Transitional Plus Care CIC Limited
Manchester City Council,Hospitality + Trading Services,Compensation Payments,2015-01-06,1904449252,5500.00,Stripes
Manchester City Council,Chief Executives,Compensation Payments,2015-01-06,1904458604,5162.50,Redacted Personal Information
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,2015-01-06,5100765541,5057.39,G & A Taylor Hotels Ltd
Manchester City Council,Hospitality + Trading Services,Internal Repairs and Maintenance for buildings,2015-01-06,5100765532,5045.00,Manchester Working Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-01-06,5100765459,4200.00,Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765559,3520.67,Social Care Services (Clayton) Ltd
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765563,3520.67,Social Care Services (Clayton) Ltd
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765565,3520.67,Social Care Services (Clayton) Ltd
Manchester City Council,Housing General Fund,Surplus property Acquisitions,2015-01-06,1904449484,3500.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Supporting People Payments,2015-01-06,5100765505,3134.83,Nacro
Manchester City Council,Childrens Services,Professional fees,2015-01-06,5100765542,3036.25,Redacted Personal Information
Manchester City Council,Hospitality + Trading Services,Compensation Payments,2015-01-06,1904449245,3000.00,Gorvins
Manchester City Council,Childrens Services,Foster Payments,2015-01-06,1904454875,2991.14,KHF Solicitors Ltd
Manchester City Council,Chief Executives,Special Event,2015-01-06,1904449224,2990.00,GeoAssist Ltd.
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765634,2764.29,Depaul Trust
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-01-06,5100765547,2738.25,Wai Yin Society
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-01-06,5100765493,2583.33,Barnardo's North West
Manchester City Council,Manchester Leisure,Compensation Payments,2015-01-06,1904429935,2500.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Agency staff provision,2015-01-06,5100765459,2408.00,Capita  Resourcing Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-01-06,5100765459,2408.00,Capita  Resourcing Ltd
Manchester City Council,Housing General Fund,Surplus property Fees,2015-01-06,1904449162,2400.00,Aspin and Company Ltd
Manchester City Council,Libraries and Theatres,Landline Telephone,2015-01-06,1904449177,2212.50,BT PLC
Manchester City Council,Chief Executives,Postage,2015-01-06,1904454874,2131.53,Royal Mail Group Plc
Manchester City Council,Adult Social Care,Supporting People Payments,2015-01-06,5100765462,1989.46,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765627,1971.43,The Leaving Care Co Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-01-06,5100765459,1858.78,Capita  Resourcing Ltd
Manchester City Council,Chief Executives,Postage,2015-01-06,1904448135,1744.00,Royal Mail Group Plc
Manchester City Council,Adult Social Care,Agency staff provision,2015-01-06,5100765459,1680.00,Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765609,1657.35,Fresh Start Independence Project
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765611,1657.35,Fresh Start Independence Project
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765613,1657.35,Fresh Start Independence Project
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765616,1657.35,Fresh Start Independence Project
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765619,1657.35,Fresh Start Independence Project
Manchester City Council,Adult Social Care,Agency staff provision,2015-01-06,5100765450,1546.27,SRA Cover Staff Ltd
Manchester City Council,Chief Executives,Advertising,2015-01-06,1904449253,1500.00,New Asian Media Ltd.
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,2015-01-06,5100765617,1446.31,Fresh Start Independence Project
Manchester City Council,Childrens Services,Transport Coach Hire,2015-01-06,5100765474,1446.00,APL Coachhire
Manchester City Council,Chief Executives,Postage,2015-01-06,1904363056,1431.12,Royal Mail Group Plc
Manchester City Council,Adult Social Care,Equipment,2015-01-06,5100765458,1428.00,Hearing Products International Ltd
Manchester City Council,Chief Executives,Funeral and coroner related services,2015-01-06,1904457339,1365.00,Redacted Personal Information
Manchester City Council,Chief Executives,Mobilephone Charges,2015-01-06,1904458526,1356.95,T-Mobile (UK) Ltd
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2015-01-06,5100765440,1320.00,Redacted Personal Information
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2015-01-06,5100765441,1320.00,Redacted Personal Information
Manchester City Council,Chief Executives,Postage,2015-01-06,1904458317,1269.44,Royal Mail Group Plc
Manchester City Council,Adult Social Care,Agency staff provision,2015-01-06,5100765450,1204.26,SRA Cover Staff Ltd
Manchester City Council,Chief Executives,Advertising,2015-01-06,1904447288,1200.00,Jobsite
Manchester City Council,Childrens Services,Public Transport,2015-01-06,5100765628,1120.69,Wrixon Care
Manchester City Council,Libraries and Theatres,Professional fees,2015-01-06,1904346217,1080.00,Redacted Personal Information
Manchester City Council,Regeneration Finance,Agency staff provision,2015-01-06,5100765459,1012.20,Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,2015-01-06,5100765459,1006.95,Capita  Resourcing Ltd
Manchester City Council,Hospitality + Trading Services,Compensation Payments,2015-01-06,1904449208,1000.00,Walker Presetons Solicitors
Manchester City Council,Adult Social Care,Professional fees,2015-01-06,5100765600,1000.00,Clarity Assurance Ltd
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765596,1000.00,Step Ahead Resouce Services Ltd
Manchester City Council,Childrens Services,Supported Accommodation,2015-01-06,5100765599,1000.00,Step Ahead Resouce Services Ltd
Manchester City Council,Childrens Services,Professional fees,2015-01-06,5100765533,959.08,Jazzy J Urban Dance
