Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,2021-11-01,5105784084,553.60,Kikkerland Europe BV
Manchester City Council,Manchester Leisure,Special Event,2021-11-01,1907388083,525.00,Imageit
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2021-11-01,1907374276,4143.58,Lime Tree Foods Ltd
Manchester City Council,Hospitality + Trading Services,Radio Charges,2021-11-01,5105784054,792.00,North West Radio Communications Ltd
Manchester City Council,Childrens & Education Services,Internal Repairs and Maintenance for buildings,2021-11-01,5105783990,1602.81,NU3PS
Manchester City Council,Childrens & Education Services,Internal Repairs and Maintenance for buildings,2021-11-01,5105784032,1438.04,NU3PS
Manchester City Council,Childrens & Education Services,Professional fees,2021-11-01,5105784042,5000.00,The Frontline Organisation
Manchester City Council,Childrens & Education Services,Professional fees,2021-11-01,1907381629,1800.00,School Improvement Liverpool
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,2021-11-01,5105784046,26000.00,We Mind the Gap
Manchester City Council,Childrens & Education Services,Payments for services,2021-11-01,5105784100,12013.35,4CT Limited
Manchester City Council,Adult Social Care,Rents,2021-11-01,5105784024,4359.01,Housing Social Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2021-11-01,5105784045,100000.00,The Depaul Trust
Manchester City Council,Corporate Services,Professional fees,2021-11-01,5105784044,37500.00,Price Waterhouse Coopers LLP
Manchester City Council,Corporate Services,Fees,2021-11-01,5105784108,4000.00,Pannone Corporate LLP
Manchester City Council,Corporate Services,Fees,2021-11-01,5105784109,2000.00,Pannone Corporate LLP
Manchester City Council,Corporate Services,Gym Membership,2021-11-01,1907388030,1676.48,Greenwich Leisure Limited
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2021-11-01,5105784086,-441167.00,Bam Nuttall Ltd
Manchester City Council,Housing Revenue Account,External repairs and maintenance for buildings,2021-11-01,5105784105,545.00,Sheridan Lifts Ltd
Manchester City Council,Chief Executives,Agency staff provision,2021-11-01,5105784059,10502.82,LAW Absolute
Manchester City Council,Chief Executives,Advertising,2021-11-01,5105784056,1431.00,MA Education Limited
Manchester City Council,Chief Executives,Advertising,2021-11-01,5105784030,975.00,Guardian News and Media Limited
Manchester City Council,Regeneration Finance,Rents,2021-11-01,1907386813,96500.00,Eric Wright Group Ltd
Manchester City Council,Highways Services,Building Materials for direct delivery,2021-11-01,5105784230,904.57,Benchmark Building Supplies Ltd
Manchester City Council,Highways Services,Professional fees,2021-11-01,5105784052,6237.00,MetDesk Ltd
Manchester City Council,Insurance Fund,Insurance,2021-11-01,1907388081,6722.00,HARRIS FOWLER LTD
Manchester City Council,Manchester Leisure,Contract Cleaning External,2021-11-02,5105784031,13650.00,Biffa Municipal Limited
