Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2014-01-02,5100690178,13477.60,Edmundson Electrical Ltd
Manchester City Council,Chief Executives,Postage,2014-01-02,1903957258,2284.03,Royal Mail Group Plc
Manchester City Council,Chief Executives,Postage,2014-01-02,1903963370,1774.09,Royal Mail Group Plc
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,2014-01-02,5100690295,4142.40,Instarmac Group Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2014-01-02,5100690304,1347.76,Aggregate Industries T/A Kennedy As
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2014-01-02,5100690291,1106.80,Aggregate Industries T/A Kennedy As
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2014-01-02,5100690318,1090.32,Aggregate Industries T/A Kennedy As
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2014-01-02,5100690297,934.00,Aggregate Industries T/A Kennedy As
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2014-01-02,5100690321,871.60,Aggregate Industries T/A Kennedy As
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2014-01-02,5100690290,522.72,Aggregate Industries T/A Kennedy As
Manchester City Council,Adult Social Care,Supporting People Payments,2014-01-02,5100690174,5927.64,Making Space
Manchester City Council,Adult Social Care,Supporting People Payments,2014-01-02,5100690174,3887.13,Making Space
Manchester City Council,Adult Social Care,Supporting People Payments,2014-01-02,5100690174,1257.26,Making Space
Manchester City Council,Hospitality + Trading Services,Cash Collection,2014-01-02,1903956288,599.48,G4S Cash Services (Uk) Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2014-01-02,5100690283,1378.26,Tarmac Central Ltd
Manchester City Council,Adult Social Care,Personal needs of client,2014-01-02,5100690319,1892.00,Jenx Ltd
Manchester City Council,Housing Revenue Account,Compensation Payments,2014-01-02,1903949453,1500.00,Linder Myers Solicitors
Manchester City Council,Manchester Leisure,Re-investment Fund,2014-01-02,5100690312,1865.40,Fairway Landscapes Ltd
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2014-01-02,5100690300,1515.90,University Of Manchester
Manchester City Council,Childrens Services,Compensation Payments,2014-01-02,1903963200,6600.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Compensation Payments,2014-01-02,1903942685,2000.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Compensation Payments,2014-01-02,1903940914,19250.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Compensation Payments,2014-01-02,1903963404,14000.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Compensation Payments,2014-01-02,1903949839,11500.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Grant and subscriptions awarded,2014-01-02,5100690213,7870.50,Back On Track
Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,2014-01-02,5100690215,9782.00,Back On Track
Manchester City Council,Housing Revenue Account,Compensation Payments,2014-01-02,1903955474,615.00,Department For Work & Pensions
Manchester City Council,Housing Revenue Account,Compensation Payments,2014-01-02,1903949934,566.00,Department For Work & Pensions
Manchester City Council,Childrens Services,Transport Coach Hire,2014-01-02,5100690168,7388.00,T/A TC Travel Svs Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2014-01-02,5100690196,8457.77,Stapletons Tyre Services
Manchester City Council,Childrens Services,Transport Coach Hire,2014-01-02,5100690167,3122.50,Redacted Personal Information
Manchester City Council,Housing Revenue Account,Compensation Payments,2014-01-02,1903955347,712.50,Southway Housing Trust
Manchester City Council,Regeneration Finance,Equipment,2014-01-02,5100690232,1081.42,Data Space Limited
Manchester City Council,Childrens Services,Compensation Payments,2014-01-02,1903940923,3458.00,Redacted Personal Information
Manchester City Council,Childrens Services,Compensation Payments,2014-01-02,1903951636,810.00,Redacted Personal Information
Manchester City Council,Childrens Services,Compensation Payments,2014-01-02,1903940924,720.00,Redacted Personal Information
Manchester City Council,Childrens Services,Compensation Payments,2014-01-02,1903955350,667.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,2014-01-02,5100690250,507.60,Art Angels Publishing Ltd
Manchester City Council,Hospitality + Trading Services,Equipment,2014-01-02,5100690227,1159.20,Global Design and Source Ltd
Manchester City Council,Adult Social Care,Respite Care Costs,2014-01-02,1700046046,32934.54,Rowsley House
