Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2021-09-01,1907336569,9854.98,84 Youth CIC
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2021-09-01,5105775882,1193.40,Little Italy
Manchester City Council,Manchester Leisure,Library Materials Acquisition,2021-09-01,1907336459,1203.92,Experian Limited
Manchester City Council,Manchester Leisure,Special Event,2021-09-01,1907336568,20000.00,Peace Full Media Ltd
Manchester City Council,Childrens & Education Services,Payments for services,2021-09-01,1907326781,5206.32,Manchester Urban Diggers CIC
Manchester City Council,Childrens & Education Services,Personal needs of client,2021-09-01,5105775921,1000.00,Hemingways Marketing Services Ltd
Manchester City Council,Adult Social Care,Rents,2021-09-01,1907336436,500.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Security,2021-09-01,5105775906,2142.00,UNIQUE SPECIALIST SERVICES
Manchester City Council,Adult Social Care,Security,2021-09-01,5105775905,2078.25,UNIQUE SPECIALIST SERVICES
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2021-09-01,5105775895,173019.60,ISG Construction Limited
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2021-09-01,5105775896,4230.50,ISG Construction Limited
Manchester City Council,Chief Executives,Grant and subscriptions awarded,2021-09-01,1907326788,2310.00,The Accessible Digital Doc Co Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2021-09-01,5105775935,3500.00,Office for Metropolitan Architectur
Manchester City Council,Highways Services,Payments to Sub-Contractors,2021-09-01,5105775907,2583.65,Quadrant Security Group
Manchester City Council,Highways Services,Payments to Sub-Contractors,2021-09-01,5105775909,2583.56,Quadrant Security Group
Manchester City Council,Highways Services,Payments to Sub-Contractors,2021-09-01,5105775911,2583.56,Quadrant Security Group
Manchester City Council,Highways Services,Payments to Sub-Contractors,2021-09-01,5105775908,2504.35,Quadrant Security Group
Manchester City Council,Highways Services,Payments to Sub-Contractors,2021-09-01,5105775910,2504.28,Quadrant Security Group
Manchester City Council,Highways Services,Legal Fees,2021-09-01,1907330820,18956.96,Lyons Davidson Solicitors
Manchester City Council,Manchester Leisure,Agency staff provision,2021-09-02,5105776027,5994.00,Proventure Consulting
Manchester City Council,Manchester Leisure,Equipment,2021-09-02,1907336435,11712.00,Pel UK Rentals Ltd
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,2021-09-02,5105776006,675.70,Landscape Supply Company
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,2021-09-02,5105775962,750.00,Willfab Ltd
Manchester City Council,Manchester Leisure,Legal Fees,2021-09-02,5105776016,2055.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Professional fees,2021-09-02,5105775925,1679.19,Sure Maintenance Ltd
Manchester City Council,Manchester Leisure,Professional fees,2021-09-02,5105776015,1050.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Special Event,2021-09-02,1907329537,1575.00,Ashfield Ventures Ltd
Manchester City Council,Manchester Leisure,Special Event,2021-09-02,5105775934,620.00,Historys Maid
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2021-09-02,5105775946,2511.36,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2021-09-02,5105775947,-2511.36,R & M Developments Ltd
