Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906105917,69528.53,Abensons Solicitors
Manchester City Council,Adult Social Care,Recharges to MCC Schools,2018-07-02,1906105918,54700.00,Gorvins Solicitors
Manchester City Council,Chief Executives,Third party payments to Health Authority,2018-07-02,5100983669,44570.67,Central Mcr Uni Hospital t/a
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104934,38093.63,UPS Building & Maintenance Ltd
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-07-02,5100983688,36500.00,Wythenshawe Forum Trust Ltd
Manchester City Council,Adult Social Care,Payments for services,2018-07-02,5100983689,35702.70,Creative Support Ltd
Manchester City Council,Chief Executives,Funeral and coroner related services,2018-07-02,5100983668,28762.16,Central Mcr Uni Hospital t/a
Manchester City Council,Adult Social Care,Rents,2018-07-02,5100983681,28182.79,MJ Rental Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2018-07-02,5100983655,22502.00,Gatenby Sanderson
Manchester City Council,Adult Social Care,Rents,2018-07-02,5100983717,20055.16,Housing Social Ltd
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104951,18713.36,UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104953,16332.20,UPS Building & Maintenance Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2018-07-02,5100983670,13020.83,Manchester Action On Street Health
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2018-07-02,5100983671,13020.83,Manchester Action On Street Health
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104955,10469.00,Pollock Lifts Ltd
Manchester City Council,Chief Executives,Funeral and coroner related services,2018-07-02,5100983668,8793.75,Central Mcr Uni Hospital t/a
Manchester City Council,Adult Social Care,Agency staff provision,2018-07-02,5100978443,7500.00,Gatenby Sanderson
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104933,6308.36,UPS Building & Maintenance Ltd
Manchester City Council,Chief Executives,Funeral and coroner related services,2018-07-02,5100983658,6056.00,Kane Funeral Services
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104950,5731.26,UPS Building & Maintenance Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2018-07-02,5100983702,5508.66,Skills & Work Solutions
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104936,5468.31,UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104954,5422.00,Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104940,5400.00,Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104938,4966.00,Thyssenkrupp Encasa
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104937,4901.00,Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104943,4801.00,Thyssenkrupp Encasa
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104945,4789.58,UPS Building & Maintenance Ltd
Manchester City Council,Chief Executives,Funeral and coroner related services,2018-07-02,5100983667,4767.00,Uni Hospital of South Mcr
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104942,4650.00,Thyssenkrupp Encasa
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104952,4587.50,Hoist & Shower Chair Company
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104948,4556.97,UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104939,4556.00,Thyssenkrupp Encasa
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104949,4526.00,Thyssenkrupp Encasa
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104944,4456.00,Hoist & Shower Chair Company
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104935,4420.00,Thyssenkrupp Encasa
Manchester City Council,Chief Executives,Agency staff provision,2018-07-02,5100983692,4360.00,Redacted Personal Information
Manchester City Council,Chief Executives,Examination Fees,2018-07-02,5100983656,3970.00,ROAR Forensics Ltd
Manchester City Council,Chief Executives,Examination Fees,2018-07-02,5100983666,3710.00,Uni Hospital of South Mcr
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2018-07-02,5100983686,3011.75,The Mustard Tree
Manchester City Council,Manchester Leisure,Cleaning Equipment and Materials,2018-07-02,5100983664,2666.20,Viridor Waste (Greater M/cr) Ltd
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104941,2623.00,Hoist & Shower Chair Company
Manchester City Council,Chief Executives,Professional fees,2018-07-02,5100983683,1937.30,Chime Communications Limited
Manchester City Council,Manchester Leisure,Payments for services,2018-07-02,5100983696,1894.75,W S Education
Manchester City Council,Chief Executives,Examination Fees,2018-07-02,5100983657,1745.00,ROAR Forensics Ltd
Manchester City Council,Housing General Fund,Building Works,2018-07-02,1906104947,1434.50,UPS Building & Maintenance Ltd
Manchester City Council,Highways Services,Purchase of stores for re-distribution,2018-07-02,5100983744,1420.48,Marshalls Mono Ltd
Manchester City Council,Adult Social Care,Funeral and coroner related services,2018-07-02,5100983678,1340.00,Greater Manchester Funeral Service
Manchester City Council,Adult Social Care,Funeral and coroner related services,2018-07-02,5100983680,1340.00,Greater Manchester Funeral Service
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2018-07-02,5100983720,920.00,Pollock Lifts Ltd
Manchester City Council,Chief Executives,Advertising,2018-07-02,5100983677,877.50,TES Global Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-07-02,1906105765,848.95,Brake Bros Foodservice Ltd
Manchester City Council,Highways Services,I T Provision,2018-07-02,5100983650,809.96,HPI Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-07-02,1906105787,754.24,Brake Bros Foodservice Ltd
Manchester City Council,Chief Executives,Examination Fees,2018-07-02,5100983668,732.00,Central Mcr Uni Hospital t/a
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-07-02,1906105880,697.35,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-07-02,1906105876,697.02,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-07-02,1906105853,678.81,Brake Bros Foodservice Ltd
Manchester City Council,Manchester Leisure,Training and Development,2018-07-02,5100983714,675.00,Bradley Associates
Manchester City Council,Manchester Leisure,Training and Development,2018-07-02,5100983714,675.00,Bradley Associates
Manchester City Council,Highways Services,I T Provision,2018-07-02,5100983652,673.75,HPI Ltd
Manchester City Council,Highways Services,I T Provision,2018-07-02,5100983651,658.52,HPI Ltd
Manchester City Council,Highways Services,I T Provision,2018-07-02,5100983648,657.29,HPI Ltd
Manchester City Council,Chief Executives,Postage,2018-07-02,1906097702,631.96,Royal Mail Group Plc
Manchester City Council,Highways Services,I T Provision,2018-07-02,5100983649,578.13,HPI Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-07-02,1906105817,574.40,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-07-02,1906105786,562.12,Brake Bros Foodservice Ltd
Manchester City Council,Adult Social Care,Furniture,2018-07-02,5100983747,539.00,Egan Reid Stationery Co Ltd
Manchester City Council,Adult Social Care,Furniture,2018-07-02,5100983745,516.00,Egan Reid Stationery Co Ltd
Manchester City Council,Manchester Leisure,Equipment,2018-07-02,1906105919,511.67,Redacted Personal Information
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-07-02,1906105838,503.08,Brake Bros Foodservice Ltd
Manchester City Council,Manchester Leisure,Cleaning Equipment and Materials,2018-07-02,5100983646,2666.20,Viridor Waste (Greater M/cr) Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2018-07-03,5100983794,285308.83,Vinci Construction UK Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2018-07-03,5100983764,102292.62,B.A.A.S. Construction Ltd
Manchester City Council,Adult Social Care,Rents,2018-07-03,5100983835,57937.55,B & A Properties
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2018-07-03,5100983765,45486.09,Manchester Working Ltd
Manchester City Council,Adult Social Care,Payments for services,2018-07-03,5100983798,35702.70,Creative Support Ltd
Manchester City Council,Regeneration Finance,Professional fees,2018-07-03,1906094734,23847.00,Savills (UK) Ltd
Manchester City Council,Manchester Leisure,Construction Works,2018-07-03,5100983723,20772.40,Bethell Construction Ltd
Manchester City Council,Corporate Services,Construction Works,2018-07-03,5100983721,20095.49,Bethell Construction Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2018-07-03,5100983769,19951.20,Cruden Group Ltd
Manchester City Council,Housing General Fund,Capital Receipts,2018-07-03,1906097998,14775.00,Redrow Homes Lancashire
Manchester City Council,Adult Social Care,Professional fees,2018-07-03,5100983793,12000.00,One Education Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,2018-07-03,5100983810,9503.57,Carlton Fuels Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2018-07-03,5100983792,7612.65,Vinci Construction UK Ltd
Manchester City Council,Adult Social Care,Payments for services,2018-07-03,5100983727,5590.00,Cais Ltd
Manchester City Council,Chief Executives,Professional fees,2018-07-03,5100983728,5506.64,Foreign and Commonwealth Office
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2018-07-03,5100983796,5276.64,Vinci Construction UK Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2018-07-03,5100983795,5274.17,Vinci Construction UK Ltd
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,2018-07-03,5100983804,3750.00,Brighter Future Workshop Ltd
Manchester City Council,Adult Social Care,Payments for services,2018-07-03,5100983729,3500.00,Cais Ltd
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-07-03,5100983814,2700.00,Canal & River Trust
Manchester City Council,Manchester Leisure,Professional fees,2018-07-03,5100983802,2602.92,Redacted Personal Information
Manchester City Council,Adult Social Care,Professional fees,2018-07-03,5100983766,1800.00,JBS-R Associates
Manchester City Council,Manchester Leisure,Special Events,2018-07-03,1906105931,1785.00,Executive Sport Limited
Manchester City Council,Adult Social Care,Payments for services,2018-07-03,5100983725,1750.00,Cais Ltd
Manchester City Council,Manchester Leisure,Professional fees,2018-07-03,5100983660,1338.00,Carol Bartram Associates Ltd
Manchester City Council,Manchester Leisure,Special Events,2018-07-03,5100983800,1299.00,E Smith & Son (Nurserymen)
Manchester City Council,Manchester Leisure,Special Events,2018-07-03,5100983803,1299.00,E Smith & Son (Nurserymen)
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2018-07-03,5100983762,1124.88,Vista Panels Ltd
Manchester City Council,Adult Social Care,Professional fees,2018-07-03,1906105714,1124.00,Cellmark
Manchester City Council,Adult Social Care,Rents,2018-07-03,1906090185,1114.04,Manchester Letting
