Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Insurance Fund,Bal of Rsk InsPrem,2014-09-01,1904252271,2681.94,Irk Valley Community School
Manchester City Council,Insurance Fund,Bal of Rsk InsPrem,2014-09-01,1904261127,572.08,St Lukes C.E.Primary School
Manchester City Council,Insurance Fund,Bal of Rsk InsPrem,2014-09-01,1904260220,3483.13,All Saints Primary School (Gorton)
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2014-09-01,1904287933,646.40,Ecomix Concrete Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2014-09-01,1904287935,525.20,Ecomix Concrete Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-09-01,1904287902,907.54,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-09-01,1904287914,841.19,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-09-01,1904287923,515.77,Brake Bros Foodservice Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2014-09-01,5100740913,2389.19,Wrekin Windows
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2014-09-01,5100740916,884.48,Wrekin Windows
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2014-09-01,5100740936,865.88,SIG Roofing Supplies
Manchester City Council,Hospitality + Trading Services,External repairs and maintenance for buildings,2014-09-01,5100740865,4398.10,Amtoll Ltd
Manchester City Council,Hospitality + Trading Services,External repairs and maintenance for buildings,2014-09-01,5100740870,2374.30,Amtoll Ltd
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,2014-09-01,5100740961,19423.92,Homecare Support
Manchester City Council,Corporate Services,Fees,2014-09-01,1904285372,35684.45,Marston Group Limited
Manchester City Council,Corporate Services,Fees,2014-09-01,1904286101,16902.11,Marston Group Limited
Manchester City Council,Corporate Services,Fees,2014-09-01,1904286101,16902.11,Marston Group Limited
Manchester City Council,Corporate Services,Fees,2014-09-01,1904285372,35684.45,Marston Group Limited
Manchester City Council,Corporate Services,Fees,2014-09-01,1904276994,1132.00,Equita Ltd
Manchester City Council,Corporate Services,Fees,2014-09-01,1904233776,26299.37,Rossendales Ltd
Manchester City Council,Corporate Services,Fees,2014-09-01,1904285951,1036.60,Rossendales Ltd
Manchester City Council,Corporate Services,Fees,2014-09-01,1904233777,743.00,Rossendales Ltd
Manchester City Council,Corporate Services,Fees,2014-09-01,1904233777,743.00,Rossendales Ltd
Manchester City Council,Corporate Services,Fees,2014-09-01,1904285951,1036.60,Rossendales Ltd
Manchester City Council,Corporate Services,Fees,2014-09-01,1904233776,26299.37,Rossendales Ltd
Manchester City Council,Corporate Services,Fees,2014-09-01,1904277824,1007.10,Bristow & Sutor
Manchester City Council,Corporate Services,Fees,2014-09-01,1904277824,1007.10,Bristow & Sutor
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741158,1164.57,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741133,1052.60,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741122,984.23,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741117,912.47,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741155,897.04,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741127,878.56,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741114,805.68,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741184,805.68,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741149,782.20,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741137,715.76,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741152,701.50,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741128,651.93,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741132,651.93,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741147,651.93,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741148,651.93,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741120,611.58,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741154,600.95,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741129,593.68,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-09-01,5100741157,1164.57,The Furnishing Service Ltd
Manchester City Council,Regeneration Finance,I T Provision,2014-09-01,5100740841,884.17,Computerland Uk Ltd
Manchester City Council,Insurance Fund,Insurance,2014-09-01,1904250285,26286.25,Peasegoods
Manchester City Council,Insurance Fund,Insurance,2014-09-01,5100740805,500.00,Redacted Personal Information
Manchester City Council,Insurance Fund,Insurance,2014-09-01,1904243005,17940.23,Thompsons Solicitors
Manchester City Council,Insurance Fund,Insurance,2014-09-01,1904277811,15760.00,Binas Solicitors
Manchester City Council,Insurance Fund,Insurance,2014-09-01,1904287361,10000.00,Dac Beachcroft Claims Limited
Manchester City Council,Insurance Fund,Insurance,2014-09-01,1904259730,7835.00,Grindeys
Manchester City Council,Insurance Fund,Insurance,2014-09-01,1904261901,3750.00,Slater and Gordon
Manchester City Council,Insurance Fund,Insurance,2014-09-01,1904270435,1520.00,Redacted Personal Information
Manchester City Council,Insurance Fund,Insurance,2014-09-01,1904243019,717.00,Acumen Law Costs Specialists
Manchester City Council,Libraries and Theatres,Labour Charges,2014-09-01,5100740945,11090.10,Tameside Metropolitan Bouough
Manchester City Council,Regeneration Finance,Licences Purchase,2014-09-01,1904287804,625.00,Driver and Vehicle Licensing Agency
Manchester City Council,Chief Executives,Postage,2014-09-01,5100740963,1051.06,Royal Mail Group Plc
Manchester City Council,Chief Executives,Proffesional fees,2014-09-01,1904285012,640.03,Redacted Personal Information
Manchester City Council,Chief Executives,Proffesional fees,2014-09-01,1904277266,3500.00,Gordon Poole Agency Ltd
Manchester City Council,Adult Social Care,Stationery,2014-09-01,5100741081,599.00,Egan Reid Stationery Co Ltd
Manchester City Council,Adult Social Care,Supporting People Payments,2014-09-01,5100740818,10266.79,Making Space
Manchester City Council,Corporate Services,Tele Conferencing,2014-09-01,1904267517,533.65,BT Conferencing Services
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,2014-09-01,5100740815,52513.17,Family Action
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2014-09-01,5100740948,5678.25,Turning Point Services
Manchester City Council,Corporate Services,Travel,2014-09-01,1904285388,13053.00,Trainline.com Limited
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,2014-09-01,5100740821,1293.58,Specialist Vehicle rental
