Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Professional fees,2022-02-01,5105797597,67560.00,Wythenshawe Forum Trust Ltd
Manchester City Council,Manchester Leisure,Professional fees,2022-02-01,5105797530,4638.36,British Taekwondo Limited
Manchester City Council,Manchester Leisure,Professional fees,2022-02-01,5105797571,4609.93,British Taekwondo Limited
Manchester City Council,Manchester Leisure,Professional fees,2022-02-01,1907529617,527.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Professional fees,2022-02-01,1907528532,700.00,Aquarius Tennants Association
Manchester City Council,Manchester Leisure,Professional fees,2022-02-01,1907528844,693.00,Collective Encounters
Manchester City Council,Manchester Leisure,Professional fees,2022-02-01,1907528526,565.00,Halo Post Production
Manchester City Council,Manchester Leisure,Professional fees,2022-02-01,1907530194,80000.00,Squash Media & Marketing Limited
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2022-02-01,5105797591,24388.26,Greater Manchester Police
Manchester City Council,Manchester Leisure,Books-Adult Fiction,2022-02-01,1907528878,900.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Special Event,2022-02-01,5105797594,922.75,Hirequirements Ltd
Manchester City Council,Manchester Leisure,CAMC/Not assigned,2022-02-01,5105797558,2192.48,Trustmarque Solutions Ltd
Manchester City Council,Manchester Leisure,CAMC/Not assigned,2022-02-01,5105797850,-2192.48,Trustmarque Solutions Ltd
Manchester City Council,Hospitality + Trading Services,Equipment,2022-02-01,1907526356,1412.92,G4S Cash Solutions (Uk) Ltd
Manchester City Council,Hospitality + Trading Services,Compensation Payments,2022-02-01,1907526722,1648.50,Irwin Mitchell Solicitors
Manchester City Council,Hospitality + Trading Services,Legal Fees,2022-02-01,1907529764,2100.00,Civil Costs Specialist Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,2022-02-01,5105797628,2782.00,MS Minibuses Ltd
Manchester City Council,Childrens & Education Services,Signers/Interpreters,2022-02-01,5105797572,605.60,Language Line Ltd
Manchester City Council,Childrens & Education Services,Professional fees,2022-02-01,5105785106,2530.83,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,2022-02-01,5105797519,1360.00,Applied Psychology Services
Manchester City Council,Childrens & Education Services,Professional fees,2022-02-01,5105797541,2400.00,Paramount Care Solutions Limited
Manchester City Council,Childrens & Education Services,Professional fees,2022-02-01,5105797542,2400.00,Paramount Care Solutions Limited
