Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Regeneration Finance,Security,2019-07-01,5101037794,426725.37,Group 4 Total Security Ltd T/A G4S
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2019-07-01,5101037793,200298.49,ISG Construction Limited
Manchester City Council,Adult Social Care,Payments for services,2019-07-01,5101037818,157746.64,Seashell trust
Manchester City Council,Environment and Operations,Construction Works,2019-07-01,5101037808,104861.28,Dowhigh Ltd
Manchester City Council,Corporate Services,Long Term Debtors,2019-07-01,5101037881,68524.00,First Step (Ancoats) Ltd
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,2019-07-01,1906530169,49985.00,Peasegoods
Manchester City Council,Environment and Operations,Construction Works,2019-07-01,5101037770,32400.00,Rosgal Ltd
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,2019-07-01,5101037748,30967.20,Manchester Energy Company Limited
Manchester City Council,Environment and Operations,Construction Works,2019-07-01,5101037771,28100.00,Rosgal Ltd
Manchester City Council,Adult Social Care,Payments for services,2019-07-01,5101037821,26665.43,Care Concepts Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Costs,2019-07-01,5101037792,6583.25,ATS Euromaster Limited
Manchester City Council,Regeneration Finance,Rents,2019-07-01,1906528767,5651.00,Regus Management (UK) Ltd
Manchester City Council,Adult Social Care,Payments for services,2019-07-01,5101037819,5108.67,Cheadle & Marple Sixth Form College
Manchester City Council,Environment and Operations,Construction Works,2019-07-01,5101037772,4230.00,Rosgal Ltd
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,2019-07-01,5101037791,4055.13,Manchester Working Ltd
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,2019-07-01,5101037779,3866.66,Manchester Working Ltd
Manchester City Council,Manchester Leisure,Professional fees,2019-07-01,5101037814,3639.22,City Of Manchester Water Polo Club
Manchester City Council,Adult Social Care,Compensation Payments,2019-07-01,1906528139,3250.00,Simpson Millar LLP
Manchester City Council,Chief Executives,Grant and subscriptions awarded,2019-07-01,1906499200,2900.00,Information Commissioner
Manchester City Council,Adult Social Care,Personal needs of client,2019-07-01,5101037799,2257.00,Sunrise Medical Ltd
Manchester City Council,Adult Social Care,Compensation Payments,2019-07-01,1906528138,2162.00,Simpson Millar LLP
Manchester City Council,Chief Executives,Floral Decorations,2019-07-01,5101037787,2150.00,T/A Frog Flowers
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2019-07-01,5101037800,2000.00,Naz Legacy Foundation Ltd
Manchester City Council,Manchester Leisure,Special Events,2019-07-01,1906526683,2000.00,Carisma
Manchester City Council,Chief Executives,Compensation Payments,2019-07-01,5101037807,1734.60,Gray's Inn Square Chambers Ltd
Manchester City Council,Chief Executives,Advertising,2019-07-01,5101037749,1530.34,Primesight Ltd
Manchester City Council,Regeneration Finance,Payments to Sub-Contractors,2019-07-01,5101037784,1521.09,Custodian Monitoring
Manchester City Council,Chief Executives,Professional fees,2019-07-01,5101037816,1250.00,Redacted Personal Information
Manchester City Council,Corporate Services,Equipment,2019-07-01,5101037783,1087.90,Back Care Solutions Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2019-07-01,5101037822,830.80,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2019-07-01,5101037823,810.00,R & M Developments Ltd
Manchester City Council,Chief Executives,Professional fees,2019-07-01,5101037817,750.00,Julie's Bicycle
Manchester City Council,Environment and Operations,Construction Works,2019-07-01,5101037805,104861.28,Dowhigh Ltd
Manchester City Council,Chief Executives,Building Works,2019-07-02,1906530319,358516.10,Vital Energi Solutions Ltd
Manchester City Council,Adult Social Care,Payments for services,2019-07-02,5101038020,254908.03,Standwalk Ltd
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2019-07-02,5101037933,33330.15,New Bridge School
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2019-07-02,5101037896,32000.00,Gardiner & Theobald LLP
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,2019-07-02,5101038019,26917.50,Redacted Personal Information
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,2019-07-02,5101038010,25843.50,Redacted Personal Information
Manchester City Council,Adult Social Care,Payments for services,2019-07-02,5101037833,23332.00,Aim Habonim
Manchester City Council,Adult Social Care,Payments for services,2019-07-02,5101037832,21326.82,Seashell trust
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2019-07-02,5101037869,20956.00,GTM Fire Protection Ltd
Manchester City Council,Regeneration Finance,Legal Fees,2019-07-02,5101037856,17250.00,Kings Chambers
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,2019-07-02,5101038005,13625.00,Dolphin Computer Access Ltd
Manchester City Council,Highways Services,Payments to Sub-Contractors,2019-07-02,5101037898,13529.93,J.Hopkins (Contractors) Ltd.
Manchester City Council,Adult Social Care,Payments for services,2019-07-02,5101038014,11201.81,Carlton House Care Ltd
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2019-07-02,5101037900,7771.00,Chatsworth High School & College
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2019-07-02,5101037871,7607.94,GTM Fire Protection Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2019-07-02,5101037866,6339.95,GTM Fire Protection Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2019-07-02,5101037875,6339.95,GTM Fire Protection Ltd
Manchester City Council,Chief Executives,Advertising,2019-07-02,5101037851,6117.50,Clear Channel Uk Ltd
Manchester City Council,Corporate Services,Legal Fees,2019-07-02,5101037937,5920.00,Crest Advisory (UK) LTD
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2019-07-02,5101038012,5312.50,Pure Innovations Ltd
Manchester City Council,Chief Executives,Advertising,2019-07-02,5101037849,5172.00,Clear Channel Uk Ltd
Manchester City Council,Hospitality + Trading Services,Insurance,2019-07-02,1906528731,5024.00,Zurich Municipal
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2019-07-02,5101037948,4464.00,Lyndon Scaffolding Plc
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2019-07-02,5101037972,4210.00,The Beis Yaakov Jewish High School
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2019-07-02,5101037865,4131.00,St Pauls Church Hall
Manchester City Council,Adult Social Care,Furniture,2019-07-02,5101037934,3500.00,Manchester Settlement
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2019-07-02,5101038024,3409.00,Lostock College
Manchester City Council,Adult Social Care,Payments for services,2019-07-02,5101037831,3000.00,Enabling Futures Ltd
Manchester City Council,Chief Executives,Grant Payments,2019-07-02,5101037988,2700.00,Getty Images International
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2019-07-02,5101037939,2583.75,St George's C of E School
Manchester City Council,Chief Executives,Compensation Payments,2019-07-02,5101037848,2000.00,Redacted Personal Information
Manchester City Council,Highways Services,Professional fees,2019-07-02,5101037964,1890.00,Waterman Aspen Ltd
Manchester City Council,Adult Social Care,Payments for services,2019-07-02,5101037829,1741.10,Gorse Hill Studios
Manchester City Council,Manchester Leisure,Transport and Driver Hire,2019-07-02,5101037826,1700.00,Crown Fine Arts
Manchester City Council,Corporate Services,Legal Fees,2019-07-02,5101038007,1700.00,Kings Chambers
Manchester City Council,Manchester Leisure,Equipment,2019-07-02,5101037942,1625.50,Flowprotect Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2019-07-02,5101037879,1618.60,TP Manufacturing t/a Pendock
Manchester City Council,Adult Social Care,Funeral and coroner related services,2019-07-02,5101037853,1528.00,Greater Manchester Funeral Service
Manchester City Council,Regeneration Finance,Window Cleaning,2019-07-02,5101037916,1523.00,Ferguson Cleaning Services LLP
Manchester City Council,Manchester Leisure,Legal Fees,2019-07-02,5101037857,1500.00,Kings Chambers
Manchester City Council,Adult Social Care,Payments for services,2019-07-02,5101037894,1300.00,Redacted Personal Information
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,2019-07-02,1906508163,1300.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Transport Coach Hire,2019-07-02,5101037836,1275.00,Connect Cars Ltd
Manchester City Council,Manchester Leisure,Equipment,2019-07-02,5101037975,1150.00,Groundwork Landscapes Ltd
Manchester City Council,Adult Social Care,Legal Fees,2019-07-02,1906529287,1143.13,Psychiatric Services North East Ltd
Manchester City Council,Adult Social Care,Rents,2019-07-02,1906528733,1070.00,Kaye Mackenzie Property Management
Manchester City Council,Regeneration Finance,Subsistence and Conference Expenses,2019-07-02,5101037968,1045.75,Trinity College London
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2019-07-02,5101037883,1038.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2019-07-02,5101037920,1038.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2019-07-02,5101037926,1038.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2019-07-02,5101037928,1038.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2019-07-02,5101037882,1012.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2019-07-02,5101037921,1012.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2019-07-02,5101037925,1012.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2019-07-02,5101037930,1012.50,R & M Developments Ltd
Manchester City Council,Regeneration Finance,Compensation Payments,2019-07-02,5101037855,1000.00,Kings Chambers
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2019-07-02,5101037864,1000.00,Mirfield Road Community Gardens
Manchester City Council,Adult Social Care,Legal Fees,2019-07-02,5101037974,900.00,Gray's Inn Square Chambers Ltd
Manchester City Council,Manchester Leisure,Equipment,2019-07-02,5101037914,833.14,RCS Plants Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2019-07-02,5101037978,830.80,R & M Developments Ltd
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,2019-07-02,5101037785,825.51,BCL
Manchester City Council,Chief Executives,Postage,2019-07-02,5101038021,820.55,Royal Mail Group Plc
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2019-07-02,5101037977,810.00,R & M Developments Ltd
Manchester City Council,Adult Social Care,Professional fees,2019-07-02,1906517117,805.10,Pickering Psychology Services Ltd
Manchester City Council,Chief Executives,Professional fees,2019-07-02,5101037887,803.80,North West Employers Ltd
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2019-07-02,1906528744,758.00,Virgin Care Servs Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2019-07-02,5101037918,752.00,Gibsons Garden Machinery Limited
Manchester City Council,Chief Executives,Advertising,2019-07-02,5101037973,750.00,Best Asian Media Ltd
Manchester City Council,Adult Social Care,Professional fees,2019-07-02,1906528775,750.00,Redacted Personal Information
Manchester City Council,Chief Executives,Compensation Payments,2019-07-02,1906528779,750.00,Redacted Personal Information
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2019-07-02,5101037940,750.00,CityFibre Limited
Manchester City Council,Adult Social Care,Equipment,2019-07-02,5101037839,636.20,Connevans Ltd
Manchester City Council,Adult Social Care,Transport Taxis,2019-07-02,1906526045,572.83,Cresta Car Hire
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2019-07-02,5101037782,570.00,Stagecoach Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2019-07-02,5101037782,570.00,Stagecoach Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2019-07-02,5101037782,570.00,Stagecoach Manchester
Manchester City Council,Chief Executives,Printing,2019-07-02,5101037993,562.00,Hound Envelopes Ltd
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2019-07-02,5101037863,550.00,Hillside Tenants & Res Assoc
Manchester City Council,Chief Executives,Advertising,2019-07-02,5101037907,526.34,Primesight Ltd
Manchester City Council,Chief Executives,Advertising,2019-07-02,5101037981,525.00,MediaCo Ltd
Manchester City Council,Chief Executives,Advertising,2019-07-02,5101037983,525.00,MediaCo Ltd
Manchester City Council,Chief Executives,Equipment,2019-07-02,5101037846,523.50,Back Care Solutions Ltd
Manchester City Council,Manchester Leisure,Transport and Driver Hire,2019-07-02,5101037824,500.00,Crown Fine Arts
Manchester City Council,Chief Executives,Printing,2019-07-02,5101038013,562.00,Hound Envelopes Ltd
Manchester City Council,Adult Social Care,Transport Coach Hire,2019-07-02,5101037830,1275.00,Connect Cars Ltd
Manchester City Council,Highways Services,Professional fees,2019-07-02,5101037966,1890.00,Waterman Aspen Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2019-07-02,5101037873,6339.95,GTM Fire Protection Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2019-07-02,5101037870,7607.94,GTM Fire Protection Ltd
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2019-07-03,5101037906,872984.83,Central Mcr Uni Hospital t/a
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2019-07-03,5101037903,483203.08,Central Mcr Uni Hospital t/a
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2019-07-03,5101038022,387542.17,Vinci Construction UK Ltd
Manchester City Council,Highways Services,Rents,2019-07-03,1906487814,294333.98,Colliers International (Client A/C)
Manchester City Council,Environment and Operations,Construction Works,2019-07-03,5101037773,141000.00,Rosgal Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2019-07-03,5101037905,125000.00,Central Mcr Uni Hospital t/a
Manchester City Council,Chief Executives,Landline Telephone Charges,2019-07-03,1906528729,123697.82,BT PLC
Manchester City Council,Corporate Services,Legal Fees,2019-07-03,5101038225,110611.69,Fieldfisher LLP
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,2019-07-03,5101038069,109851.13,S4B Limited
Manchester City Council,Environment and Operations,Construction Works,2019-07-03,5101037777,90240.00,Rosgal Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2019-07-03,5101038056,79213.73,"Jackson, Jackson & Sons Ltd"
