Body Name,Expenditure Category,Capital /Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Brimhams Active Ltd,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,2022-05-09,COMPUTERSHARE VOUCHER SERVICES,6000850,320.00,
Brimhams Active Ltd,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,2022-05-09,COMPUTERSHARE VOUCHER SERVICES,6000850,6.40,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Equipment,2022-05-11,ARCO LTD,6000857,263.18,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Miscellaneous Expenditure,2022-05-09,BC SOFTWEAR LTD,6000851,640.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Miscellaneous Expenditure,2022-05-25,BC SOFTWEAR LTD,6000879,640.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,ICT Rechargeables,2022-05-09,BRAMBLE HUB LIMITED,6000776,1023.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Cleaning Materials,2022-05-25,BRENNTAG UK LIMITED,6000990,299.97,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Purchase of Chemicals,2022-05-30,BRENNTAG UK LIMITED,6001020,-45.50,Credit for Nidd Pool
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Purchase of Chemicals,2022-05-11,BRENNTAG UK LIMITED,6000843,335.10,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Purchase of Chemicals,2022-05-30,BRENNTAG UK LIMITED,6000958,558.31,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Catering - Direct Purchases,2022-05-09,DAVID MILLER FROZEN FOODS LTD,6000853,340.92,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Catering - Direct Purchases,2022-05-04,DAVID MILLER FROZEN FOODS LTD,6000838,518.99,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Saleable Items,2022-05-11,DAVINES UK LTD,6000827,723.11,Total cost of saleable items
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Materials,2022-05-11,DAVINES UK LTD,6000826,909.90,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Miscellaneous Expenditure,2022-05-25,DESIGNED BY DUO LTD,6000996,3000.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Other Consultants Fees,2022-05-18,EDEN BROWN  LTD,6000918,920.00,
