Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2021-11-29,ALLSTAR BUSINESS SOLUTIONS LTD,3638498,53.75,AS60046921
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2021-11-10,ALLSTAR BUSINESS SOLUTIONS LTD,3637720,23.58,AS60046921
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2021-11-08,ALLSTAR BUSINESS SOLUTIONS LTD,3636824,54.6,AS60046921
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2021-11-17,HEIGHT FOR HIRE LTD,3638107,500,
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2021-11-15,TRINOVA SYSTEMS LIMITED,3638231,2500.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,2021-11-03,4 SITE SECURITY SERVICES LTD,3637626,1472.12,Stonefall Cemetery
Harrogate Borough Council,Premises,R,Community,Bereavement Services,External Security,2021-11-29,4 SITE SECURITY SERVICES LTD,3638156,1588.34,Stonefall Cemetery
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,2021-11-29,A A FOSTER,3638154,615,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2021-11-29,ALLSTAR BUSINESS SOLUTIONS LTD,3638498,21.67,AS60046921
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2021-11-10,ALLSTAR BUSINESS SOLUTIONS LTD,3637720,45.53,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Stationery/Office Consumables,2021-11-24,BANNER GROUP LTD,3638115,48.27,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,2021-11-24,BANNER GROUP LTD,3638115,179.15,CONSOLIDATED INVOICE
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Grounds Maintenance Grants,2021-11-10,BOROUGHBRIDGE TOWN COUNCIL,3638112,2250.00,PQ Annual maintenance grants 202122
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Operational Buildings Cost,2021-11-15,CO-OPERATIVE GROUP PLAC - AP,3638206,939,PQ Refund Overpayment for Cremation Fee
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2021-11-17,DALEBUILD LTD,3638269,-4500.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2021-11-17,DALEBUILD LTD,3638269,4500.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2021-11-17,DALEBUILD LTD,3638269,4810.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2021-11-01,DR CHRISTIAN LACHMANN,3637440,1313.50,PQ Dr C Lachmann October 2021 Monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2021-11-01,DR R SPENCER,3637438,555,PQ Dr R Spencer October 2021 Monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2021-11-01,DR VIVIENNE JAYNE POSKITT,3637439,777,PQ DR V Poskitt October 2021 Monthly Payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2021-11-01,FALON NAMEPLATES LTD,3635105,19,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2021-11-01,FALON NAMEPLATES LTD,3635105,488.52,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2021-11-24,FALON NAMEPLATES LTD,3638002,19,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2021-11-24,FALON NAMEPLATES LTD,3638002,488.52,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2021-11-01,FALON NAMEPLATES LTD,3634713,19,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2021-11-01,FALON NAMEPLATES LTD,3634713,732.78,Plaques
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2021-11-22,HACS CIVIL ENGINEERING LLP,3638499,600,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hort Materials - Direct Purchase,2021-11-10,JUB HOLLAND UK LIMITED,3637522,40,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hort Materials - Direct Purchase,2021-11-10,JUB HOLLAND UK LIMITED,3637522,125,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hort Materials - Direct Purchase,2021-11-10,JUB HOLLAND UK LIMITED,3637522,150,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Consultants Fees,2021-11-29,MASON CLARK ASSOCIATES LTD,3638996,3260.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2021-11-29,MEMSAFE LTD,3639127,2300.00,Bldg Mgmt Recharged Works
Harrogate Borough Council,Premises,C,Community,Bereavement Services,Bldg Mgmt Recharged Works,2021-11-24,MONTPELLIER PROPERTY CONSULTANTS LTD,3638650,1425.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,2021-11-15,TELESHORE UK LTD,3638229,1705.47,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2021-11-01,TELESHORE UK LTD,3637455,728.75,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2021-11-17,TELESHORE UK LTD,3638295,859.8,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2021-11-10,TELESHORE UK LTD,3637452,860,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2021-11-01,TELESHORE UK LTD,3637454,895,
Harrogate Borough Council,Premises,C,Community,Bereavement Services,Bldg Mgmt Recharged Works,2021-11-17,THE CDS GROUP LTD,3637634,2850.00,T2 Groundwater Risk Assessment at Stonefall
Harrogate Borough Council,Premises,C,Community,Bereavement Services,Bldg Mgmt Recharged Works,2021-11-17,THE CDS GROUP LTD,3637635,4800.00,T2 Groundwater Risk Assessment at Pateley Bridge
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,2021-11-29,VIVEDIA LTD T/A OBITUS,3638733,1835.00,watchagain webcast
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,2021-11-03,VIVEDIA LTD T/A OBITUS,3637602,2021.00,Webcasts
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2021-11-22,BULLOUGHS CLEANING SERVICES LTD,3637606,367.61,Blossomgate Hostel Blossomgate
