Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2019-07-15,ALLSTAR BUSINESS SOLUTIONS LTD,3584998,27.78,AS60046921
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,2019-07-31,A A FOSTER,3586955,615.00,Payments to Ext Contractors
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2019-07-15,ALLSTAR BUSINESS SOLUTIONS LTD,3584998,21.15,AS60046921
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2019-07-15,ALLSTAR BUSINESS SOLUTIONS LTD,3586219,38.80,AS60046921
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2019-07-22,ALLSTAR BUSINESS SOLUTIONS LTD,3587267,36.05,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2019-07-03,DR CHRISTIAN LACHMANN,3586226,888.00,PQ Dr C Lachmann June 2019 Monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2019-07-03,DR R SPENCER,3586223,499.50,PQ Dr R Spencer June 201 9 Monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2019-07-03,DR VIVIENNE JAYNE POSKITT,3586224,592.00,PQ Dr V Poskitt June 201 9 Monthly payment
Harrogate Borough Council,Supplies and Services,C,Community,Bereavement Services,Equipment,2019-07-22,FACULTATIEVE TECHNOLOGIES LTD,3585877,38901.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2019-07-15,FALON NAMEPLATES LTD,3586764,863.70,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2019-07-15,FALON NAMEPLATES LTD,3586766,452.80,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2019-07-03,G.E.M PRECAST LTD,3586023,228.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2019-07-17,HILTON CABINET CO LTD,3586029,157.20,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2019-07-17,HILTON CABINET CO LTD,3586029,52.29,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Consultants Fees,2019-07-29,NPS LEEDS LTD,3586499,1114.00,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2019-07-17,RIX PETROLEUM (HULL) LIMITED,3585374,568.50,Stonefall Cemetry
