Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Arboriculture,Fuel/Oil,2022-02-21,ALLSTAR BUSINESS SOLUTIONS LTD,3643024,27.45,AS60046921
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2022-02-16,BARCHAM TREES PLC,3642340,95.00,
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2022-02-16,BARCHAM TREES PLC,3642340,205.00,
Harrogate Borough Council,Premises,R,Community,Arboriculture,Payments to Ext Contractors,2022-02-02,ORANGUTAN ARB LTD,3642068,1200.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2022-02-21,DR CHRISTIAN LACHMANN,3643428,1628.00,PQ Dr C Lachmann January 2022 Monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2022-02-21,DR R SPENCER,3643431,777.00,PQ Dr R Spencer January 2022 Monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2022-02-21,DR VIVIENNE JAYNE POSKITT,3643429,999.00,PQ DR V Poskitt January 2022 Monthly Payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2022-02-21,ELIS UK LIMITED,3643496,226.61,HARROGATE BC CEMETERY STONEFALL CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2022-02-02,FALON NAMEPLATES LTD,3642331,256.26,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2022-02-14,HACS CIVIL ENGINEERING LLP,3643067,600.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2022-02-28,HARROGATE TIMBER LTD,3643949,310.51,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2022-02-07,HARROGATE TIMBER LTD,3642005,447.72,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Subscriptions,2022-02-16,ICCM PAYMENTS,3642073,310.00,Best value Assessment Process
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Consultants Fees,2022-02-07,MASON CLARK ASSOCIATES LTD,3642679,2020.00,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Payments to Ext Contractors,2022-02-28,MOOR & VALLEY LTD,3643471,500.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Subscriptions,2022-02-23,NATIONAL ASSOCIATION OF MEMORIAL,3643697,220.00,Corporate Associate membership Subscription 1st January
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hire of Equipment,2022-02-07,PAUL YATES TOOL HIRE,3642705,299.20,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Hire of Equipment,2022-02-16,PAUL YATES TOOL HIRE,3642704,420.60,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2022-02-28,STEPHENSONS MEMORIAL WORKS,3643717,468.00,Plaques
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Miscellaneous Expenditure,2022-02-09,VIVEDIA LTD T/A OBITUS,3643009,1795.00,webcast
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2022-02-14,BULLOUGHS CLEANING SERVICES LTD,3642090,367.61,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2022-02-14,BULLOUGHS CLEANING SERVICES LTD,3642061,919.02,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Other Services,2022-02-14,BULLOUGHS CLEANING SERVICES LTD,3643178,1248.00,Starbeck  Fern House
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2022-02-21,CORDANT RECRUITMENT LTD T/A CORDANT PEOPLE,3643482,299.60,
Harrogate Borough Council,Supplies and Services,R,Community,Building Cleaning Operations,Cleaning Materials,2022-02-09,JANGRO NETWORK LIMITED,3641700,314.00,
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-02-14,NORTHGATE VEHICLE HIRE LTD,3642087,215.88,
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-02-14,NORTHGATE VEHICLE HIRE LTD,3642263,215.88,
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-02-14,NORTHGATE VEHICLE HIRE LTD,3641981,233.80,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-02-14,NORTHGATE VEHICLE HIRE LTD,3641982,233.80,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-02-14,NORTHGATE VEHICLE HIRE LTD,3641984,233.80,IHMT
Harrogate Borough Council,Transport,R,Community,Building Cleaning Operations,Hire of Vehicles/Plant,2022-02-14,NORTHGATE VEHICLE HIRE LTD,3641985,233.80,IHMT
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-02-28,TRAVAIL EMPLOYMENT GROUP LTD,3643701,355.75,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-02-14,TRAVAIL EMPLOYMENT GROUP LTD,3643235,398.44,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-02-28,TRAVAIL EMPLOYMENT GROUP LTD,3643700,619.02,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-02-14,TRAVAIL EMPLOYMENT GROUP LTD,3643234,640.36,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-02-28,TRAVAIL EMPLOYMENT GROUP LTD,3642828,647.47,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-02-28,TRAVAIL EMPLOYMENT GROUP LTD,3642762,651.06,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Community,Building Cleaning Operations,Temporary Staff,2022-02-28,TRAVAIL EMPLOYMENT GROUP LTD,3642763,832.46,Redacted - Personal Data
Harrogate Borough Council,Premises,R,Community,Business Development,Payments to Ext Contractors,2022-02-09,DTMS LTD,3642447,930.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2022-02-02,FCN FROZEN FOODS,3641654,295.90,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2022-02-02,P P SNACK FOODS LTD,3642448,-56.93,THE VALLEY GDPf GAMES PAVILLION
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2022-02-02,P P SNACK FOODS LTD,3642448,56.93,THE VALLEY GDPf GAMES PAVILLION
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2022-02-02,P P SNACK FOODS LTD,3642448,275.14,
Harrogate Borough Council,Premises,R,Community,Business Development,Cleaning & Hygiene Services,2022-02-02,PAUL WHITAKER,3641217,456.00,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2022-02-16,SELECTA UK LIMITED,3643275,-197.17,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2022-02-16,SELECTA UK LIMITED,3643275,197.17,
Harrogate Borough Council,Supplies and Services,R,Community,Business Development,Catering - Vending Purchases,2022-02-16,SELECTA UK LIMITED,3643275,252.30,
Harrogate Borough Council,Premises,R,Community,Business Development,Electrical Repairs & Maint,2022-02-09,YORKSHIRE LIGHTING SERVICES,3642757,680.00,Repair  lamp posts Valley Gardens
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2022-02-21,ALLSTAR BUSINESS SOLUTIONS LTD,3642995,107.81,AS60046921
Harrogate Borough Council,Transport,R,Community,Car Parking,Fuel/Oil,2022-02-21,ALLSTAR BUSINESS SOLUTIONS LTD,3643024,115.82,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,2022-02-02,BEMROSE BOOTH PARAGON LTD T/A PARAGON ID LTD,3641223,1281.60,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,2022-02-02,BEMROSE BOOTH PARAGON LTD T/A PARAGON ID LTD,3641224,3112.20,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,2022-02-02,BEMROSE BOOTH PARAGON LTD T/A PARAGON ID LTD,3641224,45.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Credit Card Fees,2022-02-09,FLOWBIRD SMART CITY UK LIMITED,3641486,2388.01,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Credit Card Services,2022-02-09,FLOWBIRD SMART CITY UK LIMITED,3641933,286.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Court Fees,2022-02-14,HER MAJESTY´S COURTS SERVICE,3643196,885.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Court Fees,2022-02-14,HER MAJESTY´S COURTS SERVICE,3643196,-5000.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,Court Fees,2022-02-14,HER MAJESTY´S COURTS SERVICE,3643196,5000.00,
Harrogate Borough Council,Supplies and Services,R,Community,Car Parking,External Printing/Typesetting,2022-02-16,INTEGRITY PRINT LTD,3642278,480.00,
Harrogate Borough Council,Premises,R,Community,Car Parking,Reactive Repairs & Maint - F&F,2022-02-09,SCHEIDT & BACHMANN (UK) LTD,3641705,375.00,
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-28,AEBI SCHMIDT UK LTD,3643716,224.00,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Fuel/Oil,2022-02-21,ALLSTAR BUSINESS SOLUTIONS LTD,3642995,34.17,AS60046921
Harrogate Borough Council,Transport,R,Community,Central Transport,Fuel/Oil,2022-02-21,ALLSTAR BUSINESS SOLUTIONS LTD,3643024,26.92,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Central Transport,Equipment,2022-02-09,BARRY CARTER MOTOR PRODUCTS LTD,3641625,501.60,Claro Road Depot
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-23,BUCHER MUNICIPAL LTD,3642398,256.87,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-23,BUCHER MUNICIPAL LTD,3642295,427.80,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-09,CROSSROADS TRUCK & BUS,3642409,472.11,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-28,DENNIS EAGLE LTD,3643266,-298.98,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-23,DENNIS EAGLE LTD,3642480,294.57,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-02,DENNIS EAGLE LTD,3641127,298.98,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-02,DENNIS EAGLE LTD,3641459,298.98,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-02,DENNIS EAGLE LTD,3642482,496.97,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-09,DENNIS EAGLE LTD,3642478,601.69,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-02,DENNIS EAGLE LTD,3641462,636.64,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-09,DENNIS EAGLE LTD,3642502,1364.59,Claro Road Supplies
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,2022-02-09,DIGRAPH TRANSPORT SERVICES LTD,3641634,900.00,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,2022-02-16,DIGRAPH TRANSPORT SERVICES LTD,3641955,1112.50,
Harrogate Borough Council,Transport,R,Community,Central Transport,Tyres/Tubes,2022-02-09,DIRECT TYRE MANAGEMENT LTD,3642975,7281.47,CONTRACT TYRE AND SERVICE COSTS
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-16,EVANS HALSHAW DAF LEEDS,3642785,507.08,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-16,EVANS HALSHAW DAF LEEDS,3642784,718.49,Claro Road Supplies
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,2022-02-16,EVANS HALSHAW DAF LEEDS,3642783,1525.76,
Harrogate Borough Council,Supplies and Services,R,Community,Central Transport,Subscriptions,2022-02-02,FREIGHT TRANSPORT ASSOCIATION T/A LOGISTICS UK,3642353,1150.00,
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-09,GIBSONS GARDEN MACHINERY LTD,3641828,238.55,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consums - Stores Iss,2022-02-09,GIBSONS GARDEN MACHINERY LTD,3641501,1373.99,
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-07,J D MACADAM & SON LIMITED,3642567,450.00,Claro Road Supplies
Harrogate Borough Council,Supplies and Services,R,Community,Central Transport,Equipment,2022-02-16,KNARESBOROUGH TYRES RIPON,3643372,498.00,Claro Road Depot
Harrogate Borough Council,Transport,R,Community,Central Transport,Hire of Vehicles/Plant,2022-02-14,MAXXIA LTD,3643186,2216.88,Pool Vehicle Annual Payment
Harrogate Borough Council,Transport,R,Community,Central Transport,Hire of Vehicles/Plant,2022-02-14,MAXXIA LTD,3643187,2216.88,Pool Vehicle
Harrogate Borough Council,Transport,R,Community,Central Transport,Hire of Vehicles/Plant,2022-02-14,MAXXIA LTD,3643190,2216.88,Pool Vehicle
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-28,MEND A HOSE HYDRAULICS LTD,3642271,457.50,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-16,MIKE WILSON MOTORS,3642684,1009.00,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-28,NORTHERN MUNICIPAL SPARES LTD,3643902,677.57,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-28,NORTHERN MUNICIPAL SPARES LTD,3643902,677.58,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-21,QPS PLASTICS LTD,3642862,224.00,Claro Road Supplies
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,2022-02-02,RIX PETROLEUM (HULL) LIMITED,3641169,343.44,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,2022-02-09,RIX PETROLEUM (HULL) LIMITED,3641657,615.56,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,2022-02-23,RIX PETROLEUM (HULL) LIMITED,3642380,728.40,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,2022-02-02,RIX PETROLEUM (HULL) LIMITED,3641158,5757.20,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,2022-02-16,RIX PETROLEUM (HULL) LIMITED,3641926,13363.00,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,2022-02-09,RIX PETROLEUM (HULL) LIMITED,3641658,13931.52,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,2022-02-23,RIX PETROLEUM (HULL) LIMITED,3642379,14052.00,
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-09,S & W SERVICES (YORKSHIRE) LTD,3641469,348.00,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-09,S & W SERVICES (YORKSHIRE) LTD,3641635,365.00,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-14,S & W SERVICES (YORKSHIRE) LTD,3641616,788.00,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-16,S & W SERVICES (YORKSHIRE) LTD,3641957,796.00,Claro Road Supplies
Harrogate Borough Council,Supplies and Services,R,Community,Central Transport,Equipment,2022-02-16,SAFETYKLEEN UK LTD,3642026,227.95,Claro Road Depot
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Central Transport,Stock Purchases,2022-02-09,SPALDINGS (UK) LTD,3642313,567.00,
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-23,TERBERG MATEC UK,3642202,265.32,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-16,TERBERG MATEC UK,3642055,951.91,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-16,TERBERG MATEC UK,3642054,1148.74,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-16,TERBERG MATEC UK,3642056,2380.51,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-07,VISION TECHNIQUES (U.K.) LTD,3642697,1560.00,Claro Road Supplies
Harrogate Borough Council,Transport,R,Community,Central Transport,Spares/Consumables Direct Purchase,2022-02-23,YORK MOTOR FACTORS LTD,3642439,269.51,Claro Road Supplies
Harrogate Borough Council,Supplies and Services,R,Community,Civil Contingencies,Other Supplies & Services,2022-02-21,LAURENCE WATERHOUSE CHARTERED SURVEYOR,3643484,299.00,
Harrogate Borough Council,Supplies and Services,R,Community,Civil Contingencies,Other Supplies & Services,2022-02-21,LAURENCE WATERHOUSE CHARTERED SURVEYOR,3643489,299.00,
Harrogate Borough Council,Supplies and Services,R,Community,Civil Contingencies,Other Supplies & Services,2022-02-21,LAURENCE WATERHOUSE CHARTERED SURVEYOR,3643490,299.00,
Harrogate Borough Council,Employees,R,Community,Commercial Services,Temporary Staff,2022-02-09,4 PLANNING DELIVERY LIMITED,3641449,1800.00,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,R,Community,Commercial Services,Subscriptions,2022-02-09,HAMBLETON DISTRICT COUNCIL,3640742,175.72,
Harrogate Borough Council,Supplies and Services,R,Community,Community Safety,Surveys & Information,2022-02-02,CLEAR CHANNEL UK LTD,3642406,859.98,
Harrogate Borough Council,Supplies and Services,R,Community,Community Safety,Surveys & Information,2022-02-02,K9 PATROL LTD,3642510,50.00,
Harrogate Borough Council,Supplies and Services,R,Community,Community Safety,Surveys & Information,2022-02-02,K9 PATROL LTD,3642510,300.00,
Harrogate Borough Council,Supplies and Services,R,Community,Community Safety,Other Supplies & Services,2022-02-02,LIBERTYPAY LIMITED,3642507,454.80,
Harrogate Borough Council,Supplies and Services,R,Community,Enviromental Protection,Subscriptions,2022-02-09,HAMBLETON DISTRICT COUNCIL,3640742,175.72,
