Supplier Name,Category Family,Invoice GL Date,Spend
1Spatial Group Ltd,Information Technology,2020-10-17,128088.75
1st Inrail Ltd,Track,2020-10-17,231498.70
1st Inrail Ltd,Track,2020-10-17,61565.94
1st Inrail Ltd,Track,2020-10-17,143134.47
1st Inrail Ltd,Track,2020-10-17,31332.00
1st Inrail Ltd,Track,2020-10-17,79356.84
24-7 Industrial Services UK Ltd,Buildings,2020-10-17,27150.00
2Excel Aviation Ltd,Professional Services Direct,2020-10-17,93000.00
3Squared Ltd,Information Technology,2020-10-17,36436.40
3Squared Ltd,Information Technology,2020-10-17,99185.50
3Squared Ltd,Information Technology,2020-10-17,124524.40
4-Rail Services Ltd,On Track Machines,2020-10-17,29107.30
4C Associates Ltd,Land & Property Acquisitions (incl. Business Consultancy),2020-10-17,29400.00
5 Lamps Media Ltd,Land & Property Acquisitions (incl. Business Consultancy),2020-10-17,30945.00
A R Cook & Son (Plant Hire) Ltd,Buildings,2020-10-17,57500.00
ABB Ltd,Telecoms,2020-10-17,249540.00
ABP Associates Ltd,Facilities - Hard Services,2020-10-17,31353.72
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2020-10-17,30929.84
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2020-10-17,31510.28
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2020-10-17,27544.68
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-10-17,29131.62
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-10-17,38203.66
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-10-17,70293.66
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-10-17,42734.25
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-10-17,116376.73
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-10-17,58467.50
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-10-17,80024.95
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-10-17,67811.49
AECOM Ltd,General Civils,2020-10-17,83176.24
AECOM Ltd,General Civils,2020-10-17,35658.11
AECOM Ltd,Professional Services Direct,2020-10-17,26296.69
AECOM Ltd,Professional Services Direct,2020-10-17,30000.00
AECOM Ltd,Professional Services Direct,2020-10-17,29034.66
AECOM Ltd,Track,2020-10-08,123727.05
AECOM Ltd,Track,2020-10-08,60213.87
AECOM Ltd,Track,2020-10-12,153755.97
AECOM Ltd,Track,2020-10-12,79632.71
AECOM Ltd,Track,2020-10-14,44428.48
AECOM Ltd,Track,2020-10-14,78436.78
AECOM Ltd,Track,2020-10-19,186456.68
AECOM Ltd,Track,2020-10-19,57300.34
AECOM Ltd,Track,2020-10-19,59190.96
AECOM Ltd,Track,2020-10-20,150000.00
AECOM Ltd,Track,2020-10-21,371086.78
AECOM Ltd,Track,2020-10-21,287376.96
AECOM Ltd,Track,2020-10-23,98625.37
AECOM Ltd,Track,2020-10-26,65026.96
AECOM Ltd,Track,2020-10-30,27550.50
AJN Engineering Management Ltd,Professional Services Direct,2020-10-17,26480.00
AM1 Projects Ltd,Electrification and Fixed Plant,2020-10-17,31165.65
AM1 Projects Ltd,Electrification and Fixed Plant,2020-10-17,29475.55
AMT-Sybex Ltd,Information Technology,2020-10-17,144396.00
AMT-Sybex Ltd,Information Technology,2020-10-17,79100.00
APCOA Parking (UK) Ltd,Facilities - Soft Services,2020-10-17,30861.08
APCOA Parking (UK) Ltd,Facilities - Soft Services,2020-10-17,37326.88
APCOA Parking (UK) Ltd,Facilities - Soft Services,2020-10-17,74226.56
APCOA Parking (UK) Ltd,Facilities - Soft Services,2020-10-17,35559.20
APCOA Parking (UK) Ltd,Facilities - Soft Services,2020-10-17,69054.96
ASSA Abloy Ltd t/a Traka,Security Solutions,2020-10-17,56541.10
ATOC Ltd,HR and Training,2020-10-17,26307.69
ATOC Ltd,HR and Training,2020-10-17,26307.69
ATOC Ltd,HR and Training,2020-10-17,26307.69
AXA PPP Healthcare Administration Services Ltd T/A PPP Healthcare,HR and Training,2020-10-17,42936.92
AXA PPP Healthcare Administration Services Ltd T/A PPP Healthcare,HR and Training,2020-10-17,230672.44
Abellio East Anglia Ltd t/a Greater Anglia,Regulatory Charges,2020-10-17,400000.00
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2020-10-17,59920.47
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2020-10-17,44316.59
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2020-10-17,246547.63
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2020-10-17,107303.31
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2020-10-17,102152.35
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2020-10-17,149288.50
Academy Class Group Limited,HR and Training,2020-10-17,27098.00
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-10-05,38050.00
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-10-05,95327.59
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-10-17,109060.69
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-10-17,36466.00
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-10-17,69239.89
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-10-17,74476.50
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-10-17,68295.50
Adventis Consulting,Land & Property Acquisitions (incl. Business Consultancy),2020-10-17,50000.00
Adviserplus Business Solutions Ltd,HR and Training,2020-10-17,106000.00
Afiniti Consultants LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-10-17,25000.00
Afiniti Consultants LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-10-17,32932.00
Afiniti Consultants LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-10-17,55080.63
Aggregate Industries UK Ltd,Ballast,2020-10-17,72507.83
Ainscough Crane Hire Ltd,Rail Fleet,2020-10-17,108420.00
Ainscough Crane Hire Ltd,Rail Fleet,2020-10-17,1019889.00
Airbus Defence & Space Ltd,Information Technology,2020-10-17,117498.00
Alchemmy Consulting Ltd,Land & Property Acquisitions (incl. Business Consultancy),2020-10-17,259830.44
Alchemmy Consulting Ltd,Land & Property Acquisitions (incl. Business Consultancy),2020-10-17,29507.00
Alexander Faulkner Partnership Ltd,Land & Property Acquisitions (incl. Business Consultancy),2020-10-17,29823.20
Allstar Business Solutions Ltd,Road Fleet,2020-10-17,448898.75
Allstar Business Solutions Ltd,Road Fleet,2020-10-17,444542.00
Allstar Business Solutions Ltd,Road Fleet,2020-10-17,436123.53
Allstar Business Solutions Ltd,Road Fleet,2020-10-17,456439.88
Alstom Product and Services Limited (APSL),Professional Services Direct,2020-10-07,1393020.87
Alstom Product and Services Limited (APSL),Professional Services Direct,2020-10-08,80515.36
Alstom Product and Services Limited (APSL),Signalling,2020-10-07,170610.42
Alstom Product and Services Limited (APSL),Signalling,2020-10-07,54232.29
Alstom Product and Services Limited (APSL),Signalling,2020-10-07,255858.13
Alstom Product and Services Limited (APSL),Signalling,2020-10-08,30126.23
Alstom Product and Services Limited (APSL),Signalling,2020-10-08,162713.57
Alstom Product and Services Limited (APSL),Signalling,2020-10-09,381377.04
Alstom Product and Services Limited (APSL),Signalling,2020-10-09,595050.29
Alstom Product and Services Limited (APSL),Signalling,2020-10-13,346175.30
Alstom Product and Services Limited (APSL),Signalling,2020-10-17,81355.66
Alstom Product and Services Limited (APSL),Signalling,2020-10-17,153266.04
Alstom Product and Services Limited (APSL),Signalling,2020-10-17,183969.66
Alstom Product and Services Limited (APSL),Signalling,2020-10-17,86494.43
Alstom Product and Services Limited (APSL),Signalling,2020-10-17,30818.00
Alstom Product and Services Limited (APSL),Signalling,2020-10-17,52500.93
Alstom Product and Services Limited (APSL),Signalling,2020-10-17,277860.00
Alstom Product and Services Limited (APSL),Signalling,2020-10-17,170295.60
Alstom Product and Services Limited (APSL),Signalling,2020-10-17,86119.06
Alstom Transport UK Ltd,Plant and Tools,2020-10-17,129168.00
Alstom Transport UK Ltd,Professional Services Direct,2020-10-29,1601477.30
Alstom Transport UK Ltd,Signalling,2020-10-30,61155.54
Altran UK Ltd,Professional Services Direct,2020-10-17,26244.28
Altran UK Ltd,Professional Services Direct,2020-10-17,50563.96
Altran UK Ltd,Professional Services Direct,2020-10-17,113963.00
Altran UK Ltd,Professional Services Direct,2020-10-17,72403.00
Altran UK Ltd,Professional Services Direct,2020-10-17,60000.00
Altran UK Ltd,Professional Services Direct,2020-10-17,40000.00
Altran UK Ltd,Regulatory Charges,2020-10-17,32500.00
Alun Griffiths (Contractors) Ltd,Buildings,2020-10-05,34542.09
Alun Griffiths (Contractors) Ltd,Buildings,2020-10-07,185221.58
Alun Griffiths (Contractors) Ltd,Buildings,2020-10-28,99105.15
Alun Griffiths (Contractors) Ltd,General Civils,2020-10-02,120120.92
Alun Griffiths (Contractors) Ltd,General Civils,2020-10-02,129672.00
Alun Griffiths (Contractors) Ltd,General Civils,2020-10-02,26628.90
Alun Griffiths (Contractors) Ltd,General Civils,2020-10-05,294949.65
Alun Griffiths (Contractors) Ltd,General Civils,2020-10-05,176054.42
Alun Griffiths (Contractors) Ltd,General Civils,2020-10-07,347204.07
Alun Griffiths (Contractors) Ltd,General Civils,2020-10-07,41931.13
Alun Griffiths (Contractors) Ltd,General Civils,2020-10-20,54770.83
Alun Griffiths (Contractors) Ltd,General Civils,2020-10-26,120567.14
Alun Griffiths (Contractors) Ltd,General Civils,2020-10-29,156288.02
Alun Griffiths (Contractors) Ltd,General Civils,2020-10-31,798573.83
Alun Griffiths (Contractors) Ltd,General Civils,2020-10-31,348705.51
Alun Griffiths (Contractors) Ltd,Infrastructure Support Services,2020-10-02,68883.35
Alun Griffiths (Contractors) Ltd,Infrastructure Support Services,2020-10-31,51224.36
Amalgamated Construction Ltd,Buildings,2020-10-02,62750.16
Amalgamated Construction Ltd,Buildings,2020-10-02,33921.53
Amalgamated Construction Ltd,Buildings,2020-10-02,31146.27
Amalgamated Construction Ltd,Buildings,2020-10-02,75428.84
Amalgamated Construction Ltd,Buildings,2020-10-02,60857.03
Amalgamated Construction Ltd,Buildings,2020-10-02,33584.67
Amalgamated Construction Ltd,Buildings,2020-10-05,57587.53
Amalgamated Construction Ltd,Buildings,2020-10-09,51296.25
Amalgamated Construction Ltd,Buildings,2020-10-22,192630.33
Amalgamated Construction Ltd,Buildings,2020-10-25,42976.80
Amalgamated Construction Ltd,Buildings,2020-10-27,881678.33
Amalgamated Construction Ltd,Buildings,2020-10-30,29320.25
Amalgamated Construction Ltd,General Civils,2020-10-01,279635.97
Amalgamated Construction Ltd,General Civils,2020-10-01,79509.61
Amalgamated Construction Ltd,General Civils,2020-10-01,176144.00
Amalgamated Construction Ltd,General Civils,2020-10-01,82373.83
Amalgamated Construction Ltd,General Civils,2020-10-01,74104.33
Amalgamated Construction Ltd,General Civils,2020-10-01,226753.71
Amalgamated Construction Ltd,General Civils,2020-10-01,47040.92
Amalgamated Construction Ltd,General Civils,2020-10-01,271315.57
Amalgamated Construction Ltd,General Civils,2020-10-01,161293.83
Amalgamated Construction Ltd,General Civils,2020-10-01,79075.89
