Supplier Name,Category Family,Invoice GL Date,Spend
1st Inrail Ltd,General Civils,2020-06-27,41258.72
1st Inrail Ltd,Track,2020-06-27,44775.77
1st Inrail Ltd,Track,2020-06-27,48641.03
1st Inrail Ltd,Track,2020-06-27,36514.52
1st Inrail Ltd,Track,2020-06-27,25412.64
1st Inrail Ltd,Track,2020-06-27,30174.90
1st Inrail Ltd,Track,2020-06-27,28709.25
1st Inrail Ltd,Track,2020-06-27,29351.43
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2020-06-27,31954.62
24-7 Industrial Services UK Ltd,Buildings,2020-06-27,93143.00
3Squared Ltd,Information Technology,2020-06-27,279000.00
A R Cook & Son (Plant Hire) Ltd,Buildings,2020-06-27,34781.96
ABP Associates Ltd,Facilities - Hard Services,2020-06-27,28662.40
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2020-06-27,30732.73
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2020-06-27,30732.73
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-06-27,67397.39
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-06-27,30723.04
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-06-27,33585.15
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-06-27,49839.08
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-06-27,40210.81
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-06-27,132302.65
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-06-27,39339.56
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-06-27,47389.64
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-06-27,41564.27
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-06-27,97013.21
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-06-27,33585.15
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-06-27,47836.60
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-06-27,67688.31
AECOM Ltd,General Civils,2020-06-27,204551.25
AECOM Ltd,General Civils,2020-06-27,173200.00
AECOM Ltd,General Civils,2020-06-27,29066.58
AECOM Ltd,Land & Property Acquisitions (incl. Business Consultancy),2020-06-27,66398.00
AECOM Ltd,Professional Services Direct,2020-06-27,108665.44
AECOM Ltd,Professional Services Direct,2020-06-27,131429.37
AECOM Ltd,Professional Services Direct,2020-06-27,65544.44
AECOM Ltd,Professional Services Direct,2020-06-27,83496.31
AECOM Ltd,Track,2020-06-01,61731.16
AECOM Ltd,Track,2020-06-01,42179.03
AECOM Ltd,Track,2020-06-01,25052.45
AECOM Ltd,Track,2020-06-19,30838.89
AECOM Ltd,Track,2020-06-19,311370.97
AECOM Ltd,Track,2020-06-19,134957.60
AECOM Ltd,Track,2020-06-19,118896.44
AECOM Ltd,Track,2020-06-22,31885.80
