Supplier Name,Category Family,Invoice GL Date,Spend
1Spatial Group Ltd,Information Technology,2019-02-02,57660.00
1st Inrail Ltd,Track,2019-02-02,27235.81
1st Inrail Ltd,Track,2019-02-02,26699.80
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2019-02-02,46649.98
ABB Ltd,Electrification and Fixed Plant,2019-02-15,687545.70
ABB Ltd,Electrification and Fixed Plant,2019-02-26,761292.24
ABC Electrification Ltd,Regulatory Charges,2019-02-02,26010.14
ABC Electrification Ltd,Electrification and Fixed Plant,2019-02-18,732602.13
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-02-02,25146.12
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-18,47683.97
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-07,137743.39
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-14,74574.83
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-07,48019.45
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-02-02,27982.98
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-02-21,36624.22
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-02-02,47675.71
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-28,40000.00
AECOM Infrastructure & Environment UK Ltd,General Civils,2019-02-02,25807.64
AECOM Infrastructure & Environment UK Ltd,General Civils,2019-02-02,65612.02
AECOM Infrastructure & Environment UK Ltd,Land & Property Acquisitions (incl. Business Consultancy),2019-02-02,34076.52
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-21,93846.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-22,36229.08
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-21,31917.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-21,25591.72
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-21,30140.01
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-21,137254.36
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-21,149809.60
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-21,60411.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-25,30107.80
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-25,56185.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-21,81546.93
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-25,35864.49
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-21,100242.06
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-21,127915.82
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-21,85437.23
AECOM Infrastructure & Environment UK Ltd,Track,2019-02-25,415747.00
AECOM Ltd,Professional Services Direct,2019-02-02,161536.15
AECOM Ltd,Professional Services Direct,2019-02-14,28334.13
AECOM Ltd,Professional Services Direct,2019-02-07,43729.01
AECOM Ltd,General Civils,2019-02-02,67252.95
AECOM Ltd,Professional Services Direct,2019-02-19,69336.53
AECOM Ltd,Professional Services Direct,2019-02-19,77599.12
AI Recruitment Technologies Ltd,Recruitment Services,2019-02-02,25000.00
AM1 Projects Ltd,Electrification and Fixed Plant,2019-02-02,372299.00
AMT-Sybex Ltd,Information Technology,2019-02-02,41800.00
APCOA Parking (UK) Ltd,Facilities - Soft Services,2019-02-02,197393.40
ASRA Construction Services Ltd (ACSL),Regulatory Charges,2019-02-02,48051.91
AXA PPP Healthcare Admin Services Ltd T/A PPP Healthcare,HR and Training,2019-02-02,215291.27
