Supplier Name,Category Family,Invoice GL Date,Spend
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2019-05-25,43148.06
A D Modular Ltd,Plant and Tools,2019-05-25,60000.00
A D Modular Ltd,Plant and Tools,2019-05-25,50000.00
ABB Ltd,Electrification and Fixed Plant,2019-05-10,711887.48
ABC Electrification Ltd,Regulatory Charges,2019-05-25,122762.04
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-05-25,30324.71
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-05-25,68518.35
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-05-24,258460.36
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-05-25,37520.44
AECOM Infrastructure & Environment UK Ltd,Track,2019-05-20,45575.00
AECOM Infrastructure & Environment UK Ltd,Land & Property Acquisitions (incl. Business Consultancy),2019-05-25,47263.49
AECOM Infrastructure & Environment UK Ltd,Track,2019-05-13,69885.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-05-16,46008.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-05-14,29042.94
AECOM Infrastructure & Environment UK Ltd,Track,2019-05-14,26253.68
AECOM Infrastructure & Environment UK Ltd,Track,2019-05-16,129456.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-05-13,69885.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-05-14,58630.00
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-05-23,116997.01
AECOM Infrastructure & Environment UK Ltd,General Civils,2019-05-23,204710.37
AECOM Infrastructure & Environment UK Ltd,Track,2019-05-17,208115.18
AECOM Infrastructure & Environment UK Ltd,Track,2019-05-13,125283.22
AECOM Infrastructure & Environment UK Ltd,Track,2019-05-13,211915.38
AECOM Infrastructure & Environment UK Ltd,Track,2019-05-17,107692.00
AECOM Ltd,Professional Services Direct,2019-05-25,695763.06
AECOM Ltd,General Civils,2019-05-25,37628.76
AECOM Ltd,Professional Services Direct,2019-05-22,338975.92
AECOM Ltd,Professional Services Direct,2019-05-25,33000.00
AECOM Ltd,Professional Services Direct,2019-05-22,55144.35
AECOM Ltd,Professional Services Direct,2019-05-22,38311.91
AEG Power Solutions Ltd,Electrification and Fixed Plant,2019-05-25,79989.68
AEG Power Solutions Ltd,Plant and Tools,2019-05-25,77140.00
AM1 Projects Ltd,Electrification and Fixed Plant,2019-05-25,64732.30
AM1 Projects Ltd,Electrification and Fixed Plant,2019-05-25,40051.97
AM1 Projects Ltd,Electrification and Fixed Plant,2019-05-25,61587.97
AMT-Sybex Ltd,Information Technology,2019-05-25,345000.00
AMT-Sybex Ltd,Information Technology,2019-05-25,1026756.00
APCOA Parking (UK) Ltd,Facilities - Soft Services,2019-05-25,194995.58
APCOA Parking (UK) Ltd,Facilities - Soft Services,2019-05-25,28510.89
ASRA Construction Services Ltd (ACSL),Regulatory Charges,2019-05-25,40931.98
AXA PPP Healthcare Admin Services Ltd T/A PPP Healthcare,HR and Training,2019-05-25,289888.90
Aaron Rail Ltd,Security Solutions,2019-05-25,39582.00
Abellio East Anglia Ltd t/a Greater Anglia,Regulatory Charges,2019-05-25,1000000.00
Abellio ScotRail Ltd,Telecoms,2019-05-25,73401.09
Abellio ScotRail Ltd,Regulatory Charges,2019-05-25,123804.73
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-05-25,384227.07
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-05-25,336593.87
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-05-25,488431.80
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-05-25,383949.18
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-05-25,481325.14
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-05-25,366036.74
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-05-25,405634.75
Access Disputes Committee,Regulatory Charges,2019-05-25,55682.30
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2019-05-25,77578.00
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2019-05-01,45000.00
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2019-05-01,45000.00
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2019-05-25,34662.45
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2019-05-25,31712.85
Advanced Power Services Ltd,Electrification and Fixed Plant,2019-05-25,49389.91
Adviserplus Business Solutions Ltd,HR and Training,2019-05-25,106000.00
Alan Dick Communications Ltd,Signalling,2019-05-25,26902.60
Alan Dick Communications Ltd,Telecoms,2019-05-28,28711.36
Allstar Business Solutions Ltd,Road Fleet,2019-05-25,425736.59
Allstar Business Solutions Ltd,Road Fleet,2019-05-25,343098.46
Allstar Business Solutions Ltd,Road Fleet,2019-05-25,417873.58
Allstar Business Solutions Ltd,Road Fleet,2019-05-25,376142.97
Alpha Electronics (Southern) Ltd,Plant and Tools,2019-05-25,31930.00
Alstom Transport UK Ltd,Signalling,2019-05-25,77539.09
Alstom Transport UK Ltd,Signalling,2019-05-17,101515.59
Alstom Transport UK Ltd,Professional Services Direct,2019-05-10,506316.67
Alstom Transport UK Ltd,Signalling,2019-05-13,152666.19
Alstom Transport UK Ltd,Signalling,2019-05-15,521612.65
Alstom Transport UK Ltd,Signalling,2019-05-20,87390.39
Alstom Transport UK Ltd,Signalling,2019-05-30,76364.27
Alstom Transport UK Ltd,Signalling,2019-05-07,99888.01
Alstom Transport UK Ltd,Professional Services Direct,2019-05-25,384034.84
Alstom Transport UK Ltd,Signalling,2019-05-25,84700.00
Alstom Transport UK Ltd,Signalling,2019-05-28,1628619.18
Alstom Transport UK Ltd,Signalling,2019-05-13,63601.84
Alstom Transport UK Ltd,Signalling,2019-05-23,80753.60
Alstom Transport UK Ltd,Signalling,2019-05-16,55935.98
Alstom Transport UK Ltd,Professional Services Direct,2019-05-25,75593.94
Alstom Transport UK Ltd,Professional Services Direct,2019-05-25,62172.82
Alstom Transport UK Ltd,Signalling,2019-05-20,135837.04
Alun Griffiths (Contractors) Ltd,General Civils,2019-05-14,295972.79
Alun Griffiths (Contractors) Ltd,General Civils,2019-05-03,230796.65
Alun Griffiths (Contractors) Ltd,General Civils,2019-05-03,548398.40
Alun Griffiths (Contractors) Ltd,General Civils,2019-05-09,32662.29
Alun Griffiths (Contractors) Ltd,Buildings,2019-05-23,43923.77
Alun Griffiths (Contractors) Ltd,General Civils,2019-05-09,35877.04
Alun Griffiths (Contractors) Ltd,General Civils,2019-05-10,351750.88
Alun Griffiths (Contractors) Ltd,General Civils,2019-05-25,26750.00
Alun Griffiths (Contractors) Ltd,General Civils,2019-05-25,90950.00
Alun Griffiths (Contractors) Ltd,General Civils,2019-05-13,28201.81
Alun Griffiths (Contractors) Ltd,General Civils,2019-05-15,163985.53
Alun Griffiths (Contractors) Ltd,Buildings,2019-05-15,85364.50
Alun Griffiths (Contractors) Ltd,General Civils,2019-05-10,316637.59
Alun Griffiths (Contractors) Ltd,General Civils,2019-05-08,26521.56
Alun Griffiths (Contractors) Ltd,General Civils,2019-05-07,215209.85
Alun Griffiths (Contractors) Ltd,General Civils,2019-05-30,288254.97
Amalgamated Construction Ltd,Buildings,2019-05-17,1389546.11
Amalgamated Construction Ltd,General Civils,2019-05-13,31968.17
Amalgamated Construction Ltd,Buildings,2019-05-08,25806.21
Amalgamated Construction Ltd,Buildings,2019-05-08,72044.78
Amalgamated Construction Ltd,Buildings,2019-05-08,69022.42
Amalgamated Construction Ltd,Infrastructure Support Services,2019-05-08,52447.97
Amalgamated Construction Ltd,General Civils,2019-05-08,108022.76
Amalgamated Construction Ltd,General Civils,2019-05-28,25266.97
Amalgamated Construction Ltd,Buildings,2019-05-13,34213.91
Amalgamated Construction Ltd,Buildings,2019-05-14,33465.76
Amalgamated Construction Ltd,General Civils,2019-05-13,134663.17
Amalgamated Construction Ltd,General Civils,2019-05-07,197352.74
Amalgamated Construction Ltd,Buildings,2019-05-25,25942.01
Amalgamated Construction Ltd,Buildings,2019-05-25,25422.71
Amalgamated Construction Ltd,Buildings,2019-05-25,31375.38
Amalgamated Construction Ltd,Buildings,2019-05-25,33896.94
Amalgamated Construction Ltd,General Civils,2019-05-01,154460.94
Amalgamated Construction Ltd,General Civils,2019-05-02,250000.00
Amalgamated Construction Ltd,General Civils,2019-05-13,49280.35
Amalgamated Construction Ltd,Buildings,2019-05-25,29646.20
Amalgamated Construction Ltd,Professional Services Direct,2019-05-07,172698.61
Amalgamated Construction Ltd,General Civils,2019-05-07,43060.58
Amalgamated Construction Ltd,General Civils,2019-05-07,52543.48
Amalgamated Construction Ltd,General Civils,2019-05-07,226401.67
Amalgamated Construction Ltd,General Civils,2019-05-23,30162.93
Amalgamated Construction Ltd,Buildings,2019-05-25,38102.00
Amalgamated Construction Ltd,General Civils,2019-05-01,288476.67
Amalgamated Construction Ltd,General Civils,2019-05-08,97575.20
Amalgamated Construction Ltd,General Civils,2019-05-03,52153.73
Amalgamated Construction Ltd,General Civils,2019-05-13,420980.58
Amalgamated Construction Ltd,General Civils,2019-05-03,224935.14
Amalgamated Construction Ltd,General Civils,2019-05-03,73349.96
Amalgamated Construction Ltd,General Civils,2019-05-03,309443.47
Amalgamated Construction Ltd,General Civils,2019-05-13,97525.00
Amalgamated Construction Ltd,General Civils,2019-05-13,149153.49
Amalgamated Construction Ltd,General Civils,2019-05-30,61395.13
Amalgamated Construction Ltd,General Civils,2019-05-13,28990.26
Amalgamated Construction Ltd,General Civils,2019-05-22,34328.86
Amalgamated Construction Ltd,General Civils,2019-05-13,336782.80
Amalgamated Construction Ltd,General Civils,2019-05-09,442929.75
Amalgamated Construction Ltd,General Civils,2019-05-13,64057.02
Amalgamated Construction Ltd,General Civils,2019-05-15,52515.13
Amalgamated Construction Ltd,General Civils,2019-05-25,94145.76
Amalgamated Construction Ltd,General Civils,2019-05-10,134112.84
Amalgamated Construction Ltd,General Civils,2019-05-29,458335.20
Amalgamated Construction Ltd,General Civils,2019-05-29,57319.96
Amalgamated Construction Ltd,General Civils,2019-05-10,91955.80
Amalgamated Construction Ltd,General Civils,2019-05-09,294503.89
Amalgamated Construction Ltd,General Civils,2019-05-31,84155.79
Amalgamated Construction Ltd,General Civils,2019-05-14,105903.41
Amalgamated Construction Ltd,General Civils,2019-05-29,174394.08
Amalgamated Construction Ltd,General Civils,2019-05-13,65202.02
Amalgamated Construction Ltd,Buildings,2019-05-23,151381.01
Amalgamated Construction Ltd,Buildings,2019-05-13,41408.93
Amalgamated Construction Ltd,General Civils,2019-05-22,30472.12
Amalgamated Construction Ltd,General Civils,2019-05-08,198649.06
Amalgamated Construction Ltd,General Civils,2019-05-29,54549.65
Amalgamated Construction Ltd,Buildings,2019-05-14,53226.54
Amalgamated Construction Ltd,General Civils,2019-05-07,204650.44
Amalgamated Construction Ltd,General Civils,2019-05-07,167479.39
Amalgamated Construction Ltd,General Civils,2019-05-07,63960.53
Amalgamated Construction Ltd,General Civils,2019-05-25,331111.17
Amalgamated Construction Ltd,General Civils,2019-05-07,317259.87
Amalgamated Construction Ltd,General Civils,2019-05-30,26176.03
Amalgamated Construction Ltd,General Civils,2019-05-30,50462.98
Amalgamated Construction Ltd,General Civils,2019-05-07,103843.32
Amalgamated Construction Ltd,General Civils,2019-05-07,60571.38
Amalgamated Construction Ltd,General Civils,2019-05-07,96579.36
Amalgamated Construction Ltd,General Civils,2019-05-30,196245.99
Amalgamated Construction Ltd,General Civils,2019-05-07,223068.36
Amalgamated Construction Ltd,General Civils,2019-05-07,60764.82
Amalgamated Construction Ltd,General Civils,2019-05-07,48356.71
Amalgamated Construction Ltd,General Civils,2019-05-07,174847.51
Amalgamated Construction Ltd,General Civils,2019-05-30,26802.73
Amalgamated Construction Ltd,General Civils,2019-05-07,27859.91
Amalgamated Construction Ltd,General Civils,2019-05-07,48000.10
Amalgamated Construction Ltd,General Civils,2019-05-13,131310.70
Amalgamated Construction Ltd,General Civils,2019-05-20,94317.28
Amalgamated Construction Ltd,General Civils,2019-05-22,31146.82
Amalgamated Construction Ltd,General Civils,2019-05-20,49369.24
Amalgamated Construction Ltd,General Civils,2019-05-20,47801.50
Amalgamated Construction Ltd,General Civils,2019-05-20,126429.72
Amalgamated Construction Ltd,General Civils,2019-05-20,75434.41
Amalgamated Construction Ltd,General Civils,2019-05-20,28605.33
Amalgamated Construction Ltd,General Civils,2019-05-20,54004.26
Amalgamated Construction Ltd,General Civils,2019-05-20,72448.16
Amalgamated Construction Ltd,General Civils,2019-05-20,28889.45
Amalgamated Construction Ltd,General Civils,2019-05-20,33774.49
Amalgamated Construction Ltd,General Civils,2019-05-20,144482.96
Amalgamated Construction Ltd,General Civils,2019-05-20,70782.02
Amalgamated Construction Ltd,Signalling,2019-05-14,105164.75
Amalgamated Construction Ltd,General Civils,2019-05-07,129524.77
Amalgamated Construction Ltd,General Civils,2019-05-20,940694.60
Amalgamated Construction Ltd,General Civils,2019-05-20,39080.54
Amalgamated Construction Ltd,General Civils,2019-05-25,58714.95
Amalgamated Construction Ltd,General Civils,2019-05-07,100098.06
Amalgamated Construction Ltd,General Civils,2019-05-23,240767.06
Amalgamated Construction Ltd,Electrification and Fixed Plant,2019-05-15,248383.65
Amalgamated Construction Ltd,General Civils,2019-05-08,539533.57
Amalgamated Construction Ltd,General Civils,2019-05-09,25866.00
Amalgamated Construction Ltd,Buildings,2019-05-21,131851.84
Amalgamated Construction Ltd,Electrification and Fixed Plant,2019-05-09,97897.95
