Supplier Name,Category Family,Invoice GL Date,Spend
8point8 Vanguard Ltd,Security Solutions,2020-01-04,140041.32
8point8 Vanguard Ltd,Security Solutions,2020-01-04,123750.00
A D Modular Ltd,Plant and Tools,2020-01-04,48200.00
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-01-04,29370.02
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-01-04,26832.83
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-01-04,33919.72
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-01-04,25665.99
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-01-04,53726.94
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-01-04,33254.83
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-01-04,36014.20
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-01-04,76420.10
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-01-04,135235.80
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-01-04,32421.42
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-01-04,88291.64
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-01-04,41669.32
AECOM Infrastructure & Environment UK Ltd,Track,2020-01-23,109683.16
AECOM Ltd,General Civils,2020-01-04,31720.53
AECOM Ltd,General Civils,2020-01-04,350970.22
AECOM Ltd,General Civils,2020-01-04,129798.32
AECOM Ltd,Professional Services Direct,2020-01-04,32303.95
AECOM Ltd,Professional Services Direct,2020-01-04,44534.80
AECOM Ltd,Professional Services Direct,2020-01-04,349222.28
AECOM Ltd,Professional Services Direct,2020-01-04,376420.38
AECOM Ltd,Professional Services Direct,2020-01-28,32595.11
AECOM Ltd,Professional Services Direct,2020-01-28,35940.85
AECOM Ltd,Track,2020-01-25,34232.97
AECOM Ltd,Track,2020-01-25,33524.97
AECOM Ltd,Track,2020-01-25,37661.17
AECOM Ltd,Track,2020-01-27,159046.76
AECOM Ltd,Track,2020-01-27,54217.91
AECOM Ltd,Track,2020-01-27,147199.43
AECOM Ltd,Track,2020-01-27,48215.00
AECOM Ltd,Track,2020-01-28,78417.90
AECOM Ltd,Track,2020-01-28,163944.84
AM1 Projects Ltd,Electrification and Fixed Plant,2020-01-04,46098.13
AM1 Projects Ltd,Electrification and Fixed Plant,2020-01-04,27293.20
AM1 Projects Ltd,Electrification and Fixed Plant,2020-01-04,335385.95
AM1 Projects Ltd,Electrification and Fixed Plant,2020-01-04,34726.29
AM1 Projects Ltd,Electrification and Fixed Plant,2020-01-04,27548.38
AMT-Sybex Ltd,Information Technology,2020-01-04,420000.00
APCOA Parking (UK) Ltd,Facilities - Soft Services,2020-01-04,25267.12
AXA PPP Healthcare Administration Services Ltd T/A PPP Healthcare,HR and Training,2020-01-04,35562.90
AXA PPP Healthcare Administration Services Ltd T/A PPP Healthcare,HR and Training,2020-01-04,306520.90
Abellio East Anglia Ltd t/a Greater Anglia,Telecoms,2020-01-04,29578.01
Abellio Greater Anglia Ltd,Facilities - Soft Services,2020-01-04,42490.26
Abellio Greater Anglia Ltd,Regulatory Charges,2020-01-04,461679.51
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2020-01-04,372317.73
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2020-01-04,30928.00
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2020-01-04,367543.43
