Supplier Name,Category Family,Invoice GL Date,Spend
1st Inrail Ltd,Track,2020-12-12,245750.56
1st Inrail Ltd,Track,2020-12-12,58586.58
1st Inrail Ltd,Track,2020-12-12,32304.08
1st Inrail Ltd,Track,2020-12-12,38474.63
1st Inrail Ltd,Track,2020-12-12,128575.42
3Squared Ltd,Information Technology,2020-12-12,64535.50
3Squared Ltd,Information Technology,2020-12-12,138738.60
3Squared Ltd,Information Technology,2020-12-12,93473.00
A D Modular Ltd,Plant and Tools,2020-12-12,34750.00
ABB Ltd,Electrification and Fixed Plant,2020-12-12,63520.59
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2020-12-12,60074.94
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2020-12-12,27564.55
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2020-12-12,30857.82
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2020-12-12,25893.73
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-12-12,136151.44
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-12-12,153502.68
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-12-12,39467.02
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-12-12,56245.27
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-12-12,115454.65
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-12-12,28140.23
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-12-12,49285.69
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-12-12,116512.54
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-12-12,29067.10
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-12-12,49750.00
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-12-12,53977.27
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-12-12,28880.04
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-12-12,26262.83
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-12-12,25068.85
AECOM Infrastructure & Environment UK Ltd,Track,2020-12-07,125398.34
AECOM Ltd,General Civils,2020-12-12,1359362.31
AECOM Ltd,General Civils,2020-12-12,156020.86
AECOM Ltd,General Civils,2020-12-12,163071.44
AECOM Ltd,General Civils,2020-12-12,72913.64
AECOM Ltd,Professional Services Direct,2020-12-12,26709.71
AECOM Ltd,Professional Services Direct,2020-12-12,49456.06
AECOM Ltd,Professional Services Direct,2020-12-12,49034.32
AECOM Ltd,Professional Services Direct,2020-12-12,61411.45
AECOM Ltd,Professional Services Direct,2020-12-12,40120.00
AECOM Ltd,Track,2020-12-03,40999.00
AECOM Ltd,Track,2020-12-05,98729.03
AECOM Ltd,Track,2020-12-07,39211.23
AECOM Ltd,Track,2020-12-07,275985.18
AECOM Ltd,Track,2020-12-07,31695.23
AECOM Ltd,Track,2020-12-08,53237.28
AECOM Ltd,Track,2020-12-08,37651.52
AECOM Ltd,Track,2020-12-08,61928.00
AECOM Ltd,Track,2020-12-08,27764.00
AECOM Ltd,Track,2020-12-09,164458.00
AECOM Ltd,Track,2020-12-14,70876.82
AECOM Ltd,Track,2020-12-15,32761.57
AECOM Ltd,Track,2020-12-15,111181.89
AECOM Ltd,Track,2020-12-16,403122.52
AECOM Ltd,Track,2020-12-17,66709.00
AECOM Ltd,Track,2020-12-17,40000.00
AECOM Ltd,Track,2020-12-17,45756.00
AECOM Ltd,Track,2020-12-18,218590.00
AECOM Ltd,Track,2020-12-18,91500.32
AECOM Ltd,Track,2020-12-21,30584.81
AECOM Ltd,Track,2020-12-23,158376.00
