Supplier Name,Category Family,Invoice GL Date,Spend
(AQ) Ltd,Telecoms,2021-01-09,91500.00
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2021-01-09,25778.33
2Excel Aviation Ltd,Professional Services Direct,2021-01-09,55000.00
A P Webb Plant Hire Ltd,On Track Plant,2021-01-18,26984.16
ADJsoft Ltd t/a Dronecloud,Information Technology,2021-01-09,70000.00
ADJsoft Ltd t/a Dronecloud,Information Technology,2021-01-09,100000.00
ADJsoft Ltd t/a Dronecloud,Information Technology,2021-01-09,26200.00
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2021-01-09,91438.07
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2021-01-09,95241.07
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2021-01-09,41450.86
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2021-01-09,30457.90
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2021-01-09,36825.13
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2021-01-09,76206.13
AECOM Infrastructure & Environment UK Ltd,General Civils,2021-01-09,70677.71
AECOM Infrastructure & Environment UK Ltd,General Civils,2021-01-09,203472.33
AECOM Infrastructure & Environment UK Ltd,General Civils,2021-01-09,45628.93
AECOM Infrastructure & Environment UK Ltd,General Civils,2021-01-09,66173.51
AECOM Infrastructure & Environment UK Ltd,General Civils,2021-01-09,116818.17
AECOM Infrastructure & Environment UK Ltd,General Civils,2021-01-09,33450.95
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2021-01-09,28225.77
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2021-01-09,87060.13
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2021-01-09,26521.78
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2021-01-09,76598.51
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2021-01-09,39205.26
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2021-01-09,30749.47
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2021-01-09,61518.26
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2021-01-09,91117.00
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2021-01-09,116436.23
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2021-01-09,32661.93
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2021-01-09,27922.21
AECOM Ltd,General Civils,2021-01-09,229016.10
AECOM Ltd,General Civils,2021-01-09,52214.74
AECOM Ltd,General Civils,2021-01-09,261676.26
AECOM Ltd,General Civils,2021-01-09,313564.62
AECOM Ltd,General Civils,2021-01-09,70661.44
AECOM Ltd,General Civils,2021-01-09,26411.81
AECOM Ltd,Professional Services Direct,2021-01-09,100228.30
AECOM Ltd,Professional Services Direct,2021-01-09,1129046.95
AECOM Ltd,Professional Services Direct,2021-01-09,77500.71
AECOM Ltd,Professional Services Direct,2021-01-09,45523.50
AECOM Ltd,Professional Services Direct,2021-01-09,47322.71
AECOM Ltd,Track,2021-01-04,49237.42
AECOM Ltd,Track,2021-01-26,75758.00
AECOM Ltd,Track,2021-01-26,177756.71
AHR Architects Ltd,Professional Services Direct,2021-01-09,30409.68
AMCL Systems Engineering Ltd t/a Vertex Systems Engineering,Professional Services Direct,2021-01-09,28250.00
APCOA Parking (UK) Ltd,Facilities - Soft Services,2021-01-09,69054.96
APCOA Parking (UK) Ltd,Facilities - Soft Services,2021-01-09,37326.88
APCOA Parking (UK) Ltd,Facilities - Soft Services,2021-01-09,74226.56
APCOA Parking (UK) Ltd,Facilities - Soft Services,2021-01-09,35559.20
ARR Rail Solutions Ltd,Professional Services Direct,2021-01-09,55202.00
ARR Rail Solutions Ltd,Professional Services Direct,2021-01-09,37169.00
ATOC Ltd,HR and Training,2021-01-09,26307.69
Abellio East Anglia Ltd t/a Greater Anglia,Telecoms,2021-01-09,30583.66
Abellio ScotRail Ltd,Regulatory Charges,2021-01-09,35600.00
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2021-01-09,127307.62
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2021-01-09,110569.27
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2021-01-09,82064.94
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2021-01-09,48104.04
Adastra International Limited,Land & Property Acquisitions (incl. Business Consultancy),2021-01-09,43650.00
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2021-01-09,32134.50
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2021-01-09,39986.23
