Supplier Name,Category Family,Invoice GL Date,Spend
1st Inrail Ltd,Track,2018-02-20,47637.34
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-02-16,49510.00
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-02-19,29999.82
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-02-26,49774.50
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-02-23,30563.57
24-7 Industrial Services UK Ltd,Buildings,2018-02-28,37274.64
ABB Ltd,Electrification and Fixed Plant,2018-02-09,95064.00
ABB Ltd,Electrification and Fixed Plant,2018-02-04,51537.50
ABB Ltd,Electrification and Fixed Plant,2018-02-04,42792.50
ABB Ltd,Electrification and Fixed Plant,2018-02-05,241238.09
ABB Ltd,Electrification and Fixed Plant,2018-02-15,302706.37
ABC Electrification Ltd,Electrification and Fixed Plant,2018-02-19,48457.72
ABC Electrification Ltd,Electrification and Fixed Plant,2018-02-20,3046665.22
ABC Electrification Ltd,Electrification and Fixed Plant,2018-02-14,2700232.83
ABC Electrification Ltd,Electrification and Fixed Plant,2018-02-27,1222152.43
ABP Associates Ltd,Facilities - Hard Services,2018-02-23,38582.00
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-02-26,44436.75
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-02-24,54357.07
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-02-26,317878.31
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-02-27,38182.57
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-02-27,42158.76
AECOM Infrastructure & Environment UK Ltd,Track,2018-02-23,53984.13
AECOM Infrastructure & Environment UK Ltd,Track,2018-02-23,52930.63
AECOM Infrastructure & Environment UK Ltd,Track,2018-02-26,196520.00
AECOM Infrastructure & Environment UK Ltd,General Civils,2018-02-21,51579.77
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-02-24,32015.53
AECOM Infrastructure & Environment UK Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-02-01,26484.26
AECOM Infrastructure & Environment UK Ltd,Track,2018-02-20,64795.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-02-20,45903.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-02-19,41935.40
AECOM Infrastructure & Environment UK Ltd,Track,2018-02-28,100001.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-02-13,47919.45
AECOM Infrastructure & Environment UK Ltd,Track,2018-02-20,130699.00
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-02-19,87490.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-02-12,50487.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-02-12,234443.92
AECOM Infrastructure & Environment UK Ltd,Track,2018-02-12,124321.10
AECOM Infrastructure & Environment UK Ltd,Track,2018-02-12,576520.06
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-02-21,41387.70
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-02-20,25836.26
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-02-21,25836.26
AECOM Ltd,Professional Services Direct,2018-02-09,40277.20
AECOM Ltd,Professional Services Direct,2018-02-24,493395.50
AECOM Ltd,General Civils,2018-02-20,62572.34
AECOM Ltd,General Civils,2018-02-20,32340.91
AECOM Ltd,Professional Services Direct,2018-02-09,27710.39
AECOM Ltd,Professional Services Direct,2018-02-21,33209.81
AECOM Ltd,Professional Services Direct,2018-02-19,703093.57
AECOM Ltd,General Civils,2018-02-09,25364.15
AECOM Ltd,General Civils,2018-02-20,28290.74
AECOM Ltd,General Civils,2018-02-15,45869.61
