Supplier Name,Category Family,Invoice GL Date,Spend
1st Inrail Ltd,General Civils,2019-10-12,29692.76
1st Inrail Ltd,Track,2019-10-12,43492.00
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2019-10-12,49710.91
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2019-10-12,48597.84
5th Studio Ltd,Land & Property Acquisitions (incl. Business Consultancy),2019-10-12,49060.00
A P Webb Plant Hire Ltd,On Track Plant,2019-10-08,25122.00
ABB Ltd,Electrification and Fixed Plant,2019-10-14,1020705.66
AECOM Infrastructure & Environment UK Ltd,Land & Property Acquisitions (incl. Business Consultancy),2019-10-12,77334.78
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-10-12,58934.02
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-10-12,33254.83
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-10-12,34222.47
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-10-12,83280.80
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-10-12,73357.70
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-10-12,59246.74
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-10-12,88897.83
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-10-12,47225.29
AECOM Ltd,General Civils,2019-10-01,117654.09
AECOM Ltd,General Civils,2019-10-12,27216.13
AECOM Ltd,General Civils,2019-10-12,151642.27
AECOM Ltd,General Civils,2019-10-12,259921.33
AECOM Ltd,General Civils,2019-10-12,26537.91
AECOM Ltd,General Civils,2019-10-12,132478.31
AECOM Ltd,General Civils,2019-10-12,92179.72
AECOM Ltd,General Civils,2019-10-12,108569.02
AECOM Ltd,General Civils,2019-10-12,242663.60
AECOM Ltd,General Civils,2019-10-12,43723.06
AECOM Ltd,Professional Services Direct,2019-10-11,113854.64
AECOM Ltd,Professional Services Direct,2019-10-11,128811.31
AECOM Ltd,Professional Services Direct,2019-10-12,32232.00
AECOM Ltd,Professional Services Direct,2019-10-12,49902.00
AECOM Ltd,Professional Services Direct,2019-10-12,348579.18
AECOM Ltd,Professional Services Direct,2019-10-12,469821.15
AECOM Ltd,Track,2019-10-08,53106.00
AECOM Ltd,Track,2019-10-08,278245.00
AECOM Ltd,Track,2019-10-08,148687.62
AECOM Ltd,Track,2019-10-08,225418.00
AEG Power Solutions Ltd,Electrification and Fixed Plant,2019-10-12,42041.00
AEG Power Solutions Ltd,Plant and Tools,2019-10-12,45032.00
AM1 Projects Ltd,Electrification and Fixed Plant,2019-10-12,36484.47
AM1 Projects Ltd,Electrification and Fixed Plant,2019-10-12,68041.47
AMT-Sybex Ltd,Information Technology,2019-10-12,773550.00
APCOA Parking (UK) Ltd,Facilities - Soft Services,2019-10-12,202217.64
APCOA Parking (UK) Ltd,Facilities - Soft Services,2019-10-12,25447.19
AXA PPP Healthcare Administration Services Ltd T/A PPP Healthcare,HR and Training,2019-10-12,362999.45
Abellio East Anglia Ltd t/a Greater Anglia,Telecoms,2019-10-12,29578.01
Abellio East Anglia Ltd t/a Greater Anglia,Telecoms,2019-10-12,29578.01
Abellio ScotRail Ltd,Recruitment Services,2019-10-12,68880.00
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-10-12,579881.09
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-10-12,27772.00
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-10-12,560455.05
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-10-12,471930.64
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-10-12,25148.00
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-10-12,524841.65
Academy for Project Management Ltd,HR and Training,2019-10-12,58000.00
Academy for Project Management Ltd,HR and Training,2019-10-12,58300.00
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2019-10-12,33640.17
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2019-10-12,45497.46
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2019-10-12,25083.11
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2019-10-12,192885.53
Advalus Ltd,Land & Property Acquisitions (incl. Business Consultancy),2019-10-12,30000.00
Adviserplus Business Solutions Ltd,HR and Training,2019-10-12,106000.00
Aggregate Industries UK Ltd,Ballast,2019-10-12,67716.68
Aggregate Industries UK Ltd,Ballast,2019-10-12,31208.11
Aggregate Industries UK Ltd,Ballast,2019-10-12,32542.61
Airwave Solutions Ltd,Telecoms,2019-10-12,55459.60
Alan Dick Communications Ltd,Telecoms,2019-10-12,45963.00
Allan J Hargreaves Plant Engineers Ltd,On Track Plant,2019-10-12,36900.00
Allstar Business Solutions Ltd,Road Fleet,2019-10-12,381937.03
Allstar Business Solutions Ltd,Road Fleet,2019-10-12,307849.90
Allstar Business Solutions Ltd,Road Fleet,2019-10-12,427417.02
Allstar Business Solutions Ltd,Road Fleet,2019-10-12,395915.14
Allstar Business Solutions Ltd,Road Fleet,2019-10-12,371697.95
Allstar Business Solutions Ltd,Road Fleet,2019-10-12,406980.51
Allstar Business Solutions Ltd,Road Fleet,2019-10-12,410793.06
Alstom Academy for Rail,Signalling,2019-10-12,157900.02
Alstom Academy for Rail,Signalling,2019-10-17,157900.02
Alstom Transport UK Ltd,Plant and Tools,2019-10-12,102710.00
Alstom Transport UK Ltd,Plant and Tools,2019-10-12,172914.00
Alstom Transport UK Ltd,Plant and Tools,2019-10-12,118000.00
Alstom Transport UK Ltd,Plant and Tools,2019-10-12,102710.00
Alstom Transport UK Ltd,Professional Services Direct,2019-10-12,497342.25
Alstom Transport UK Ltd,Signalling,2019-10-02,92025.73
Alstom Transport UK Ltd,Signalling,2019-10-02,68000.00
Alstom Transport UK Ltd,Signalling,2019-10-03,139779.28
Alstom Transport UK Ltd,Signalling,2019-10-03,78777.13
Alstom Transport UK Ltd,Signalling,2019-10-04,483396.07
Alstom Transport UK Ltd,Signalling,2019-10-04,83734.11
Alstom Transport UK Ltd,Signalling,2019-10-05,42346.18
Alstom Transport UK Ltd,Signalling,2019-10-07,202996.92
Alstom Transport UK Ltd,Signalling,2019-10-09,1221664.87
Alstom Transport UK Ltd,Signalling,2019-10-12,29090.00
Alstom Transport UK Ltd,Signalling,2019-10-12,28950.56
Alstom Transport UK Ltd,Signalling,2019-10-12,41429.00
Alstom Transport UK Ltd,Signalling,2019-10-12,157900.02
Alstom Transport UK Ltd,Signalling,2019-10-12,28248.00
Alstom Transport UK Ltd,Signalling,2019-10-18,173195.29
Alstom Transport UK Ltd,Signalling,2019-10-21,31784.61
Alstom Transport UK Ltd,Signalling,2019-10-24,45535.22
Alstom Transport UK Ltd,Signalling,2019-10-28,85854.01
Altran UK Ltd,Professional Services Direct,2019-10-12,96250.00
Altran UK Ltd,Regulatory Charges,2019-10-12,37500.00
Alun Griffiths (Contractors) Ltd,Buildings,2019-10-01,34948.86
Alun Griffiths (Contractors) Ltd,Buildings,2019-10-02,156514.25
Alun Griffiths (Contractors) Ltd,Buildings,2019-10-11,587849.59
Alun Griffiths (Contractors) Ltd,Buildings,2019-10-12,30307.59
Alun Griffiths (Contractors) Ltd,Buildings,2019-10-21,67969.86
Alun Griffiths (Contractors) Ltd,Buildings,2019-10-30,97864.90
Alun Griffiths (Contractors) Ltd,General Civils,2019-10-01,477008.07
Alun Griffiths (Contractors) Ltd,General Civils,2019-10-12,131764.44
Alun Griffiths (Contractors) Ltd,General Civils,2019-10-12,34823.60
Alun Griffiths (Contractors) Ltd,General Civils,2019-10-14,167823.75
Alun Griffiths (Contractors) Ltd,General Civils,2019-10-15,88978.69
Alun Griffiths (Contractors) Ltd,General Civils,2019-10-17,432713.63
Alun Griffiths (Contractors) Ltd,General Civils,2019-10-21,159683.40
Alun Griffiths (Contractors) Ltd,General Civils,2019-10-22,222525.93
Alun Griffiths (Contractors) Ltd,General Civils,2019-10-24,374356.69
Alun Griffiths (Contractors) Ltd,General Civils,2019-10-29,362550.62
Amalgamated Construction Ltd,Buildings,2019-10-14,38073.93
Amalgamated Construction Ltd,Buildings,2019-10-14,30684.27
Amalgamated Construction Ltd,Buildings,2019-10-14,58506.30
Amalgamated Construction Ltd,Buildings,2019-10-14,48541.02
Amalgamated Construction Ltd,Buildings,2019-10-14,102960.21
Amalgamated Construction Ltd,Buildings,2019-10-16,127406.90
Amalgamated Construction Ltd,Buildings,2019-10-21,750866.66
Amalgamated Construction Ltd,Buildings,2019-10-21,40835.14
Amalgamated Construction Ltd,Buildings,2019-10-22,203381.80
Amalgamated Construction Ltd,Buildings,2019-10-23,128192.99
Amalgamated Construction Ltd,Buildings,2019-10-23,200327.22
Amalgamated Construction Ltd,Buildings,2019-10-23,41871.27
Amalgamated Construction Ltd,Buildings,2019-10-23,26244.05
Amalgamated Construction Ltd,Buildings,2019-10-31,45743.02
Amalgamated Construction Ltd,Buildings,2019-10-31,28757.18
Amalgamated Construction Ltd,Electrification and Fixed Plant,2019-10-21,49265.64
Amalgamated Construction Ltd,General Civils,2019-10-01,199387.71
Amalgamated Construction Ltd,General Civils,2019-10-04,158447.84
Amalgamated Construction Ltd,General Civils,2019-10-07,1291857.91
Amalgamated Construction Ltd,General Civils,2019-10-08,808975.97
Amalgamated Construction Ltd,General Civils,2019-10-12,754810.14
Amalgamated Construction Ltd,General Civils,2019-10-12,449999.00
Amalgamated Construction Ltd,General Civils,2019-10-12,361443.72
Amalgamated Construction Ltd,General Civils,2019-10-12,107289.68
Amalgamated Construction Ltd,General Civils,2019-10-12,58110.77
Amalgamated Construction Ltd,General Civils,2019-10-14,171954.26
Amalgamated Construction Ltd,General Civils,2019-10-15,64751.18
Amalgamated Construction Ltd,General Civils,2019-10-16,177254.74
Amalgamated Construction Ltd,General Civils,2019-10-16,31404.32
Amalgamated Construction Ltd,General Civils,2019-10-18,78143.61
Amalgamated Construction Ltd,General Civils,2019-10-21,70371.63
Amalgamated Construction Ltd,General Civils,2019-10-21,44747.89
Amalgamated Construction Ltd,General Civils,2019-10-21,102797.74
Amalgamated Construction Ltd,General Civils,2019-10-22,77309.44
Amalgamated Construction Ltd,General Civils,2019-10-22,91652.95
Amalgamated Construction Ltd,General Civils,2019-10-22,204000.00
Amalgamated Construction Ltd,General Civils,2019-10-22,101359.43
Amalgamated Construction Ltd,General Civils,2019-10-22,323419.44
Amalgamated Construction Ltd,General Civils,2019-10-23,191923.99
Amalgamated Construction Ltd,General Civils,2019-10-23,137808.24
Amalgamated Construction Ltd,General Civils,2019-10-23,33150.40
Amalgamated Construction Ltd,General Civils,2019-10-23,25296.16
Amalgamated Construction Ltd,General Civils,2019-10-23,30172.97
Amalgamated Construction Ltd,General Civils,2019-10-23,46084.32
Amalgamated Construction Ltd,General Civils,2019-10-23,49725.00
Amalgamated Construction Ltd,General Civils,2019-10-23,338934.24
Amalgamated Construction Ltd,General Civils,2019-10-23,184515.13
Amalgamated Construction Ltd,General Civils,2019-10-23,160463.43
Amalgamated Construction Ltd,General Civils,2019-10-23,448094.39
Amalgamated Construction Ltd,General Civils,2019-10-23,124067.52
Amalgamated Construction Ltd,General Civils,2019-10-24,141516.07
Amalgamated Construction Ltd,General Civils,2019-10-24,168337.17
Amalgamated Construction Ltd,General Civils,2019-10-24,127235.37
Amalgamated Construction Ltd,General Civils,2019-10-24,832429.25
Amalgamated Construction Ltd,General Civils,2019-10-24,390447.62
Amalgamated Construction Ltd,General Civils,2019-10-24,37225.55
Amalgamated Construction Ltd,General Civils,2019-10-24,77327.23
Amalgamated Construction Ltd,General Civils,2019-10-24,78572.00
Amalgamated Construction Ltd,General Civils,2019-10-24,435591.79
Amalgamated Construction Ltd,General Civils,2019-10-24,444022.29
Amalgamated Construction Ltd,General Civils,2019-10-24,50947.03
Amalgamated Construction Ltd,General Civils,2019-10-24,48546.27
Amalgamated Construction Ltd,General Civils,2019-10-24,43429.80
