Supplier Name,Category Family,Invoice GL Date,Spend
Scout Services Limited,Land & Property Acquisitions (incl. Business Consultancy),2020-11-14,100000.00
1st Inrail Ltd,Track,2020-11-14,203731.81
1st Inrail Ltd,Track,2020-11-14,46339.64
1st Inrail Ltd,Track,2020-11-14,66884.42
1st Inrail Ltd,Track,2020-11-14,27847.88
1st Inrail Ltd,Track,2020-11-14,43436.35
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2020-11-14,32081.33
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2020-11-14,28555.25
2Excel Aviation Ltd,Professional Services Direct,2020-11-14,25000.00
3Squared Ltd,Information Technology,2020-11-14,56081.57
ABB Ltd,Electrification and Fixed Plant,2020-11-05,44459.70
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2020-11-14,27209.77
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2020-11-14,53740.81
AECOM Infrastructure & Environment UK Ltd,DSF National Multi-Discipline,2020-11-14,27953.57
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-11-14,102878.98
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-11-14,42943.31
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-11-14,195773.75
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-11-14,63068.22
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-11-14,48934.03
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-11-14,40477.50
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-11-14,36705.90
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-11-14,30559.85
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-11-14,26369.40
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-11-14,25230.12
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-11-14,42208.55
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-11-14,75313.94
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-11-14,42406.81
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-11-14,49030.20
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-11-14,26516.42
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-11-26,49892.75
AECOM Infrastructure & Environment UK Ltd,Track,2020-11-09,65372.82
AECOM Ltd,General Civils,2020-11-14,120588.80
AECOM Ltd,General Civils,2020-11-14,36475.03
AECOM Ltd,General Civils,2020-11-14,33960.96
AECOM Ltd,Land & Property Acquisitions (incl. Business Consultancy),2020-11-14,66398.00
