Supplier Name,Category Family,Invoice GL Date,Spend
1Spatial Group Ltd,Information Technology,2018-04-10,34839.00
1st Inrail Ltd,Track,2018-04-24,49195.03
1st Inrail Ltd,Track,2018-04-20,30262.35
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-04-03,44148.00
7futures,HR and Training,2018-04-10,25000.00
7futures,HR and Training,2018-04-12,42200.00
ABB Ltd,Electrification and Fixed Plant,2018-04-19,310115.78
ABC Electrification Ltd,Electrification and Fixed Plant,2018-04-19,177470.00
ABC Electrification Ltd,Regulatory Charges,2018-04-01,249337.88
ABC Electrification Ltd,Electrification and Fixed Plant,2018-04-18,1525371.30
ABC Electrification Ltd,Electrification and Fixed Plant,2018-04-11,67151.13
ABC Electrification Ltd,Electrification and Fixed Plant,2018-04-11,3397646.41
ABC Electrification Ltd,Electrification and Fixed Plant,2018-04-27,37356.00
ABC Electrification Ltd,Electrification and Fixed Plant,2018-04-16,873596.44
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-04-16,26058.99
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-04-27,36206.33
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-18,64985.81
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-18,88723.85
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-04-27,81807.84
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-04-13,35398.27
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-25,101601.26
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-25,95478.35
AECOM Infrastructure & Environment UK Ltd,General Civils,2018-04-24,54971.33
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-04-24,27896.82
AECOM Infrastructure & Environment UK Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-04-12,57899.43
AECOM Infrastructure & Environment UK Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-04-24,60571.52
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-10,107689.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-10,53846.15
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-23,68999.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-20,128079.10
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-16,186239.63
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-16,38461.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-10,90766.00
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-04-16,33424.00
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-04-04,33424.00
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-04-17,26393.91
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-11,33377.75
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-11,76919.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-09,53489.33
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-09,88911.39
AECOM Infrastructure & Environment UK Ltd,Track,2018-04-23,275316.35
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-04-24,34270.89
AECOM Ltd,Professional Services Direct,2018-04-03,89393.51
AECOM Ltd,Professional Services Direct,2018-04-24,572083.14
AECOM Ltd,General Civils,2018-04-29,52643.55
AECOM Ltd,Professional Services Direct,2018-04-23,41355.21
AECOM Ltd,Professional Services Direct,2018-04-16,312093.10
AECOM Ltd,General Civils,2018-04-13,25293.93
AECOM Ltd,General Civils,2018-04-24,178314.39
AECOM Ltd,Professional Services Direct,2018-04-16,121289.27
AM1 Projects Ltd,Electrification and Fixed Plant,2018-04-24,75738.11
APB Construction (UK) Ltd,General Civils,2018-04-12,74638.46
APCOA Parking (UK) Ltd,Facilities - Soft Services,2018-04-04,26608.50
APCOA Parking (UK) Ltd,Facilities - Soft Services,2018-04-27,54721.18
APCOA Parking (UK) Ltd,Facilities - Soft Services,2018-04-23,26599.90
ASE Corporate Eyecare Ltd,HR and Training,2018-04-12,52305.00
Abellio East Anglia Ltd t/a Greater Anglia,Supplies and Services,2018-04-16,39530.75
Abellio Greater Anglia Ltd,Professional Services Direct,2018-04-03,556367.08
Abellio ScotRail Ltd,Regulatory Charges,2018-04-06,750000.00
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2018-04-11,295695.57
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2018-04-16,561750.98
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2018-04-24,401149.10
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2018-04-04,192802.70
Active Risk Ltd,Information Technology,2018-04-12,143160.00
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2018-04-19,34590.58
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2018-04-19,47114.19
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2018-04-17,62356.85
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2018-04-18,58843.00
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2018-04-11,168224.00
Advanced Rail Technologies Ltd,Professional Services Direct,2018-04-26,48000.00
Adviserplus Business Solutions Ltd,HR and Training,2018-04-04,106000.00
Adviserplus Business Solutions Ltd,HR and Training,2018-04-10,106000.00
Aegis Engineering Systems (AES) Ltd,Professional Services Direct,2018-04-01,40250.00
Alan Dick Communications Ltd,Signalling,2018-04-16,44721.80
Alan Dick Communications Ltd,Telecoms,2018-04-17,30887.38
Alcumus Sypol Limited,Information Technology,2018-04-23,27750.00
Allied Insulators Ltd,Electrification and Fixed Plant,2018-04-17,93005.64
Allied Insulators Ltd,Electrification and Fixed Plant,2018-04-17,47960.64
Allstar Business Solutions Ltd,Road Fleet,2018-04-01,320768.44
Allstar Business Solutions Ltd,Road Fleet,2018-04-01,393872.68
Allstar Business Solutions Ltd,Road Fleet,2018-04-17,381381.18
Allstar Business Solutions Ltd,Road Fleet,2018-04-16,356007.32
Allstar Business Solutions Ltd,Road Fleet,2018-04-30,384312.81
