Supplier Name,Category Family,Invoice GL Date,Spend
1st Inrail Ltd,Track,2020-03-31,49667.72
1st Inrail Ltd,Track,2020-03-31,44767.15
1st Inrail Ltd,Track,2020-03-31,48855.20
1st Inrail Ltd,Track,2020-03-31,44569.00
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2020-03-31,36706.12
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2020-03-31,34015.64
24-7 Industrial Services UK Ltd,Buildings,2020-03-31,53784.00
24-7 Industrial Services UK Ltd,Buildings,2020-03-31,30747.00
3Squared Ltd,Information Technology,2020-03-31,139500.00
3Squared Ltd,Information Technology,2020-03-31,139500.00
8point8 Vanguard Ltd,Buildings,2020-03-31,42706.29
8point8 Vanguard Ltd,Buildings,2020-03-31,42706.29
ABB Ltd,Electrification and Fixed Plant,2020-03-19,102460.32
ABP Associates Ltd,Facilities - Hard Services,2020-03-31,27335.16
ABP Associates Ltd,Facilities - Hard Services,2020-03-31,29482.87
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-03-19,301642.18
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-03-31,108247.42
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-03-31,47661.13
AECOM Infrastructure & Environment UK Ltd,General Civils,2020-03-31,105988.87
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-14,32421.42
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,82688.53
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,38312.43
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,93825.23
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,32730.62
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,37190.82
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,74721.02
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,54370.37
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,35855.11
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,36718.52
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,25496.45
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,66547.21
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,54370.37
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,102279.80
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,33449.41
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,33532.75
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,45075.32
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,201523.78
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,94371.39
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,33486.99
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,89459.50
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,28165.54
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,50174.12
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,101313.78
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,31097.87
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,33486.99
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2020-03-31,26110.35
AECOM Infrastructure & Environment UK Ltd,Track,2020-03-04,103107.00
AECOM Infrastructure & Environment UK Ltd,Track,2020-03-23,55097.04
AECOM Infrastructure & Environment UK Ltd,Track,2020-03-23,63906.83
AECOM Infrastructure & Environment UK Ltd,Track,2020-03-25,198960.47
AECOM Ltd,General Civils,2020-03-31,233532.07
AECOM Ltd,General Civils,2020-03-31,40428.60
AECOM Ltd,General Civils,2020-03-31,163858.73
AECOM Ltd,General Civils,2020-03-31,370175.45
AECOM Ltd,Professional Services Direct,2020-03-13,38417.82
AECOM Ltd,Professional Services Direct,2020-03-13,46636.49
AECOM Ltd,Professional Services Direct,2020-03-17,28783.00
AECOM Ltd,Professional Services Direct,2020-03-31,45048.00
AECOM Ltd,Professional Services Direct,2020-03-31,29817.92
AECOM Ltd,Professional Services Direct,2020-03-31,91335.83
AECOM Ltd,Professional Services Direct,2020-03-31,147961.81
AECOM Ltd,Professional Services Direct,2020-03-31,169715.59
AECOM Ltd,Professional Services Direct,2020-03-31,274021.43
AECOM Ltd,Professional Services Direct,2020-03-31,32204.00
AECOM Ltd,Track,2020-03-02,373414.71
AECOM Ltd,Track,2020-03-20,192871.44
AECOM Ltd,Track,2020-03-20,28363.19
AECOM Ltd,Track,2020-03-20,80467.69
AECOM Ltd,Track,2020-03-20,37736.17
AECOM Ltd,Track,2020-03-22,437391.33
AECOM Ltd,Track,2020-03-25,80466.87
AECOM Ltd,Track,2020-03-25,193180.36
AECOM Ltd,Track,2020-03-26,831273.00
AECOM Ltd,Track,2020-03-26,541291.39
AM1 Projects Ltd,Electrification and Fixed Plant,2020-03-31,35203.35
AM1 Projects Ltd,Electrification and Fixed Plant,2020-03-31,35971.67
AM1 Projects Ltd,Electrification and Fixed Plant,2020-03-31,29040.43
AMCL Systems Engineering Ltd t/a Vertex Systems Engineering,Professional Services Direct,2020-03-31,36850.88
APCOA Parking (UK) Ltd,Facilities - Soft Services,2020-03-31,202217.64
AXA PPP Healthcare Administration Services Ltd T/A PPP Healthcare,HR and Training,2020-03-31,71982.33
AXA PPP Healthcare Administration Services Ltd T/A PPP Healthcare,HR and Training,2020-03-31,439226.91
Abas UK Ltd t/a Question Tools,Information Technology,2020-03-31,280140.00
Abellio East Anglia Ltd t/a Greater Anglia,Regulatory Charges,2020-03-31,32000.00
Abellio East Anglia Ltd t/a Greater Anglia,Regulatory Charges,2020-03-31,32000.00
Abellio East Anglia Ltd t/a Greater Anglia,Regulatory Charges,2020-03-31,32000.00
Abellio East Anglia Ltd t/a Greater Anglia,Regulatory Charges,2020-03-31,32000.00
Abellio East Anglia Ltd t/a Greater Anglia,Telecoms,2020-03-31,332732.46
Abellio East Midlands Ltd,Regulatory Charges,2020-03-31,53808.00
Abellio Greater Anglia Ltd,Regulatory Charges,2020-03-31,137625.16
Abellio Greater Anglia Ltd,Regulatory Charges,2020-03-31,500000.00
Abellio London Ltd,Supplies and Services,2020-03-31,61139.33
Abellio ScotRail Ltd,Regulatory Charges,2020-03-31,133225.00
Abellio ScotRail Ltd,Regulatory Charges,2020-03-31,32660.26
Abellio ScotRail Ltd,Regulatory Charges,2020-03-31,32917.65
Abellio ScotRail Ltd,Regulatory Charges,2020-03-31,67195.56
Abellio ScotRail Ltd,Telecoms,2020-03-31,83602.82
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2020-03-31,348306.71
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2020-03-31,468611.19
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2020-03-31,373996.65
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2020-03-31,185969.18
Academy for Project Management Ltd,HR and Training,2020-03-31,49700.00
Achilles Information Ltd,Regulatory Charges,2020-03-11,81095.00
Acorn Rail Ltd,General Civils,2020-03-31,181217.74
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-03-06,1039500.00
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-03-11,255150.00
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-03-17,402500.00
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-03-26,253200.00
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-03-27,2750000.00
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-03-31,31026.40
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2020-03-31,29796.00
