Supplier Name,Category Family,Invoice GL Date,Spend
EDF Energy Customers Ltd,Utilities,2021-03-06,36246943.32
Npower Ltd,Utilities,2021-03-06,4500482.09
Npower Ltd,Utilities,2021-03-06,3610364.87
Ignite Energy Ltd,Utilities,2021-03-31,2781210.05
Npower Ltd,Utilities,2021-03-06,1193680.71
Npower Ltd,Utilities,2021-03-06,638492.97
National Grid Electricity Transmission plc,Utilities,2021-03-06,603338.34
Npower Ltd,Utilities,2021-03-06,544370.27
Lumen Technologies UK Ltd,Utilities,2021-03-06,365852.75
Scottish Water Business Stream Ltd t/a Business Stream,Utilities,2021-03-06,285489.48
Scottish Water Business Stream Ltd t/a Business Stream,Utilities,2021-03-06,257249.42
Scottish Water Business Stream Ltd t/a Business Stream,Utilities,2021-03-31,252161.21
Npower Ltd,Utilities,2021-03-06,196479.01
Npower Ltd,Utilities,2021-03-03,154032.35
UK Power Reserve Ltd,Utilities,2021-03-06,101977.37
Npower Ltd,Utilities,2021-03-31,94169.37
EDF Energy Customers Ltd,Utilities,2021-03-31,92572.78
Npower Ltd,Utilities,2021-03-06,91636.99
BOC Ltd,Utilities,2021-03-06,56381.94
BOC Ltd,Utilities,2021-03-06,52812.99
UK Power Reserve Ltd,Utilities,2021-03-31,51533.86
Npower Ltd,Utilities,2021-03-31,47990.40
Birmingham District Energy Company Ltd,Utilities,2021-03-06,47495.42
UK Power Reserve Ltd,Utilities,2021-03-31,45639.53
Scottish Water Business Stream Ltd t/a Business Stream,Utilities,2021-03-31,44537.70
Birmingham District Energy Company Ltd,Utilities,2021-03-31,41155.93
Scottish Water Business Stream Ltd t/a Business Stream,Utilities,2021-03-06,38835.93
Lumen Technologies UK Ltd,Utilities,2021-03-06,36585.75
Lumen Technologies UK Ltd,Utilities,2021-03-06,36582.75
Lumen Technologies UK Ltd,Utilities,2021-03-06,36582.75
PAD Technology Ltd,Utilities,2021-03-06,28500.00
Scottish Water Business Stream Ltd t/a Business Stream,Utilities,2021-03-06,26855.30
Euro Tunnel,Utilities,2021-03-06,26686.91
TVS Supply Chain Solutions Ltd,Unspecified,2021-03-06,156499.20
Pandrol Ltd,Unspecified,2021-03-06,106086.40
Pandrol Ltd,Unspecified,2021-03-06,82329.60
TVS Supply Chain Solutions Ltd,Unspecified,2021-03-06,71666.10
TVS Supply Chain Solutions Ltd,Unspecified,2021-03-31,65835.00
Pandrol Ltd,Unspecified,2021-03-06,58982.40
TVS Supply Chain Solutions Ltd,Unspecified,2021-03-06,54737.10
Pandrol Ltd,Unspecified,2021-03-06,53043.20
TVS Supply Chain Solutions Ltd,Unspecified,2021-03-31,44767.80
Pandrol Ltd,Unspecified,2021-03-06,44236.80
Pandrol Ltd,Unspecified,2021-03-06,41779.20
Strail (UK) Ltd,Unspecified,2021-03-31,41723.52
Tinsley Bridge Ltd,Unspecified,2021-03-31,41250.00
Cooper & Turner Ltd,Unspecified,2021-03-31,38520.00
Tinsley Bridge Ltd,Unspecified,2021-03-31,36490.00
Fiberweb Geosynthetics Ltd,Unspecified,2021-03-06,35706.97
TVS Supply Chain Solutions Ltd,Unspecified,2021-03-06,33990.00
Trackwork Ltd,Unspecified,2021-03-31,33910.00
Strail (UK) Ltd,Unspecified,2021-03-31,33442.92
Pandrol Ltd,Unspecified,2021-03-06,32972.80
Pandrol Ltd,Unspecified,2021-03-06,31948.80
Trackwork Ltd,Unspecified,2021-03-31,30519.00
Pandrol Ltd,Unspecified,2021-03-06,29491.20
Pandrol Ltd,Unspecified,2021-03-06,29491.20
Pandrol Ltd,Unspecified,2021-03-06,29491.20
Pandrol Ltd,Unspecified,2021-03-06,29491.20
Pandrol Ltd,Unspecified,2021-03-31,29491.20
Pandrol Ltd,Unspecified,2021-03-31,29491.20
Polysafe Level Crossing Systems Ltd,Unspecified,2021-03-31,28738.50
Tinsley Bridge Ltd,Unspecified,2021-03-06,28290.00
Strail (UK) Ltd,Unspecified,2021-03-31,27869.10
TVS Supply Chain Solutions Ltd,Unspecified,2021-03-31,27438.84
Polysafe Level Crossing Systems Ltd,Unspecified,2021-03-31,27108.00
Pandrol Ltd,Unspecified,2021-03-06,27033.60
Tinsley Bridge Ltd,Unspecified,2021-03-06,27000.00
Pandrol Ltd,Unspecified,2021-03-06,26173.44
Strail (UK) Ltd,Unspecified,2021-03-31,26077.20
TVS Supply Chain Solutions Ltd,Unspecified,2021-03-31,25581.60
Strail (UK) Ltd,Unspecified,2021-03-31,25379.64
Babcock Rail Ltd (RS Alliance Use Only),Track,2021-03-24,3396736.07
Babcock Rail Ltd (RS Alliance Use Only),Track,2021-03-23,3165096.12
Babcock Rail Ltd (RS Alliance Use Only),Track,2021-03-11,2797596.19
Colas Rail Ltd (RS Alliance Use Only),Track,2021-03-01,1711190.24
Babcock Rail Ltd (RS Alliance Use Only),Track,2021-03-12,1390588.12
Babcock Rail Ltd (RS Alliance Use Only),Track,2021-03-25,1267836.00
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2021-03-17,1234222.79
Babcock Rail Ltd (RS Alliance Use Only),Track,2021-03-11,1154984.95
Colas Rail Ltd (RS Alliance Use Only),Track,2021-03-01,1144027.55
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2021-03-24,1128284.18
Dyer & Butler,Track,2021-03-30,1021663.20
Colas Rail Ltd (RS Alliance Use Only),Track,2021-03-31,965410.50
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2021-03-17,909475.09
Babcock Rail Ltd (RS Alliance Use Only),Track,2021-03-25,902834.40
Colas Rail Ltd (RS Alliance Use Only),Track,2021-03-01,850580.39
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2021-03-24,764427.86
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2021-03-24,739871.61
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2021-03-18,721539.10
Colas Rail Ltd (RS Alliance Use Only),Track,2021-03-02,712792.00
Babcock Rail Ltd (RS Alliance Use Only),Track,2021-03-23,694657.35
Dyer & Butler,Track,2021-03-09,648417.22
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2021-03-18,639901.95
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2021-03-17,624299.13
Colas Rail Ltd (RS Alliance Use Only),Track,2021-03-04,569221.05
Babcock Rail Ltd (RS Alliance Use Only),Track,2021-03-15,554332.56
Colas Rail Ltd (RS Alliance Use Only),Track,2021-03-02,529716.00
Colas Rail Ltd (RS Alliance Use Only),Track,2021-03-04,513321.00
